day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
90,0.9999999999934168,6.516653164112807e-14,0.0,0.0,5.927484393566727e-92,9.866781853153373e-192,6.517939250940754e-12,3.917280203728565e-11,0
91,4.3984595717129725e-06,0.9999956015404283,0.0,0.0,0.0,0.0,4.8224989864702757e-23,0.9999956015404283,1
92,0.9999999693563124,3.064368750178848e-08,0.0,0.0,2.1218492148349702e-80,1.4144328525316014e-228,1.1801670531475882e-30,3.064368750178848e-08,0
93,0.98764670728743,0.01235329271256998,0.0,0.0,3.878273538803347e-54,1.6234512017404445e-32,3.354799518948624e-34,0.01235329271256998,0
94,3.0636098964055836e-06,3.6668943169297835e-23,0.0,0.9999969363901037,1.868959561063342e-34,4.49532530570993e-268,1.5263727417233528e-87,2.999990809170311,3
95,1.0,3.251012062362187e-17,0.0,0.0,1.4567184886881933e-104,0.0,1.1878182552478739e-37,3.251012062362187e-17,0
96,0.03968470572085751,1.7144534807283998e-13,0.0,0.0,0.0,0.9603152869023913,7.376579651084672e-09,4.801576478771606,5
97,1.7222747425809336e-06,5.114287758126244e-15,0.0,0.9999982777252523,1.7336954787173702e-82,0.0,3.769765211146245e-17,2.9999948331757627,3
98,0.9969181299070953,0.0030818700929046393,0.0,0.0,3.8383595285778925e-88,1.8519477996875925e-42,1.5514722881597332e-23,0.0030818700929046393,0
99,0.9999999996652374,3.3476245172181775e-10,0.0,0.0,1.3724439949984847e-215,9.003069953216559e-97,6.62474265457983e-150,3.3476245172181775e-10,0
100,2.329076479667826e-06,7.373245808754121e-19,0.0,0.9999976709235203,3.5204472516119815e-27,5.451096435587588e-289,1.4099903242581452e-121,2.999993012770561,3
101,0.999999999999614,3.8591371135138317e-13,0.0,0.0,1.7088219889575053e-31,0.0,1.4105158671147106e-88,3.8591371135138317e-13,0
102,3.716780232238265e-06,7.182736081743047e-30,0.0,0.9999962832197677,9.541431961779019e-43,0.0,2.0512588597564533e-67,2.999988849659303,3
103,2.382052365517623e-06,1.456148642377537e-26,0.0,0.9999976179476345,2.907384594871857e-32,3.956690230363256e-232,4.0825176385064526e-100,2.9999928538429037,3
104,1.7155867925599215e-06,3.7206257974326637e-35,0.0,0.9999982844132074,1.540572416626837e-24,3.9806875194857966e-217,3.6179899156438594e-109,2.999994853239622,3
105,5.974379522950952e-07,2.2226589375270984e-21,0.0,0.9999994025620478,2.1033416889857998e-32,2.5846233163987515e-19,3.7314154982482025e-129,2.9999982076861436,3
106,2.8597601216007183e-10,8.705935332317607e-09,0.0,0.9999999910080887,5.870326631778637e-29,2.1697956276561586e-208,0.0,2.9999999817302014,3
107,2.312471720502418e-08,1.3103698144459382e-11,0.0,0.9999999768612209,1.514698255673922e-29,9.582155294786567e-13,4.2527094311985246e-270,2.9999999306015575,3
108,2.236925423841165e-06,7.760518973974371e-22,0.0,0.9999977630745762,8.789673436626531e-48,1.1796391249306942e-27,1.9155450654138927e-75,2.9999932892237284,3
109,2.6379734415654026e-06,9.456010878286587e-25,0.0,0.9999973620265584,3.7710930844951453e-75,0.0,1.0232637183838253e-32,2.999992086079675,3
110,0.9994187659118766,2.3351914792050578e-12,0.0,0.0,0.0,7.546982356047142e-212,0.0005812340857882658,0.0034874045170647868,0
111,0.0008940209878857315,1.2173070573105907e-06,0.0,0.0,0.0,9.282450697387707e-53,0.9991047617050569,5.994629787537399,6
112,2.272891964549632e-06,2.6996874368894587e-16,0.0,0.9999977271080351,1.1076911956007764e-58,0.0,1.0338871145503555e-20,2.999993181324106,3
113,1.7872935945436785e-05,4.526245237719879e-11,0.0,0.0,0.0,2.367268031768838e-266,0.9999821270187921,5.999892762158015,6
114,0.9999169135623508,7.517259397032715e-06,0.0,0.0,4.1718386982984905e-178,4.154362869597093e-48,7.556917825205955e-05,0.00046093232890939006,0
115,2.5897629454898683e-06,7.291905108808541e-18,0.0,0.9999974102370545,2.0726312644058853e-45,6.688452931311806e-20,7.273684118199477e-37,2.9999922307111633,3
116,3.5121704086106263e-06,7.841838600385833e-23,0.0,0.9999964878295914,2.1987910693373598e-51,8.866541493061953e-82,9.13991347958621e-44,2.9999894634887743,3
117,8.152088652084868e-07,2.561994053517557e-16,0.0,0.9999991847911346,8.797001181882878e-41,8.556497172431577e-94,3.0911314852260783e-133,2.999997554373404,3
118,3.076221128348771e-09,1.5562990916253854e-12,0.0,0.9999999969222225,7.118414537298957e-29,4.678661494625493e-95,0.0,2.9999999907682238,3
119,1.069149700103295e-06,7.076693902886418e-23,0.0,0.9999989308502999,1.2447289278344002e-30,6.425297179140352e-158,1.755861821149974e-139,2.9999967925509,3
120,1.318237268711481e-05,2.6231078053331968e-27,0.0,0.9999867556344535,2.2699757714600538e-114,6.199285940145342e-08,1.1313459794127185e-31,2.9999605768676574,3
121,0.9999999975973853,2.4026147602458417e-09,0.0,0.0,2.336506701273935e-56,3.0115805819404483e-192,7.593946607070064e-40,2.4026147602458417e-09,0
122,1.0,2.0795950052117676e-21,0.0,0.0,1.0188968451920831e-77,0.0,1.2940417744220447e-33,2.079595005219532e-21,0
123,2.94876686751652e-06,1.435486340112169e-20,0.0,0.9999970512331325,2.5063590765994714e-49,1.1699923479875576e-20,3.820191369892124e-35,2.9999911536993977,3
124,3.161913574312875e-06,1.1443691089946757e-34,0.9999968380857461,0.0,0.0,0.0,6.795186038611574e-13,1.9999936761755694,2
125,1.245174806351423e-05,7.570532958703356e-05,0.0,0.0,0.0,6.528380051869825e-125,0.9999118429223496,5.999546762863685,6
126,0.001729065285958715,0.00019899729999576065,2.21217622847456e-138,0.0,1.2303284196479028e-96,0.9980719374140455,3.3170293380625083e-65,4.990558684370224,5
127,0.13227588354459233,6.268682441258033e-10,0.0,0.0,2.6039010879022404e-91,0.8677241158285394,5.082911149745222e-51,4.338620579769565,5
