name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Erlangen, Bayern, Deutschland",2022-05-19,29.5,11.8,20.9,28.3,11.8,20.7,10.3,54.5,6.135,100,8.33,rain,0,0,32,26.5,135.8,1021.2,48.3,42.9,272.8,23.6,8,30,2022-05-19T05:26:39,2022-05-19T20:59:11,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-20,29.3,14.4,20.3,28.9,14.4,20.3,15.1,75.5,7.97,100,25,rain,0,0,30.6,31.1,162.7,1018.9,92,35.4,247.8,21.4,9,75,2022-05-20T05:25:26,2022-05-20T21:00:30,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-21,19.1,12.3,16.3,19.1,12.3,16.3,8.7,62.3,0.567,100,8.33,rain,0,0,41.4,24.5,285.3,1020.7,73.7,34.8,189.7,16.6,10,10,2022-05-21T05:24:16,2022-05-21T21:01:47,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-22,21.7,9.2,16.1,21.7,8,16,8.1,62.7,0,0,0,,0,0,17.6,12.9,32.9,1016,59.5,43.2,200.3,17.4,10,10,2022-05-22T05:23:07,2022-05-22T21:03:03,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-23,22.6,11.4,16.8,22.6,11.4,16.8,11.5,71.6,1.371,100,37.5,rain,0,0,40.7,24.9,138.5,1006.7,92.7,41.8,153.3,13.4,8,10,2022-05-23T05:22:01,2022-05-23T21:04:18,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-24,19.6,14.4,16.7,19.6,14.4,16.7,11.3,72.4,1.554,100,37.5,rain,0,0,40.7,23.9,228.4,1007.6,85.6,38.3,147.2,12.7,6,10,2022-05-24T05:20:58,2022-05-24T21:05:31,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-25,20.5,12.3,16,20.5,12.3,16,7.7,61.3,0.083,100,25,rain,0,0,38.5,22.7,244.5,1015.8,66.9,43.7,175.7,15.3,10,10,2022-05-25T05:19:56,2022-05-25T21:06:43,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-26,19.5,10.8,15.5,19.5,10.8,15.5,8,61.8,0,0,0,rain,0,0,42.5,24.2,248.6,1021.7,84.4,49.9,172.8,14.7,5,10,2022-05-26T05:18:57,2022-05-26T21:07:54,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-27,18,10.7,14.2,18,10.7,14.2,10.2,77.5,2.313,100,16.67,rain,0,0,46.1,29.4,245.7,1020.3,83.6,42.7,105.1,9,4,10,2022-05-27T05:18:00,2022-05-27T21:09:03,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-28,16.8,5.6,12,16.8,4,11.6,3.7,60.1,0,0,0,rain,0,0,44.3,23.6,288.7,1018.9,41.7,45.7,198.9,17.1,10,10,2022-05-28T05:17:06,2022-05-28T21:10:11,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-29,13.7,3.3,9.3,13.7,2.3,9.2,3.7,69.7,0.932,100,25,rain,0,0,29.5,18.8,252.3,1013.7,42.4,42.3,112,9.5,5,10,2022-05-29T05:16:14,2022-05-29T21:11:17,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-30,18.4,2.9,11.1,18.4,1.3,10.8,3.6,65,0,0,0,,0,0,33.8,14.3,312.1,1012.4,28.5,35.3,224.4,19.5,10,10,2022-05-30T05:15:25,2022-05-30T21:12:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-31,23.5,4.4,14.5,23.5,4.4,14.5,4.7,57.2,0.069,100,12.5,rain,0,0,36,21.8,177.4,1013,38.6,45.7,237,20.2,9,10,2022-05-31T05:14:38,2022-05-31T21:13:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-01,23.3,8.7,16.7,23.3,7.1,16.6,6.6,57.6,0.784,100,20.83,rain,0,0,46.1,25.1,255.8,1014.3,56,27.9,248.4,21.4,10,10,2022-06-01T05:13:54,2022-06-01T21:14:24,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-02,21,7.4,15.6,21,7.4,15.6,4.7,51.4,0,0,0,,0,0,20.5,12.2,350.3,1019.5,21.1,28.2,257.5,22.3,8,10,2022-06-02T05:13:13,2022-06-02T21:15:23,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-03,27.9,9.1,18.3,27.3,8.9,18.2,10,62.3,10.85,100,20.83,rain,0,0,28.1,20.1,73.5,1016.8,67.4,28.7,253.3,22,9,10,2022-06-03T05:12:34,2022-06-03T21:16:20,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-04,23.7,14.3,18.2,23.7,14.3,18.2,15.6,85.5,0.871,100,20.83,rain,0,0,18.7,12.1,12.5,1017.8,69.9,17.7,132.3,11.3,5,10,2022-06-04T05:11:58,2022-06-04T21:17:15,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-05,22.4,14.6,18.3,22.4,14.6,18.3,14.9,80.6,0.843,100,25,rain,0,0,25.6,19.5,121.7,1016,74.6,29,136.5,11.8,8,30,2022-06-05T05:11:24,2022-06-05T21:18:08,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-06,23.7,13.5,18.3,23.7,13.5,18.3,12.8,72.1,0,0,0,rain,0,0,28.8,14,217.3,1016.8,63.8,30.9,147.5,12.8,10,10,2022-06-06T05:10:54,2022-06-06T21:18:59,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-07,22,14.5,17.9,22,14.5,17.9,10.7,64.9,0.003,100,4.17,rain,0,0,29.5,19.1,252.4,1014.8,80.3,27.6,170.6,14.6,6,10,2022-06-07T05:10:26,2022-06-07T21:19:47,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-08,23.3,11.9,17.8,23.3,11.9,17.8,10.4,65.6,0.181,100,8.33,rain,0,0,48.2,30.5,217.2,1010.7,63.8,33.5,205.1,17.6,10,10,2022-06-08T05:10:00,2022-06-08T21:20:34,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-09,19.9,13.7,16.5,19.9,13.7,16.5,10.8,71.3,0.187,100,25,rain,0,0,37.8,26.3,278.8,1013.6,94.6,34.1,211.8,18.1,9,10,2022-06-09T05:09:38,2022-06-09T21:21:18,0.35,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-10,24.3,8.8,17.2,24.3,8.8,17.2,8.9,62.7,0,0,0,,0,0,19.1,11.9,273.8,1022.7,17.9,31.5,287.2,24.6,10,10,2022-06-10T05:09:18,2022-06-10T21:22:00,0.39,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-11,26.6,9.6,18.7,26.6,7.7,18.6,9.8,61.1,0,0,0,,0,0,23.4,13.5,53.4,1022.7,30.9,29.1,215.8,18.8,10,10,2022-06-11T05:09:01,2022-06-11T21:22:39,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-12,28.9,11.5,21.2,27.8,11.5,21,11.4,58.9,0,0,0,rain,0,0,32,17.3,288.4,1020.1,15.1,32,237.6,20.5,10,30,2022-06-12T05:08:47,2022-06-12T21:23:16,0.47,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-13,22.7,14.3,18.7,22.7,14.3,18.7,8,52.1,0.042,100,12.5,rain,0,0,45,30.1,299.5,1018.7,45.9,36.8,210,18,10,10,2022-06-13T05:08:36,2022-06-13T21:23:50,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-14,24.4,8.5,17.2,24.4,8.5,17.2,5.4,51.6,0,0,0,,0,0,14.4,11.6,28.5,1021.4,15.2,32.9,286,24.6,9,10,2022-06-14T05:08:27,2022-06-14T21:24:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-15,30.9,9.9,21.1,29,9.9,20.6,7.6,47.8,0,0,0,,0,0,25.9,13.7,121.7,1017,3,30.5,287,24.7,9,10,2022-06-15T05:08:22,2022-06-15T21:24:52,0.51,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-16,28.9,13.2,21.7,27.8,13.2,21.5,9.7,50.7,0,0,0,,0,0,39.6,24.4,326.9,1016.8,41.3,36.5,273.2,23.7,9,10,2022-06-16T05:08:19,2022-06-16T21:25:19,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-17,27.7,11.8,20.5,26.7,11.8,20.3,7.4,46.8,0,0,0,,0,0,19.8,9.4,327.7,1023.3,31.6,27.9,288.8,25,9,10,2022-06-17T05:08:19,2022-06-17T21:25:43,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-18,34.6,12.7,24.5,32.7,12.7,23.7,9.8,45.5,0,0,0,,0,0,23.8,13.3,156.1,1018.6,10.3,33.6,288.7,24.9,9,10,2022-06-18T05:08:21,2022-06-18T21:26:04,0.62,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-19,36.1,18.9,27.7,34.6,18.9,27.1,12.8,44.3,0,0,0,,0,0,42.1,26.5,218.4,1008.8,0,37.2,283.4,24.4,9,60,2022-06-19T05:08:27,2022-06-19T21:26:23,0.67,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-20,26.3,12,20.4,26.3,12,20.4,12.9,62.7,0.327,100,20.83,rain,0,0,51.5,31.2,316.7,1010.7,47.3,31.1,171.7,14.7,9,30,2022-06-20T05:08:35,2022-06-20T21:26:39,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-21,26.6,6.7,17.3,26.6,6.3,17.2,5.6,53.4,0,0,0,,0,0,16.9,10.8,89.2,1014.5,23.3,31,295.6,25.3,10,10,2022-06-21T05:08:46,2022-06-21T21:26:52,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-22,28.9,13.9,20.9,28.1,13.9,20.8,11.3,56.7,0.054,100,12.5,rain,0,0,34.9,21.3,175.3,1010.8,74,32.2,182,15.7,8,10,2022-06-22T05:09:00,2022-06-22T21:27:03,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-23,29.7,15.2,23.1,29.1,15.2,23,14.8,63.9,0.003,100,4.17,rain,0,0,27.4,17.9,126,1011.8,12.9,24.9,197,17,10,10,2022-06-23T05:09:16,2022-06-23T21:27:10,0.87,Rain,Clear conditions throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-24,26.6,17.4,20.3,26.6,17.4,20.3,15.7,76.7,12.623,100,45.83,rain,0,0,27.7,19.3,163.8,1009.3,76.3,31.1,155.6,13.7,9,10,2022-06-24T05:09:35,2022-06-24T21:27:15,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-25,27.3,15.5,20.7,26.9,15.5,20.7,13.4,67.2,0.532,100,16.67,rain,0,0,28.1,15.3,255,1013,57.2,27.7,271.5,23.4,10,10,2022-06-25T05:09:57,2022-06-25T21:27:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-26,30.4,14,23.2,29.4,14,22.9,13.1,57.6,0,0,0,,0,0,17.6,12.9,105.9,1013.3,12.5,30.5,273,23.6,10,10,2022-06-26T05:10:21,2022-06-26T21:27:16,0.97,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-27,25.5,17.6,21.9,25.5,17.6,21.9,15.2,66.6,1.091,100,16.67,rain,0,0,43.6,29.3,285.1,1014.6,66.3,32.9,276.5,23.8,9,10,2022-06-27T05:10:48,2022-06-27T21:27:13,0.99,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-28,26.9,14.8,21,26.5,14.8,20.9,12.3,61.2,0.058,100,12.5,rain,0,0,28.4,16.2,16.7,1019.4,58.1,29.9,244.4,21,9,10,2022-06-28T05:11:18,2022-06-28T21:27:06,1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-29,27.3,19.2,22.8,27.8,19.2,22.9,15.7,64.9,0,0,0,rain,0,0,19.4,17.1,104.4,1013.2,82,37.7,156.8,13.4,7,30,2022-06-29T05:11:49,2022-06-29T21:26:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-06-30,31.7,16.8,24.6,30.7,16.8,24.3,15.2,61.5,0.003,100,4.17,rain,0,0,17.3,15,122.4,1010.6,41.7,33.5,210.8,18.2,10,30,2022-06-30T05:12:24,2022-06-30T21:26:45,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-01,23.3,13.3,16.5,23.3,13.3,16.5,13.2,81.8,6.334,100,45.83,rain,0,0,45.4,27.6,265.6,1018.3,79.2,26.2,77.1,6.5,5,10,2022-07-01T05:13:00,2022-07-01T21:26:30,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-02,26.3,9.7,18.5,26.3,8.1,18.3,9.7,62.3,0,0,0,,0,0,25.9,18.1,125.1,1022.6,3.5,29.2,284.5,24.6,9,10,2022-07-02T05:13:39,2022-07-02T21:26:12,0.05,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-03,30.8,12.2,22.3,29.2,12.2,21.8,10.3,52.8,0,0,0,,0,0,27.4,16.8,214,1017.6,2.2,28.1,295.8,25.6,9,10,2022-07-03T05:14:21,2022-07-03T21:25:51,0.08,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-04,28.3,16.4,21.9,27.3,16.4,21.8,10.6,51.9,0,0,0,,0,0,27.4,15.1,299.8,1017.3,59.4,27.1,235.8,20.2,9,10,2022-07-04T05:15:04,2022-07-04T21:25:27,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-05,27.5,12.9,21.5,26.6,12.9,21.4,7.7,44.4,0,0,0,,0,0,28.4,18.8,304.4,1019,14.2,27.5,312.5,27,10,10,2022-07-05T05:15:50,2022-07-05T21:25:01,0.17,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-06,24.3,13.1,19.4,24.3,13.1,19.4,7.5,49.1,0,0,0,,0,0,36.4,21.1,301.8,1021.4,43.6,29.3,159.8,14,8,10,2022-07-06T05:16:38,2022-07-06T21:24:32,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-07,17.8,13,15.4,17.8,13,15.4,10.9,75,6.49,100,62.5,rain,0,0,44.3,22.4,265.6,1021.4,86.8,28.3,75.8,6.6,3,10,2022-07-07T05:17:28,2022-07-07T21:24:00,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-08,21.8,10.8,16.2,21.8,10.8,16.2,8.5,62.9,0.15,100,8.33,rain,0,0,35.6,18.7,307.2,1028,57.8,34.4,214,18.6,10,10,2022-07-08T05:18:20,2022-07-08T21:23:25,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-09,22.9,13.9,18.4,22.9,13.9,18.4,11.4,64.9,0.07,100,12.5,rain,0,0,29.9,21.2,314.3,1025.2,85.5,26.1,194.6,16.7,10,10,2022-07-09T05:19:14,2022-07-09T21:22:48,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-10,19.3,12.8,15.9,19.3,12.8,15.9,7.8,61,0.078,100,4.17,rain,0,0,40.7,22,308.7,1022.9,71.3,27.1,150.6,12.9,8,10,2022-07-10T05:20:10,2022-07-10T21:22:08,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-11,19.5,12.8,16,19.5,12.8,16,11.4,75.1,2.096,100,45.83,rain,0,0,23.8,14.5,322.9,1022.8,86.3,22.2,113.9,9.6,4,10,2022-07-11T05:21:07,2022-07-11T21:21:25,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-12,26.6,9.8,18.3,26.6,9.8,18.3,10.1,64.1,0,0,0,,0,0,23,16.2,335.6,1023.9,27.2,30.3,343.3,29.7,10,10,2022-07-12T05:22:07,2022-07-12T21:20:40,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-13,31.2,11.8,21.9,29.4,11.8,21.4,9.2,51.8,0,0,0,,0,0,28.8,11.6,203.9,1021.3,47.7,32.3,246.3,21.3,10,10,2022-07-13T05:23:08,2022-07-13T21:19:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-14,31.6,16,23.3,30.1,16,23,11.1,48.6,0.051,100,16.67,rain,0,0,51.1,32.6,297.1,1016.3,71.7,28,222.6,19.1,10,10,2022-07-14T05:24:11,2022-07-14T21:19:01,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-15,23.1,10.2,18,23.1,10.2,18,7.6,54,0,0,0,,0,0,36,20.1,333.6,1020.1,44.9,33.2,192.9,16.6,10,10,2022-07-15T05:25:15,2022-07-15T21:18:08,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-16,25.1,8.4,17.8,25.1,8.4,17.8,6.9,53.3,0,0,0,,0,0,37.4,25.3,310.6,1021.7,21,33.2,225.1,19.4,10,10,2022-07-16T05:26:21,2022-07-16T21:17:13,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-17,27.9,8.7,19,26.6,8.7,18.8,4.5,46.2,0,0,0,,0,0,20.2,14,334.4,1025.4,15.8,31.9,309.7,26.8,9,10,2022-07-17T05:27:28,2022-07-17T21:16:15,0.6,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-18,31,10,21.7,29,10,21,6.1,42.2,0,0,0,,0,0,9,9.6,18.4,1023.4,17.2,25.5,294.3,25.5,9,10,2022-07-18T05:28:37,2022-07-18T21:15:14,0.65,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-19,34.9,13.6,25.3,32.7,13.6,24.3,8.9,42.5,0,0,0,,0,0,27.4,16.9,127,1019.1,1.1,30.9,310.8,26.8,9,10,2022-07-19T05:29:47,2022-07-19T21:14:11,0.7,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-20,37.8,15.9,27.6,35.8,15.9,26.7,11.3,42.9,0,0,0,rain,0,0,39.2,38.3,157.5,1015.5,29.7,35.1,300.4,25.9,9,10,2022-07-20T05:30:58,2022-07-20T21:13:06,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-21,28.5,19,23.4,27.7,19,23.3,14.3,60.1,1.074,100,29.17,rain,0,0,34.2,21.6,255.9,1019.2,59.9,34.7,152.5,13.3,10,10,2022-07-21T05:32:11,2022-07-21T21:11:59,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-22,31.7,13.6,23.1,30.3,13.6,22.8,12.5,55.8,0,0,0,,0,0,13.3,10.9,351.9,1017.7,13.4,38.2,306.3,26.7,9,10,2022-07-22T05:33:24,2022-07-22T21:10:49,0.85,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-23,27.9,18,22.5,27.7,18,22.5,14.4,61.7,1.277,100,25,rain,0,0,42.1,21.3,235.7,1016.5,71.4,33.9,138.5,11.9,5,10,2022-07-23T05:34:39,2022-07-23T21:09:37,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-24,32.2,14.4,23.4,30.9,14.4,23,12.9,57.1,0,0,0,,0,0,15.8,11.2,5.5,1018.1,15.5,37.1,243.3,20.9,10,10,2022-07-24T05:35:55,2022-07-24T21:08:23,0.93,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-25,36.6,16,26.8,34.9,16,26.3,13.1,47.9,0.003,100,4.17,rain,0,0,46.8,23.8,207.5,1011,29.7,36.3,289.8,25.2,9,10,2022-07-25T05:37:12,2022-07-25T21:07:07,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-26,27,18.9,23.1,26.4,18.9,23.1,11.4,49.3,0,0,0,,0,0,42.1,24.1,278.5,1013.8,68.9,32.3,249,21.3,10,10,2022-07-26T05:38:30,2022-07-26T21:05:48,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-27,24,13.2,19.3,24,13.2,19.3,10.5,59,0,0,0,rain,0,0,32.8,20.6,353.3,1016,34.7,31,207.1,17.9,9,10,2022-07-27T05:39:48,2022-07-27T21:04:28,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-28,28.4,13.9,21.1,27.2,13.9,20.9,8.1,46.1,0,0,0,,0,0,28.1,23.4,67,1015.7,78.5,30.4,275.3,23.6,10,10,2022-07-28T05:41:08,2022-07-28T21:03:06,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-07-29,28.5,16.8,21.4,27.9,16.8,21.4,11.8,57.6,9.196,100,29.17,rain,0,0,43.2,19.5,96.4,1014.5,86.7,29.8,214.3,18.7,10,10,2022-07-29T05:42:28,2022-07-29T21:01:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
