name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Erlangen, Bayern, Deutschland",2022-03-08,8.6,-6.6,0.7,6.5,-6.9,-1,-6.6,63,0,0,0,,0,0,31.3,23.9,103.6,1025.2,3.6,41.3,170.8,14.7,6,10,2022-03-08T06:44:40,2022-03-08T18:09:47,0.16,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-09,12.5,-5.3,2.5,12.5,-7.4,1.7,-6.1,58.9,0,0,0,,0,0,16.2,11.9,121.9,1026,6,45.2,174.2,15,6,10,2022-03-09T06:42:34,2022-03-09T18:11:23,0.21,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-10,13.2,-4.3,4.3,13.2,-4.6,3.4,-4.5,57.8,0,0,0,,0,0,29.2,20.7,96.1,1027,0,37,177.7,15.3,6,10,2022-03-10T06:40:28,2022-03-10T18:12:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-11,10.4,-2.1,4,10.4,-5.3,0.8,-9,40.9,0,0,0,,0,0,42.1,30.9,100.8,1022.9,0.5,42.8,178.9,15.5,7,10,2022-03-11T06:38:21,2022-03-11T18:14:34,0.3,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-12,11,-3.1,3.4,11,-5.3,1.2,-10.5,37.2,0,0,0,,0,0,28.8,16.2,93.5,1022.3,28.2,48.1,176.3,15.3,6,10,2022-03-12T06:36:14,2022-03-12T18:16:10,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-13,13.6,-3.9,4.3,13.6,-8.3,2.2,-8.4,43,0,0,0,,0,0,29.2,15.8,101.5,1019,2.9,44.2,168.6,14.5,7,10,2022-03-13T06:34:06,2022-03-13T18:17:45,0.39,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-14,10.9,-2,3.6,10.9,-3.3,2,-0.9,73.5,1.385,100,25,"rain,snow",0,0,33.5,20.6,217.3,1027.2,55.6,37.7,68.6,6.1,4,10,2022-03-14T06:31:58,2022-03-14T18:19:20,0.43,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-15,10.5,-0.1,4.7,10.5,-1.7,3.8,2.5,86.9,7.66,100,25,rain,0,0,23.8,21.6,200.2,1026.6,99.9,20.5,50.8,4.4,2,10,2022-03-15T06:29:50,2022-03-15T18:20:55,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-16,12.7,1.4,7.2,12.7,1.1,6.1,3.5,79.6,0,0,0,,0,0,30.6,19.9,99.4,1026.3,62.9,17.7,140,12.2,5,10,2022-03-16T06:27:42,2022-03-16T18:22:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-17,10.6,3.5,7.6,10.6,1.3,6.2,2.3,70.2,0,0,0,,0,0,23,14,71.5,1028.1,81,19.9,60.5,5.3,2,10,2022-03-17T06:25:33,2022-03-17T18:24:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-18,10.3,5,7.5,10.3,3.1,5.2,3.2,74.4,0,0,0,,0,0,36,22,15.8,1038.7,59.8,18.7,122.3,10.6,5,10,2022-03-18T06:23:25,2022-03-18T18:25:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-19,9.1,0,4.6,6.1,-1.3,2.4,-0.8,70.7,0.629,100,16.67,rain,0,0,41.8,22.1,30.7,1038.3,31.9,21.7,111.5,9.6,5,10,2022-03-19T06:21:16,2022-03-19T18:27:12,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-20,13.2,2.6,7.6,13.2,-0.4,5.4,-2.9,48.7,0,0,0,,0,0,40.3,27.8,99.1,1032,6.8,27.1,168.5,14.6,6,10,2022-03-20T06:19:07,2022-03-20T18:28:46,0.53,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-21,13.5,-2.2,5.6,13.5,-5,4.1,-4.5,52.3,0,0,0,,0,0,22.3,17.5,103.3,1034,1.9,40.3,175.3,15.1,7,10,2022-03-21T06:16:58,2022-03-21T18:30:20,0.56,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-22,16.5,-2.5,6.3,16.5,-4.4,6,-4.9,52.1,0,0,0,,0,0,20.9,13.6,92.8,1032.9,0,43.3,190.3,16.3,7,10,2022-03-22T06:14:48,2022-03-22T18:31:53,0.61,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-23,18.2,-2,7.3,18.2,-2.3,7.1,-3.2,54,0,0,0,,0,0,12.6,9.3,287.6,1030.8,0,39.6,191.6,16.5,7,10,2022-03-23T06:12:39,2022-03-23T18:33:27,0.66,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-24,19,-1.2,8,19,-4.4,7.6,-2,56.2,0,0,0,,0,0,16.2,13.8,331.2,1028.5,0,35.4,192.1,16.5,7,10,2022-03-24T06:10:30,2022-03-24T18:35:00,0.71,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-25,17.2,-0.5,8.7,17.2,-2.2,8.6,-1.6,53.8,0,0,0,,0,0,29.2,16.6,17.7,1028.1,0,25.7,186,15.9,7,10,2022-03-25T06:08:21,2022-03-25T18:36:34,0.77,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-26,17.4,-0.3,8.7,17.4,-0.5,8.5,-0.5,57.1,0,0,0,,0,0,24.1,14.1,9,1029.8,0.5,27.1,194.1,16.6,7,10,2022-03-26T06:06:12,2022-03-26T18:38:07,0.83,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-27,18.9,1,10.2,18.9,1,10.1,3.4,66.3,0,0,0,,0,0,15.8,13.7,25.5,1029.3,6.5,34.2,182.4,14.9,7,10,2022-03-27T07:04:03,2022-03-27T19:39:40,0.88,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-28,20.4,3.1,11.4,20.4,1,11.2,2.4,61.3,0,0,0,,0,0,31.3,19.7,246.4,1022.7,4.5,30.5,197.2,16.9,7,10,2022-03-28T07:01:54,2022-03-28T19:41:13,0.92,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-29,15.9,3.3,9.9,15.9,1.4,9,2.4,61.7,0,0,0,rain,0,0,20.9,14.7,10.6,1011.2,93.3,31.2,161,13.8,7,10,2022-03-29T06:59:45,2022-03-29T19:42:46,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-30,10.9,4.5,7.8,10.9,1.4,6.5,5.4,85.1,5.018,100,75,rain,0,0,24.5,17.7,352.3,1002.6,99,16.2,37.7,3.2,2,10,2022-03-30T06:57:36,2022-03-30T19:44:19,0.99,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-03-31,7,3.8,5.3,5.2,1.4,3.4,3.2,86.3,0.162,100,12.5,rain,1.1,0.4,31,13.8,33.8,997.9,99.5,18.1,43.8,3.8,2,10,2022-03-31T06:55:28,2022-03-31T19:45:51,1,"Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-01,5.2,-0.3,2,3.2,-5.4,-1.4,0.5,89.9,11.643,100,79.17,"rain,snow",3.3,1.6,37.8,19.9,358.2,999.9,100,10.7,34.3,3,1,10,2022-04-01T06:53:20,2022-04-01T19:47:24,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-02,2.2,-1.2,0.4,-0.5,-6.3,-3.3,-3,78.9,1.316,100,66.67,snow,1.9,4,44.6,18.1,357.9,1010.7,99.9,11.8,39,3.5,2,10,2022-04-02T06:51:12,2022-04-02T19:48:57,0.01,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-03,3.7,-1.7,0.9,1.2,-5.6,-2.1,-6.1,61.5,0.004,100,8.33,"rain,snow",0,2.4,24.8,16.6,330,1020.5,79.4,40.1,184.2,15.9,7,10,2022-04-03T06:49:04,2022-04-03T19:50:29,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-04,6.3,-4,1.8,2.2,-8.7,-2.2,-4.8,64.5,0,0,0,"rain,snow",4.8,2.5,49,30,215.4,1017.3,66.2,41.1,175.2,15.2,8,10,2022-04-04T06:46:57,2022-04-04T19:52:02,0.05,Partially cloudy,Partly cloudy throughout the day.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-05,8.3,4,6.1,5.8,-0.8,2.3,2.7,79.2,1.084,100,62.5,rain,2.6,2.1,60.1,26.1,241,1009.6,98.6,29.5,21.4,1.8,1,10,2022-04-05T06:44:50,2022-04-05T19:53:35,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-06,14,8.1,10.4,14,5.5,9.2,5.6,73.7,0.181,100,16.67,rain,0,0.2,48.2,26.9,230.7,1006.2,85.1,36.7,75.9,6.4,3,10,2022-04-06T06:42:44,2022-04-06T19:55:07,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-07,14.3,7.7,10.5,14.3,5,9.3,5.8,73.1,5.012,100,58.33,rain,0,0,74.9,43.3,220,996.1,83.4,39.7,74.3,6.4,4,10,2022-04-07T06:40:38,2022-04-07T19:56:40,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-08,8.9,1.4,5.7,5.2,-1.9,3.1,0.6,71.9,15.631,100,50,rain,1.5,0.5,56.9,32.2,255.8,999.4,99.1,31.9,65.1,5.5,3,10,2022-04-08T06:38:32,2022-04-08T19:58:12,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-09,7.9,0.6,3.2,4.4,-4,-1,0.4,83.2,9.988,100,41.67,"rain,snow",0.9,1.7,51.8,31.2,280.3,1009.1,69.2,26.4,114,9.9,4,10,2022-04-09T06:36:27,2022-04-09T19:59:45,0.26,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-10,8.1,-0.8,3.7,5.3,-3.7,0.9,-0.9,74.6,0.438,100,16.67,"rain,snow",2.4,1.3,44.6,23.8,271.8,1020.5,51.7,36.2,119.3,10.3,4,10,2022-04-10T06:34:22,2022-04-10T20:01:17,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-11,13.3,-2.2,5.5,13.3,-5.7,3.8,-1.2,66.9,0,0,0,,2.4,1.7,26.3,16.6,113,1020.4,44.7,38.7,229.1,19.7,8,10,2022-04-11T06:32:18,2022-04-11T20:02:50,0.35,Partially cloudy,Partly cloudy throughout the day.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-12,19.2,0.1,9.8,19.2,-3.3,9,0.3,57.1,0,0,0,,0,0.2,29.2,17.7,112.6,1015.8,51.4,48.2,228.5,19.7,8,10,2022-04-12T06:30:15,2022-04-12T20:04:22,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-13,21.7,3.9,12.7,21.7,1.6,12.1,4,59.5,0,0,0,,0,0,18.4,12.7,90.4,1016.1,87.4,45.4,198.9,16.9,7,10,2022-04-13T06:28:12,2022-04-13T20:05:55,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-14,21.3,5.5,13.3,21.3,4.6,13.2,7.3,70.7,1.85,100,12.5,rain,0,0,33.5,22.3,320.9,1018.5,66.7,37.6,201.1,17.4,7,10,2022-04-14T06:26:10,2022-04-14T20:07:27,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-15,17.5,8,12.6,17.5,8,12.5,7.9,76.2,0.084,100,8.33,rain,0,0,39.2,25.8,327.1,1023.6,51,26.2,185.9,15.9,6,10,2022-04-15T06:24:08,2022-04-15T20:09:00,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-16,11.8,5.3,8.6,11.8,2.5,7.2,0.5,59,0,0,0,,0,0,37.1,20.8,21.3,1030,40.7,39.9,209.5,18.1,8,10,2022-04-16T06:22:07,2022-04-16T20:10:32,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-17,13.9,0.2,7.4,13.9,-0.2,6.8,-2.5,53.4,0,0,0,,0,0,24.8,14.4,54.4,1028.6,22.5,46.7,229.9,19.9,8,10,2022-04-17T06:20:07,2022-04-17T20:12:04,0.51,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-18,15.5,0.3,8.9,15.5,0.3,8.6,-1.3,52.1,0,0,0,,0,0,24.8,14.1,42.1,1019.6,30.3,44.5,259,22.3,8,10,2022-04-18T06:18:08,2022-04-18T20:13:37,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-19,15.2,1.2,8.7,15.2,1.2,8.4,-0.4,56.8,0,0,0,,0,0,41.4,24,3.6,1013.9,39.9,47.3,227,19.6,9,10,2022-04-19T06:16:10,2022-04-19T20:15:09,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-20,14.6,0.3,7.9,14.6,0.3,7.3,-1.2,56.3,0,0,0,,0,0,34.2,18.9,31.9,1015.3,27.2,49.1,249.7,21.5,8,10,2022-04-20T06:14:12,2022-04-20T20:16:41,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-21,13.5,4.6,9.3,13.5,4.6,8.9,3.4,67.7,0,0,0,rain,0,0,31,16.4,44.2,1011.1,66.7,40.9,146.9,12.6,7,10,2022-04-21T06:12:16,2022-04-21T20:18:13,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-22,17,6,10.9,17,4.7,10.2,3.8,63.2,0,0,0,,0,0,42.5,22.7,53.1,1004.5,31.3,35.6,214.8,18.8,8,10,2022-04-22T06:10:20,2022-04-22T20:19:45,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-23,14.8,6.9,11,14.8,4.9,10.5,5.3,68.4,0,0,0,,0,0,39.6,24.3,83.2,1004.7,83.6,30.2,117.3,10.1,4,10,2022-04-23T06:08:25,2022-04-23T20:21:17,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-24,11.4,7.6,9.3,11.4,5.9,8,6.7,84.4,13.041,100,66.67,rain,0,0,33.8,19.7,137.3,1000.5,81.3,23.7,50.5,4.4,3,10,2022-04-24T06:06:32,2022-04-24T20:22:49,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-25,12.9,6.8,9.4,12.9,4.6,8.5,6.2,81.6,0.303,100,25,rain,0,0,21.6,12.8,347.5,1009.5,84.3,25.6,92.1,7.9,3,10,2022-04-25T06:04:39,2022-04-25T20:24:21,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-26,10.4,7.8,8.9,10.4,5.6,7.6,6.9,87.6,12.036,100,70.83,rain,0,0,22.3,16.8,86.7,1014.8,97.9,21.9,56.7,4.8,3,10,2022-04-26T06:02:48,2022-04-26T20:25:52,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-27,15.2,6.7,10.4,15.2,5.8,10.2,5.6,75,4.34,100,33.33,rain,0,0,17.6,10.1,26.2,1022.8,68.8,23.5,132.7,11.3,5,10,2022-04-27T06:00:57,2022-04-27T20:27:24,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-28,18.6,2,10.7,18.6,2,10.6,3.2,65.8,0,0,0,,0,0,20.5,13.9,4.3,1027.7,19.2,36.8,234.4,20.3,10,10,2022-04-28T05:59:08,2022-04-28T20:28:55,0.98,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-29,19.2,3.1,12,19.2,3.1,11.8,3.9,62.3,0,0,0,,0,0,21.6,11.7,91.6,1026.3,59.6,45.6,268.1,23.2,9,10,2022-04-29T05:57:20,2022-04-29T20:30:26,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-04-30,17.1,7.7,11.7,17.1,7.3,11.6,6.1,70.2,0.713,100,20.83,rain,0,0,24.8,22.1,287.5,1021.6,98.1,39.5,153.3,13.3,7,10,2022-04-30T05:55:33,2022-04-30T20:31:56,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-01,14.9,7,11.3,14.9,6.1,11,7.3,77.7,0.022,100,8.33,rain,0,0,21.2,9.4,316.6,1020.7,60,25.8,83.6,7.2,3,10,2022-05-01T05:53:48,2022-05-01T20:33:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-02,19.4,7.5,13.5,19.4,7.5,13.5,7.2,68.3,0.297,100,20.83,rain,0,0,23.4,14.5,69.9,1016.9,37.4,37.8,224.9,19.4,8,10,2022-05-02T05:52:04,2022-05-02T20:34:57,0.01,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-03,19.7,7.6,13.5,19.7,7.6,13.4,8.6,74.7,0.324,100,12.5,rain,0,0,27,16.6,46.2,1015.2,52.2,42.1,185.5,15.9,10,10,2022-05-03T05:50:21,2022-05-03T20:36:27,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-04,19.5,7.8,12.7,19.5,6.5,12.6,9.1,80.2,8.621,100,20.83,rain,0,0,21.2,25.7,76.5,1016.3,58.8,31.7,135.5,11.5,9,10,2022-05-04T05:48:39,2022-05-04T20:37:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-05,19.2,9,13.8,19.2,8.7,13.7,9.6,78.7,1.025,100,29.17,rain,0,0,29.2,15.2,17.1,1019.3,93.4,24.1,163.3,14,7,10,2022-05-05T05:47:00,2022-05-05T20:39:26,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-06,18.1,10.7,14.4,18.1,10.7,14.4,6.1,58.6,0.006,100,8.33,rain,0,0,27.7,15.2,14.6,1022.7,98.3,41.3,148.6,12.8,5,10,2022-05-06T05:45:21,2022-05-06T20:40:54,0.13,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-07,20.7,6.1,14.4,20.7,5.6,14.4,6.4,62.7,0,0,0,,0,0,24.8,14,21.7,1022.2,25.2,42.5,254.3,21.9,10,10,2022-05-07T05:43:44,2022-05-07T20:42:23,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-08,21.1,6.7,14.9,21.1,6.7,14.9,7.9,65.9,0.104,100,16.67,rain,0,0,34.6,19.6,46.1,1023,24.3,37.3,254.3,22.1,9,10,2022-05-08T05:42:09,2022-05-08T20:43:51,0.22,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-09,22.9,9,17,22.9,9,17,9,62.1,0.01,100,4.17,rain,0,0,23,14.2,59.9,1024.4,23.8,38.4,227,19.7,10,10,2022-05-09T05:40:35,2022-05-09T20:45:18,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-10,24.3,8.8,17.5,24.3,7.7,17.4,9.6,64,0,0,0,,0,0,23.4,14.6,166.8,1020.6,52.9,35.8,258.8,22.3,9,10,2022-05-10T05:39:04,2022-05-10T20:46:45,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-11,27.7,11.9,20.4,27.1,11.9,20.3,11.4,60.7,0,0,0,,0,0,34.9,22.7,186.4,1014.7,32.3,41.7,182.5,15.9,8,30,2022-05-11T05:37:33,2022-05-11T20:48:11,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-12,22.7,14.6,19.1,22.7,14.6,19.1,10.5,58.6,0.014,100,4.17,rain,0,0,37.8,30.2,256.1,1016.5,75.3,43.3,184.4,16.1,9,10,2022-05-12T05:36:05,2022-05-12T20:49:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-13,20.9,11.6,17.4,20.9,11.6,17.4,8.7,59.3,0,0,0,rain,0,0,42.1,29.8,271.8,1019.1,62.7,44.6,254.7,22.3,10,10,2022-05-13T05:34:38,2022-05-13T20:51:01,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-14,23.2,6.3,15.4,23.2,3.9,14.9,6.6,61.2,0,0,0,,0,0,25.2,15.4,315.9,1020.9,1.4,46.3,274.3,23.8,9,10,2022-05-14T05:33:13,2022-05-14T20:52:25,0.48,Clear,Clear conditions throughout the day.,clear-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-15,25.3,7.7,17.1,25.3,7.7,17.1,7.9,60.3,0,0,0,,0,0,21.2,11.2,83.2,1018.9,34.3,46.7,271.3,23.5,8,10,2022-05-15T05:31:51,2022-05-15T20:53:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-16,24.1,9.9,17.2,24.1,8.7,17.1,11.7,72,3.433,100,16.67,rain,0,0,41,20.2,202.1,1017.6,91.7,40.4,170.4,14.7,7,30,2022-05-16T05:30:30,2022-05-16T20:55:10,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-17,23.6,14.6,18.6,23.6,14.6,18.6,12,68.3,0.127,100,20.83,rain,0,0,32.4,18.7,295.4,1020.6,82.4,33.3,282.5,24.3,8,10,2022-05-17T05:29:11,2022-05-17T20:56:31,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-05-18,26,13.8,19.6,26,13.8,19.6,11.4,62.4,0,0,0,,0,0,26.6,14.9,105.4,1022.8,39.8,37.1,270.9,23.5,9,10,2022-05-18T05:27:54,2022-05-18T20:57:52,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00282,01279,03667,03975,03668,E4327,01721"
