day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
66,1.0255776221136571e-06,2.4099465284280482e-88,8.841418422639926e-11,2.5194853486889436e-34,0.9999989743339637,0.0,6.339390450967156e-281,3.999995897512683,4
67,9.142841487519178e-07,1.2433230211725613e-79,1.3775764991009573e-23,3.4059627613634556e-22,2.3320743855609132e-07,0.9999988525084127,4.0980442701618004e-221,4.999995195371818,5
68,0.01508855117715017,1.952224994468276e-53,1.4384087745567742e-23,7.326082878843822e-10,0.9849114480902416,0.0,1.2090518762099471e-166,3.9396457945587913,4
69,3.082052671427802e-06,1.4690005156560388e-53,8.286264050563269e-18,9.818115385563703e-15,3.460105062413283e-08,0.9999968833462681,5.27471942874862e-164,4.999984555135573,5
70,3.73640836494519e-09,5.491780547187233e-59,1.6306835235396272e-10,2.1600275605316585e-25,9.914996504932245e-09,0.9999999861855268,4.002773249714761e-238,4.999999970913756,5
71,8.534099471465888e-07,3.217909489827356e-62,5.249118445195706e-17,1.4567188672184397e-20,3.1322662365743684e-07,0.9999988333634291,8.786611644708446e-203,4.999995419723641,5
72,2.6404246061429773e-07,1.0331842996374128e-40,5.530314670033911e-07,1.3608748839488564e-24,1.346669149756266e-16,0.9999991829260721,2.33363919112189e-123,4.9999970206932955,5
73,1.005750090931203e-06,3.180630474186708e-33,2.155899524926671e-10,4.6824824331832006e-11,1.0498530611431629e-10,0.9999989938825089,9.994202108189281e-149,4.999994970404139,5
74,1.7452939226977354e-07,6.006478192711901e-51,8.084326606561073e-08,1.708930219702098e-12,6.913811553408975e-91,0.9999997430431276,1.582505190717422e-09,4.999998886402328,5
75,3.235826885787093e-06,6.079853516884324e-28,4.041500034428e-09,4.462175285004752e-09,6.415118326271026e-13,0.9999967556687973,9.96811853908736e-142,4.9999837998160785,5
76,1.2215549513506714e-14,7.360531186171089e-40,7.389288795707949e-06,6.013944780799297e-29,3.06392995945136e-13,0.9999926107108856,2.0172643440548113e-263,4.999977832133244,5
77,9.112414688078934e-12,4.3126669904990913e-44,1.6009883448161587e-08,9.474070544585045e-31,2.145919030438193e-09,0.9999999818350851,5.1123694629067815e-260,4.999999949778869,5
78,6.115801036464293e-11,5.034516519231925e-45,8.897188038073933e-09,1.3143975459655674e-31,4.778050834719076e-07,0.9999995132365704,5.161363204394455e-249,4.999999495197562,5
79,7.205626448277349e-12,1.607389471587659e-58,9.058778289121072e-10,3.508907624882806e-46,1.63974384580166e-06,0.9999983593430707,1.0152098304845234e-303,4.999998357502492,5
80,4.7651046808541316e-09,5.684079815979139e-75,5.290203403668045e-16,5.1495968520188105e-48,3.329046355213867e-06,0.9999966661885397,1.8858004636306383e-291,4.99999664712812,5
81,1.3279273329431134e-07,1.8409521314187667e-61,1.34368727574606e-22,2.1877468789715404e-45,6.375630392161882e-05,0.999936110903345,3.102880287087296e-262,4.999935579732411,5
82,3.9982564275576485e-07,2.4436652972781234e-52,8.077257177482261e-22,2.565015617014767e-32,5.010711641322569e-06,0.9999945894627159,1.3718091631870349e-221,4.999992990160145,5
83,7.636528884816274e-07,7.212746503867865e-49,4.666115201591145e-20,1.8147957499295515e-25,5.989255925810666e-07,0.999998637421519,2.812655914536113e-205,4.999995582809966,5
84,5.946027763870274e-07,7.501409271677654e-44,2.8219585624751184e-21,6.040729131560789e-29,3.3613540684400865e-06,0.9999960440431552,1.206060446771975e-192,4.99999366563205,5
85,1.2255882646461992e-07,1.2628292985198731e-37,1.0968858491091304e-10,7.369241615670235e-34,6.530328903784631e-08,0.999999812028196,5.805224380040789e-223,4.9999993215735135,5
86,6.639848415632068e-08,5.280313794270488e-43,1.2500237074725588e-17,1.2501974864203984e-38,2.2617232085386666e-06,0.9999976718783073,9.006688822524033e-230,4.999997406284371,5
87,7.258622575245249e-07,5.532123225258646e-35,1.6993031187369708e-11,1.550532654386365e-16,1.864475030799568e-09,0.9999992722562743,9.376079723552674e-172,4.999996368773258,5
88,0.0008244664506419194,0.0,0.0,2.162535019048387e-07,1.7107640946796247e-217,0.0,0.9991753172958562,5.995052552535642,6
89,0.0,0.0,0.0,1.0,0.0,0.0,2.0889292718874625e-45,3.0,3
90,0.9992498535679366,2.1191269986143243e-60,0.0006710942137176497,4.320335329701697e-10,1.4735962799770396e-106,0.0,7.905178631223e-05,0.0018165004414092782,0
91,4.430856873002414e-17,0.0,0.0,0.9999999996913783,0.0,0.0,3.086216353291404e-10,3.0000000009258647,3
92,0.999944464859578,1.6837147163501106e-53,6.834102294507667e-06,4.870103812745607e-05,3.369997352618049e-22,0.0,2.5963132753757147e-50,0.00015977131897138355,0
93,0.9997230235988038,1.5041110355588463e-38,4.462947414687561e-05,0.00023234692704929651,1.532425491335399e-38,0.0,4.464503720868022e-39,0.0007862997294416407,0
94,1.5631775388796407e-05,2.9044309034586643e-38,9.977176071836787e-20,1.3500912222310058e-11,3.968704527402507e-07,0.9999839713406575,3.2280528233511035e-173,4.999921444225602,5
95,0.9999987176852976,1.2811673116715803e-56,6.797828396673406e-29,1.2822920377719691e-06,2.2664651414324586e-11,0.0,3.9238069053915405e-64,3.846966771921565e-06,0
96,0.017969285139029168,0.0,0.0,3.183350605206977e-06,2.0098920725519378e-184,0.0,0.9820275315103657,5.89217473911401,6
97,8.731516360554503e-08,1.1986261445317447e-29,5.534855379919529e-07,1.46082793868639e-14,2.0774380110338297e-72,0.9999993591992836,7.65320967455681e-17,4.999997902967539,5
98,0.9999990439456181,5.7777055656361795e-55,2.205927627768867e-31,9.560543819395324e-07,5.271956880107038e-45,0.0,1.1746870579161077e-32,2.868163145818597e-06,0
99,1.0,4.521496629554204e-240,1.0812989045313504e-144,4.408256140443421e-23,3.510472152662569e-26,0.0,4.369473067720187e-168,1.3238810309940913e-22,0
100,1.8644968198745176e-05,2.9592401834953044e-45,2.3500971212872685e-22,4.4344793984572186e-20,0.00010579109099335035,0.9998755639408079,9.574236500225694e-202,4.999800984068013,5
