day,cluster0,cluster1,cluster2,cluster3,weighted_mean,max
0,3.243930815262244e-05,0.0,4.9685655084078874e-09,0.9999675557232819,2.999902677106977,3
1,3.925683765206786e-08,0.9885549074829989,1.977202983656713e-06,0.0114430760571798,1.0228880900605057,1
2,0.0010426332901984,0.0,0.3562981603589136,0.6426592063508881,2.6405739397704915,3
3,0.0005935422748864159,0.0,0.11553363795862522,0.8838728197664883,2.8826857352167155,3
4,0.0002894319346537846,0.0,5.850098159404688e-29,0.9997105680653462,2.9991317041960386,3
5,1.0,0.0,4.611200105897514e-84,6.27607928032942e-23,1.882823784098826e-22,0
6,1.0,0.0,2.0978451402058305e-298,8.101535375224527e-20,2.430460612567358e-19,0
7,0.9999973350940413,0.0,2.068602992227762e-267,2.6649059587529775e-06,7.994717876258933e-06,0
8,0.9997377659862303,0.0,5.5538300232288675e-31,0.0002622340137697821,0.0007867020413093464,0
9,1.0,0.0,1.1584635350666217e-246,9.211727268589186e-33,2.763518180576756e-32,0
10,1.0,0.0,0.0,1.7456053141230078e-70,5.236815942369023e-70,0
11,4.393316455512931e-06,0.9999956066835445,0.0,3.2990517726390305e-160,0.9999956066835445,1
12,1.0,0.0,0.0,4.1276793940781645e-86,1.2383038182234493e-85,0
13,1.0,0.0,3.99692225536182e-195,4.537547853578794e-24,1.3612643560736383e-23,0
14,4.005831023573316e-06,0.9999633619205315,3.3702210091868447e-128,3.2632248444958036e-05,1.0000612586658664,1
15,2.1637550272218146e-06,0.9863544879891143,5.092662702731686e-40,0.013643348255858492,1.0272845327566897,1
16,4.981696021020265e-07,0.9999241015933348,9.125303110776141e-76,7.540023706299397e-05,1.0001503023045237,1
17,0.0405424830379953,0.0,9.329099163661317e-83,0.9594575169620048,2.8783725508860143,3
18,8.326520515262467e-06,0.9997568837170436,5.5905481644230125e-90,0.00023478976244119,1.0004612530043673,1
19,0.0503624858841795,0.0,8.994709565159783e-10,0.9496375132163496,2.8489125414479908,3
20,7.519125677430239e-06,0.999991950115831,1.5657911149954191e-68,5.307584915635081e-07,0.9999935423913057,1
21,3.115173527540682e-06,0.9999968848264718,7.363207954388282e-214,7.565817888309565e-16,0.999996884826474,1
22,9.108412554142833e-09,0.9999999908915874,2.5089229079916886e-237,2.1419072465485044e-30,0.9999999908915874,1
23,1.1313778444791895e-08,0.9999999886862215,8.852197685397974e-206,5.70297972711038e-28,0.9999999886862215,1
24,6.988142444533564e-08,0.9999999301185756,5.829525891878873e-247,7.944117629436278e-44,0.9999999301185756,1
25,5.379647714433732e-10,0.9999999994620352,3.0322741172320416e-36,4.2217095392837165e-64,0.9999999994620352,1
26,7.577774978520464e-10,0.9999999992422225,9.220227309453516e-46,4.88130175194233e-50,0.9999999992422225,1
27,5.182342099779738e-07,0.99999948176579,6.450205466541114e-66,4.183962847438833e-55,0.99999948176579,1
28,7.561453464002698e-07,0.9999992438546536,1.771661418219036e-225,4.896118704311071e-74,0.9999992438546536,1
29,1.6259154203154904e-09,0.9999999983740846,1.1356626837738384e-40,2.2702777718522815e-61,0.9999999983740846,1
30,1.0715656728485184e-10,0.9999999998928435,4.7004166672793067e-54,1.0568217780125486e-44,0.9999999998928435,1
31,1.2073358998838535e-05,0.9999879266410011,0.0,5.281504979608406e-179,0.9999879266410011,1
32,3.73333165700418e-07,0.9999996266668343,6.041851310624261e-183,5.778302448068131e-47,0.9999996266668343,1
33,2.333528116660379e-07,0.9999997666409375,3.55637754639482e-65,6.250772120507493e-12,0.9999997666596898,1
34,0.001060132014675858,0.0,1.5759798416530008e-10,0.9989398678277263,2.9968196037983748,3
35,0.00046063499474139057,0.0,2.838026664358993e-19,0.9995393650052585,2.9986180950157757,3
36,5.34774270530609e-06,0.9993006907640533,2.882755946482826e-72,0.0006939614932413254,1.0013825752437773,1
37,1.0,0.0,2.7931221833560233e-53,8.242820792705998e-23,2.4728462378117993e-22,0
38,0.0001300566173350593,0.999869943382665,1.9798111683289985e-163,6.866775205098641e-37,0.999869943382665,1
39,2.9699307291501355e-05,0.9999700313463189,3.400988075115415e-76,2.693463897175047e-07,0.999970839385488,1
40,7.855370022888315e-06,0.9999614588306972,9.442480127850906e-36,3.068579927990171e-05,1.0000535162285369,1
41,6.867182456652988e-06,0.999738773049423,3.5417705609008794e-43,0.00025435976812033747,1.000501852353784,1
42,1.0912434142651496e-05,0.9999890875658574,3.096321566321493e-188,2.899903095091126e-35,0.9999890875658574,1
43,5.2761143968587105e-05,0.9999472388560314,8.33155545486061e-65,6.16983777609345e-24,0.9999472388560314,1
44,0.05061742905200877,0.0,0.05606381050803077,0.8933187604399605,2.7920839023359427,3
45,0.0013262722668375831,0.0,0.9986737277331624,1.7750014302868332e-18,1.9973474554663249,2
46,0.005660175351027525,0.0,5.055742925811208e-46,0.9943398246489725,2.983019473946918,3
47,0.0006263071724361524,0.0,2.6127071775461383e-19,0.9993736928275638,2.9981210784826917,3
48,3.167404018708144e-06,0.9824039958489486,2.2509958345095438e-46,0.01759283674703266,1.0351825060900466,1
49,4.794388775506694e-07,0.9225236583695868,4.77307600113772e-24,0.07747586219153567,1.1549512449441939,1
50,1.9522720744557084e-06,0.9999951211171068,3.8988845326544564e-28,2.926610818974514e-06,1.0000039009495636,1
51,0.020333917951484887,0.0,9.527635664724651e-32,0.9796660820485152,2.9389982461455455,3
52,0.0001238829078787966,0.9998761170921211,2.165310361114873e-123,4.6062121276469246e-38,0.9998761170921211,1
53,0.9999999999999961,0.0,7.301811613433537e-102,3.782216726199622e-15,1.1346650178598867e-14,0
54,6.233016478870591e-05,0.9999376493840603,1.3650672652562534e-72,2.0451150959675363e-08,0.9999377107375131,1
55,0.0019000723456406745,0.0,4.3236156531518974e-12,0.9980999276500356,2.994299782958754,3
56,1.0,0.0,3.9309416691980933e-177,1.0390134673198908e-76,3.117040401959672e-76,0
57,1.0,0.0,0.0,1.2331384902113775e-55,3.699415470634133e-55,0
58,7.199125060353433e-05,0.9999280087493964,2.1192295752337372e-280,3.2526218687818674e-49,0.9999280087493964,1
59,6.067526941261701e-05,0.9999393247305873,1.1710050644754e-311,9.818479051397137e-73,0.9999393247305873,1
60,8.095441581188786e-05,0.9999190455841881,1.023961304405928e-151,1.8657238342317976e-28,0.9999190455841881,1
61,1.8234050006895463e-05,0.9999817659480261,3.788469266788452e-86,1.9670995268905214e-12,0.9999817659539274,1
62,1.0927242387099321e-05,0.9999890727576128,3.624301462234992e-88,1.9719969291902507e-27,0.9999890727576128,1
63,4.2805092682281745e-05,0.9999571949073177,0.0,7.173781317414446e-69,0.9999571949073177,1
64,0.00013804699455916767,0.9998619530054408,5.4807754254378095e-199,1.0658404991903353e-35,0.9998619530054408,1
65,0.00025350935858089893,0.9997464906414192,1.4630689837998563e-145,3.530877572303411e-29,0.9997464906414192,1
66,1.0,0.0,0.0,1.3127251802579894e-70,3.938175540773968e-70,0
67,0.000139460156915116,0.999860539843085,7.650338795076697e-145,1.7110684300332974e-41,0.999860539843085,1
68,0.9999999999999974,0.0,1.77968349021395e-107,2.675783448990988e-15,8.027350346972965e-15,0
69,0.00011753031292193977,0.9998824696870781,2.457699285613142e-94,1.8459322293763786e-22,0.9998824696870781,1
70,0.00010562513531583776,0.9998943748646841,3.111472506359161e-253,2.4212619879830777e-48,0.9998943748646841,1
71,0.00010679435110973309,0.9998932056488903,3.343167973873277e-147,7.673427981632564e-41,0.9998932056488903,1
72,5.209414303689019e-05,0.999947905856963,6.701231524394304e-104,5.517309610922073e-47,0.999947905856963,1
73,0.00010451653483220593,0.9998954834651589,6.303185891002863e-87,8.780917534783039e-15,0.9998954834651852,1
74,3.9547781151077444e-06,0.9999768644995283,5.029290891636372e-25,1.918072235670742e-05,1.0000344066665985,1
75,0.00011138848258543018,0.9998886109978677,1.807779440139481e-75,5.195468578020914e-10,0.9998886125565083,1
76,6.919137705400218e-05,0.999930808622946,0.0,1.9558627200988474e-49,0.999930808622946,1
77,8.691496833281778e-05,0.9999130850316672,0.0,1.0607480915066673e-58,0.9999130850316672,1
78,6.731034330687497e-05,0.999932689656693,0.0,4.8516195862120493e-63,0.999932689656693,1
79,8.498392973133234e-05,0.9999150160702687,0.0,4.845038832402543e-96,0.9999150160702687,1
80,5.586101391255589e-05,0.9999441389860875,5.786889073160455e-286,2.739416105929022e-104,0.9999441389860875,1
81,3.547218209690132e-05,0.999964527817903,1.234950755812666e-210,6.24152178379617e-109,0.999964527817903,1
82,7.414648619969107e-05,0.9999258535138003,2.519792273042808e-149,1.881942631791112e-72,0.9999258535138003,1
83,0.00011345859195893125,0.999886541408041,1.8726193285282802e-128,8.621056431146758e-54,0.999886541408041,1
84,8.053690850530605e-05,0.9999194630914946,4.354814767815216e-122,1.2208137577296762e-61,0.9999194630914946,1
85,7.420066737694994e-05,0.9999257993326229,1.8070320829024106e-177,6.788000893281924e-67,0.9999257993326229,1
86,5.1370305772327405e-05,0.9999486296942277,7.507667175229682e-174,3.5904017543768067e-84,0.9999486296942277,1
87,0.00016154381808758682,0.9998384561819125,7.732710405802156e-105,4.2920754841488263e-29,0.9998384561819125,1
88,0.040805154300438976,0.0,1.0930501727519892e-23,0.959194845699561,2.877584537098683,3
89,1.0732339157111997e-12,0.0,0.9999999999989267,0.0,1.9999999999978535,2
90,0.9998987385303043,0.0,9.584463405883747e-32,0.00010126146969565369,0.00030378440908696106,0
91,1.0,0.0,2.203619422978212e-22,8.62503887760763e-28,4.407264721073056e-22,0
92,0.9241286757306268,0.0,2.9109531615397274e-32,0.07587132426937308,0.22761397280811924,0
