day,cluster,cluster0,cluster1,cluster2,cluster3,tempmax_mu,tempmin_mu,humidity_mu,precip_mu,precipcover_mu,cloudcover_mu,solarradiation_mu,sigma00,sigma01,sigma02,sigma03,sigma04,sigma05,sigma06,sigma10,sigma11,sigma12,sigma13,sigma14,sigma15,sigma16,sigma20,sigma21,sigma22,sigma23,sigma24,sigma25,sigma26,sigma30,sigma31,sigma32,sigma33,sigma34,sigma35,sigma36,sigma40,sigma41,sigma42,sigma43,sigma44,sigma45,sigma46,sigma50,sigma51,sigma52,sigma53,sigma54,sigma55,sigma56,sigma60,sigma61,sigma62,sigma63,sigma64,sigma65,sigma66
0,0,0.25,0.25,0.25,0.25,21.3,8.4,76.3,0.0,0.0,21.8,546.7,8.424999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.225
0,1,0.25,0.25,0.25,0.25,21.0,2.8,48.4,0.0,0.0,0.0,547.2,8.424999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.225
0,2,0.25,0.25,0.25,0.25,21.7,13.0,90.5,0.0,0.0,61.9,463.5,8.424999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.225
0,3,0.25,0.25,0.25,0.25,29.2,17.1,75.8,0.0,0.0,36.5,492.2,8.424999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.225
1,0,0.3149947826575003,0.20483629472068807,0.3032684571140876,0.1769004655077242,21.934882899081302,10.122282104684741,75.87842062187946,0.666319970040329,1.5006391851883691,20.51609537034784,566.3557194915174,69.38132220252068,54.483871795089065,-41.241344303915966,3.062243837557987,1.3916094990862704,-63.8150099127833,-90.80773990363227,54.483871795089065,49.53084266916403,-32.19306042139044,2.850649561823524,2.9061919213590226,-26.826218028382907,-62.81948218208828,-41.241344303915966,-32.19306042139044,101.48371950192619,1.9583480243498543,1.8902333568716594,68.49529705803626,195.54740866634947,3.062243837557987,2.850649561823524,1.9583480243498543,17.864037949333298,4.866058658280951,5.538124962454482,-13.546188171207703,1.3916094990862704,2.9061919213590226,1.8902333568716594,4.866058658280951,7.596674959796898,8.746301656658504,-1.919261234347618,-63.8150099127833,-26.826218028382907,68.49529705803626,5.538124962454482,8.746301656658504,358.51127300448223,313.9617486670976,-90.80773990363227,-62.81948218208828,195.54740866634947,-13.546188171207703,-1.919261234347618,313.9617486670976,5808.639543182068
1,1,0.3149947826575003,0.20483629472068807,0.3032684571140876,0.1769004655077242,25.1935731496713,11.500219584205619,52.776853326181936,0.06338403172662381,0.8148785724436343,3.142839499043504,559.6871164552708,99.66405690761052,73.49698372153475,-7.111443584053383,-0.49113515499215055,-4.980474026964899,2.5786164448068942,43.98148858262909,73.49698372153475,65.48698896549247,-11.15376843757759,-0.40048350888867973,-2.863576259816239,6.921087472403226,29.468035666040507,-7.111443584053383,-11.15376843757759,47.49364183010325,0.29412635685332283,2.0797386079489715,-0.6020287825134858,-14.520236830250747,-0.49113515499215055,-0.40048350888867973,0.29412635685332283,0.06306915936857237,0.23708543919742933,0.20896371585681908,-0.5102027392988565,-4.980474026964899,-2.863576259816239,2.0797386079489715,0.23708543919742933,3.6609354950087596,0.49069715513491197,-14.812115113656292,2.5786164448068942,6.921087472403226,-0.6020287825134858,0.20896371585681908,0.49069715513491197,19.738040591998345,-25.81185238167974,43.98148858262909,29.468035666040507,-14.520236830250747,-0.5102027392988565,-14.812115113656292,-25.81185238167974,2816.2148578325873
1,2,0.3149947826575003,0.20483629472068807,0.3032684571140876,0.1769004655077242,15.924816403521184,9.656190841824293,89.91196382726066,4.904979447854394,6.608501286133204,69.01154609453752,463.50300608453745,24.224126337796815,18.732459285773615,-9.030724075942125,-2.9257903801283716,-7.542003790155564,-24.65275276105863,-13.817628038904896,18.732459285773615,19.586611167006225,-1.247134138312984,5.462278126752326,0.1611630421398953,1.806092854824922,1.0535218131426567,-9.030724075942125,-1.247134138312984,70.67693190940139,21.18216621308721,18.988773619858428,68.7638441358974,171.49456761137765,-2.9257903801283716,5.462278126752326,21.18216621308721,129.10114810809955,33.13488791494257,36.56552810235685,-36.960333072182664,-7.542003790155564,0.1611630421398953,18.988773619858428,33.13488791494257,30.593410264565758,35.25559068880445,0.8639171142242579,-24.65275276105863,1.806092854824922,68.7638441358974,36.56552810235685,35.25559068880445,241.12867645425982,242.15779755239024,-13.817628038904896,1.0535218131426567,171.49456761137765,-36.960333072182664,0.8639171142242579,242.15779755239024,3073.778349344156
1,3,0.3149947826575003,0.20483629472068807,0.3032684571140876,0.1769004655077242,29.831950791834387,18.826785849353403,70.95429964053791,0.46032204241463776,2.8030238735581867,26.614016817440273,490.8673470052612,30.983704961016922,19.500489475858398,-18.659410025975255,-0.9754246248084182,-3.69695777909254,-46.68780961748722,39.86243188674529,19.500489475858398,17.511368579667916,-9.52392768075106,0.13069704714716432,0.35095747950008993,-22.75711037616733,17.096401537384278,-18.659410025975255,-9.52392768075106,94.92823576068825,5.772378236403345,1.2708834915964538,42.8017647179019,-54.74528036062202,-0.9754246248084182,0.13069704714716432,5.772378236403345,4.958072278265084,1.8382260221075202,1.5384703434011822,-10.881999460649055,-3.69695777909254,0.35095747950008993,1.2708834915964538,1.8382260221075202,12.492904663461879,12.628723199871533,-12.513792965890948,-46.68780961748722,-22.75711037616733,42.8017647179019,1.5384703434011822,12.628723199871533,210.2215130782534,-7.577300674658119,39.86243188674529,17.096401537384278,-54.74528036062202,-10.881999460649055,-12.513792965890948,-7.577300674658119,1264.3820010011743
2,0,0.25415039698233166,0.27537553422950095,0.27632800575825994,0.19414606302990722,18.770200834732044,7.938470859250276,77.7914417195494,0.2273646524165183,1.5664580078450479,26.51683332989123,555.7251590235322,58.081493504206804,45.89738866879274,-17.371672786308515,-0.4049144595149157,3.10133345850504,-39.01062523116037,-53.851850535315236,45.89738866879274,43.33100397220195,-17.87636805422462,0.11985384055209351,3.744141819419644,-6.858341862432805,-55.62504762634688,-17.371672786308515,-17.87636805422462,116.67843489061646,-1.3639921052942328,-3.673563844734733,36.172790817967545,303.06792511337886,-0.4049144595149157,0.11985384055209351,-1.3639921052942328,0.8794214161567336,0.8375040938086589,1.8231862340179306,-7.023654171883713,3.10133345850504,3.744141819419644,-3.673563844734733,0.8375040938086589,6.644118849211562,1.1511029330058258,-0.27874571399610343,-39.01062523116037,-6.858341862432805,36.172790817967545,1.8231862340179306,1.1511029330058258,391.3442660575128,207.4808586011162,-53.851850535315236,-55.62504762634688,303.06792511337886,-7.023654171883713,-0.27874571399610343,207.4808586011162,9420.17386831545
2,1,0.25415039698233166,0.27537553422950095,0.27632800575825994,0.19414606302990722,26.7080320836628,12.734035419312207,56.08827690870703,0.020682623200747787,0.6434144523691832,3.494288795727483,556.5235645537321,86.36680791073144,65.89757567057158,1.9164515041767434,-0.05179731152402365,-3.4584334632688893,6.611534503003318,22.11317641752784,65.89757567057158,60.27540326082521,-3.523929985654193,-0.01488328861904797,-1.9897905011809514,10.669418292285785,10.896303422321013,1.9164515041767434,-3.523929985654193,73.00827669639746,-0.009689270571000146,0.611004545862882,0.2938546062574706,-32.50368863999842,-0.05179731152402365,-0.01488328861904797,-0.009689270571000146,0.005544191921679589,0.09228790431085157,-0.0004539106226698763,-0.3138687771717889,-3.4584334632688893,-1.9897905011809514,0.611004545862882,0.09228790431085157,2.9775058986024003,-0.06866082867203754,-10.434142585169951,6.611534503003318,10.669418292285785,0.2938546062574706,-0.0004539106226698763,-0.06866082867203754,20.388787212704248,-45.13237571480274,22.11317641752784,10.896303422321013,-32.50368863999842,-0.3138687771717889,-10.434142585169951,-45.13237571480274,2422.496282751988
