day,cluster,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,temp_mu,windspeed_mu,precip_mu,cloudcover_mu,visibility_mu,sealevelpressure_mu,solarradiation_mu,sigma00,sigma01,sigma02,sigma03,sigma04,sigma05,sigma06,sigma10,sigma11,sigma12,sigma13,sigma14,sigma15,sigma16,sigma20,sigma21,sigma22,sigma23,sigma24,sigma25,sigma26,sigma30,sigma31,sigma32,sigma33,sigma34,sigma35,sigma36,sigma40,sigma41,sigma42,sigma43,sigma44,sigma45,sigma46,sigma50,sigma51,sigma52,sigma53,sigma54,sigma55,sigma56,sigma60,sigma61,sigma62,sigma63,sigma64,sigma65,sigma66
42,2,0.015206193793124604,0.06938190767301207,0.16925620784514825,0.05413213944045286,0.6406537208247824,0.05136983042347981,17.28085547379331,16.9773184952781,5.306222735420711,32.360262840937274,9.90725394009694,1014.401001959473,510.37162120971277,62.73707174910766,36.19714606092397,-2.1376321470702866,-30.98402910176275,0.39754118789808496,-13.49259983538026,5.840175303172285,36.19714606092397,42.82739869247968,-6.515075275702956,32.209656505885306,0.11633384956145366,-20.876618882378896,-75.0233264042139,-2.1376321470702866,-6.515075275702956,165.89894713557433,132.77489356739417,-1.5085657688365308,-25.53800105642071,-155.1981453420069,-30.98402910176275,32.209656505885306,132.77489356739417,683.7349426509636,-3.1144847107223,-98.508686547328,-599.5862312603417,0.39754118789808496,0.11633384956145366,-1.5085657688365308,-3.1144847107223,0.036610739858237054,0.5373868213731254,3.7880574718683135,-13.49259983538026,-20.876618882378896,-25.53800105642071,-98.508686547328,0.5373868213731254,51.554734960369416,152.25087118349836,5.840175303172285,-75.0233264042139,-155.1981453420069,-599.5862312603417,3.7880574718683135,152.25087118349836,3522.214789818567
42,3,0.015206193793124604,0.06938190767301207,0.16925620784514825,0.05413213944045286,0.6406537208247824,0.05136983042347981,11.890126454433025,8.30255479819139,2.775977415647818,78.92472004343583,7.2792831946781975,1016.1334902113688,486.7664675685686,2.323759023556594,2.974168555940784,2.839084654035994,-2.122545666909854,0.913739992295082,-1.3545924735261066,-1.0692343389383814,2.974168555940784,6.952459557094495,4.169238988003722,-5.063904334405407,2.910934073978867,-3.475063559460975,-9.92341048492802,2.839084654035994,4.169238988003722,9.904292469550994,-0.1799891923748639,0.8051613216469375,-10.56892791574507,-24.636412670354353,-2.122545666909854,-5.063904334405407,-0.1799891923748639,93.78787748674985,-10.731377851951935,1.546253189327158,-4.914779697854976,0.913739992295082,2.910934073978867,0.8051613216469375,-10.731377851951935,5.249836892117033,-0.9936858183294129,-8.911241183557339,-1.3545924735261066,-3.475063559460975,-10.56892791574507,1.546253189327158,-0.9936858183294129,86.10907420059215,54.71005558849573,-1.0692343389383814,-9.92341048492802,-24.636412670354353,-4.914779697854976,-8.911241183557339,54.71005558849573,381.55386607660336
42,4,0.015206193793124604,0.06938190767301207,0.16925620784514825,0.05413213944045286,0.6406537208247824,0.05136983042347981,18.28814013561883,15.460022123518984,0.00036016053049151426,21.535608998675354,9.904184757818632,1019.0200020876533,532.2645566009126,63.25407205722736,31.774748446593584,0.0017496871367861017,-39.86561685399729,0.8295526928628034,-28.312572751090496,-12.526696819071672,31.774748446593584,58.725833816306405,0.001089172898767725,-46.87823361862819,0.7141729358474839,-18.279102093915434,-22.049985858556823,0.0017496871367861017,0.001089172898767725,2.152855368929288e-06,0.0032329283007650964,1.4629519019897478e-05,-0.001561595721246029,-0.011296913332674232,-39.86561685399729,-46.87823361862819,0.0032329283007650964,500.52567240888993,-1.5962430330395683,-2.1276254025721477,-657.9451460755633,0.8295526928628034,0.7141729358474839,1.4629519019897478e-05,-1.5962430330395683,0.18880464619751314,-0.4734728349896646,-1.373505049072896,-28.312572751090496,-18.279102093915434,-0.001561595721246029,-2.1276254025721477,-0.4734728349896646,36.65175850786508,51.393279706271514,-12.526696819071672,-22.049985858556823,-0.011296913332674232,-657.9451460755633,-1.373505049072896,51.393279706271514,5486.190290410295
42,5,0.015206193793124604,0.06938190767301207,0.16925620784514825,0.05413213944045286,0.6406537208247824,0.05136983042347981,10.851917947932415,19.702199237847022,10.506900801963294,74.86899169552694,9.339676574808319,1007.4148291048374,450.1809785911025,9.132813882513284,23.49486055135877,6.226260044684886,-16.732065928890613,-0.024503025575787426,-1.0477414825915876,-42.518348727603716,23.49486055135877,103.54240480675317,-2.8026704765741273,-92.88682137606219,2.053938673377434,-2.3574054193366494,44.94325583933794,6.226260044684886,-2.8026704765741273,226.200284857637,60.4149102305544,-13.852873497481253,-81.13049773343838,-153.37193736114148,-16.732065928890613,-92.88682137606219,60.4149102305544,213.29139457382738,-6.8404092351897345,-43.299626469891656,-170.88716725524702,-0.024503025575787426,2.053938673377434,-13.852873497481253,-6.8404092351897345,1.0008990154177042,4.573625488528915,8.569703355190235,-1.0477414825915876,-2.3574054193366494,-81.13049773343838,-43.299626469891656,4.573625488528915,71.27530276672938,62.097973313784266,-42.518348727603716,44.94325583933794,-153.37193736114148,-170.88716725524702,8.569703355190235,62.097973313784266,1077.2222916959115
43,0,0.016437250241758048,0.08029461351513933,0.17972901471613653,0.05146025262110754,0.6220837525200827,0.04999511638577603,19.866637585466144,17.300047502779197,0.36284025941728526,44.71672265572426,9.433295857041164,1011.2666312976589,492.69996902122494,14.319474710405537,-8.158821999228246,-0.7248815902013439,-50.11056365867578,1.7578764010106902,10.809243526596504,-58.26917109166085,-8.158821999228246,6.797062330488075,0.14731712564349966,38.31904766929493,-2.1967861113388762,-1.6733625237516188,52.381605636590784,-0.7248815902013439,0.14731712564349966,0.14407622215007965,0.8133405156522254,0.13321891254593418,-1.958736391036885,0.6352669510565888,-50.11056365867578,38.31904766929493,0.8133405156522254,240.60570710984038,-11.274610491730243,-10.7227154535546,371.59213968563057,1.7578764010106902,-2.1967861113388762,0.13321891254593418,-11.274610491730243,1.2056155367638655,-2.345739949631266,-15.36772037989072,10.809243526596504,-1.6733625237516188,-1.958736391036885,-10.7227154535546,-2.345739949631266,28.0235110327209,1.5701832260694908,-58.26917109166085,52.381605636590784,0.6352669510565888,371.59213968563057,-15.36772037989072,1.5701832260694908,797.2175601041517
43,1,0.016437250241758048,0.08029461351513933,0.17972901471613653,0.05146025262110754,0.6220837525200827,0.04999511638577603,9.583259564995021,7.38992005509959,2.5825689101831597,66.30947288541603,8.772532125388995,1017.1194312691745,513.1313853988794,11.777810498175938,3.0967587495549096,0.5674250514436371,19.01176399671292,1.087830271518637,-5.215121066985942,-132.98447024003352,3.0967587495549096,9.502545796609299,5.798188988096307,7.098398076113307,-1.0321770117003244,-14.856651321820966,-127.93082193145538,0.5674250514436371,5.798188988096307,19.3474577604731,26.105162971736515,-3.280865443739859,-23.576685178347187,-70.10155636860199,19.01176399671292,7.098398076113307,26.105162971736515,446.7043144340898,0.6659747399282808,-75.70874969383392,144.93743074625357,1.087830271518637,-1.0321770117003244,-3.280865443739859,0.6659747399282808,1.2655379877037132,3.254435235497593,15.224593774727957,-5.215121066985942,-14.856651321820966,-23.576685178347187,-75.70874969383392,3.254435235497593,65.54484046822154,244.28208003255517,-132.98447024003352,-127.93082193145538,-70.10155636860199,144.93743074625357,15.224593774727957,244.28208003255517,12347.406973716843
43,2,0.016437250241758048,0.08029461351513933,0.17972901471613653,0.05146025262110754,0.6220837525200827,0.04999511638577603,17.939001768172073,17.221674564867115,4.9932740899652215,31.879339461647238,9.917491265486298,1014.4290321963872,509.81417053973456,63.315350780171926,35.39719037467346,-5.098474368553267,-31.273121193557003,0.35854466048852124,-14.347108318087963,-0.20847832500210073,35.39719037467346,41.95159129741546,-7.1203047870433505,31.62146195319595,0.09642363414069904,-21.266582836200538,-85.3105803957808,-5.098474368553267,-7.1203047870433505,158.00670494588647,127.43129967193755,-1.4583581131870955,-24.127632147523123,-144.93678910241007,-31.273121193557003,31.62146195319595,127.43129967193755,653.5554681777032,-2.8000044743536248,-90.32395626551191,-581.4061432863692,0.35854466048852124,0.09642363414069904,-1.4583581131870955,-2.8000044743536248,0.03192112667405734,0.4576675455023784,3.4624456563527954,-14.347108318087963,-21.266582836200538,-24.127632147523123,-90.32395626551191,0.4576675455023784,48.73792568752566,151.43312504929543,-0.20847832500210073,-85.3105803957808,-144.93678910241007,-581.4061432863692,3.4624456563527954,151.43312504929543,3490.163646681777
43,3,0.016437250241758048,0.08029461351513933,0.17972901471613653,0.05146025262110754,0.6220837525200827,0.04999511638577603,11.998533618562549,8.343797627454743,2.841275071469792,78.92797367173142,7.171362191751862,1016.3924560782388,486.8553072737942,2.1392333497592935,2.862003312484755,2.694754907804507,-2.381490268700918,1.1873182593608478,-1.5205173632299245,-1.4483983328358538,2.862003312484755,6.964059846687143,4.255213456090737,-5.274557056084542,3.141854762648277,-3.75857648480684,-11.759766350892273,2.694754907804507,4.255213456090737,10.04750188784482,-0.3484516470394263,1.0512396890073736,-11.14762942297249,-25.58180547559283,-2.381490268700918,-5.274557056084542,-0.3484516470394263,93.8216294004415,-11.214737883068523,2.8192631127249386,-3.3268793477454954,1.1873182593608478,3.141854762648277,1.0512396890073736,-11.214737883068523,5.265516651127209,-0.5852730637046799,-9.304947664699577,-1.5205173632299245,-3.75857648480684,-11.14762942297249,2.8192631127249386,-0.5852730637046799,87.60486056963394,58.212968658690336,-1.4483983328358538,-11.759766350892273,-25.58180547559283,-3.3268793477454954,-9.304947664699577,58.212968658690336,345.5466184917138
43,4,0.016437250241758048,0.08029461351513933,0.17972901471613653,0.05146025262110754,0.6220837525200827,0.04999511638577603,18.266408658089762,15.439352365484183,0.00017978175958569608,21.137459489325636,9.936570385237543,1019.0840525377432,533.5882631879873,62.28905446548851,30.94276005721745,0.0005939797782894526,-39.442274542570864,0.4944909981202305,-27.757220791961178,-15.6947648252971,30.94276005721745,59.0316259359145,0.00048080636690473583,-47.818976162008646,0.5596624580341122,-17.8380559196313,-24.687134501272237,0.0005939797782894526,0.00048080636690473583,5.265155879826812e-07,0.0011782961156049446,5.351638562011182e-06,-0.0006955476400976578,-0.004663859292071217,-39.442274542570864,-47.818976162008646,0.0011782961156049446,500.3001057116086,-0.9967025176724907,-2.193065289365169,-647.0400654509491,0.4944909981202305,0.5596624580341122,5.351638562011182e-06,-0.9967025176724907,0.09049272196114752,-0.3576585235854668,-2.486483028862234,-27.757220791961178,-17.8380559196313,-0.0006955476400976578,-2.193065289365169,-0.3576585235854668,36.81034705053716,52.39062956759444,-15.6947648252971,-24.687134501272237,-0.004663859292071217,-647.0400654509491,-2.486483028862234,52.39062956759444,5674.31446088226
43,5,0.016437250241758048,0.08029461351513933,0.17972901471613653,0.05146025262110754,0.6220837525200827,0.04999511638577603,10.882098148179265,19.786924790111446,10.695767158942374,74.87548046120612,9.327022586944926,1007.3147411107431,450.540643976254,9.23460578100855,23.81445310042226,6.118122670464063,-17.619010624907894,-0.014404159993112592,-0.840748034608969,-42.29979123958288,23.81445310042226,105.01953936666729,-3.6912094238448114,-96.17723330603641,2.132940713312216,-1.392466808585422,49.212926577160495,6.118122670464063,-3.6912094238448114,230.3992726870092,62.321474641648365,-14.139562841829902,-82.16087398952722,-159.44187852015557,-17.619010624907894,-96.17723330603641,62.321474641648365,216.2397350712873,-7.040158990605282,-44.18423488954354,-167.26330875045412,-0.014404159993112592,2.132940713312216,-14.139562841829902,-7.040158990605282,1.021393618536104,4.660521897500165,9.068187783850986,-0.840748034608969,-1.392466808585422,-82.16087398952722,-44.18423488954354,4.660521897500165,72.05598091816923,62.87366962906399,-42.29979123958288,49.212926577160495,-159.44187852015557,-167.26330875045412,9.068187783850986,62.87366962906399,1065.4953089165551
44,0,0.01927366966578545,0.07246454769965796,0.034897239503284716,0.04566011053060418,0.7861142659186763,0.0415901666819913,20.134959638954925,17.136715955589057,1.3769277133380253,44.99010998206357,9.512351528314495,1011.3215925579483,495.4611219722617,14.581440403846168,-8.327723699280666,-2.9592531999763776,-51.383743399853934,1.6380244577670109,10.154738567775293,-49.848701436724284,-8.327723699280666,7.223009160172177,-2.340138379781011,35.35491172961407,-1.9426172625889346,-2.410674686552271,40.760163987762084,-2.9592531999763776,-2.340138379781011,25.93924778590569,22.39584503071699,0.5007967716037973,-1.7343566631163831,23.12648043124794,-51.383743399853934,35.35491172961407,22.39584503071699,240.53139076262363,-9.569839670533774,-12.54227686427564,316.0871539545486,1.6380244577670109,-1.9426172625889346,0.5007967716037973,-9.569839670533774,1.0647510094156627,-1.9740939839218283,-11.861794464657052,10.154738567775293,-2.410674686552271,-1.7343566631163831,-12.54227686427564,-1.9740939839218283,25.138933858971146,1.7718593970766583,-49.848701436724284,40.760163987762084,23.12648043124794,316.0871539545486,-11.861794464657052,1.7718593970766583,631.9037202863922
44,1,0.01927366966578545,0.07246454769965796,0.034897239503284716,0.04566011053060418,0.7861142659186763,0.0415901666819913,8.360943253865502,6.975712405561618,2.737959886272011,65.29131380561535,8.447412502022688,1017.1641235508642,538.689670359528,8.139906791109926,4.145184122679641,3.387338173176323,34.30645389816323,0.5665838111558131,-12.95303942441858,-152.22759950759465,4.145184122679641,10.498216860805075,7.625448871943374,22.120070244253426,-0.7828200237586426,-21.461154435833386,-187.49626634237663,3.387338173176323,7.625448871943374,21.336357398566083,34.81359174802194,-2.832078537773687,-27.80959262038866,-138.97697322258475,34.30645389816323,22.120070244253426,34.81359174802194,509.5337492322197,5.485278090243587,-93.353281533091,-482.37843458248983,0.5665838111558131,-0.7828200237586426,-2.832078537773687,5.485278090243587,1.244865659181909,1.279014917435248,26.728425677853426,-12.95303942441858,-21.461154435833386,-27.80959262038866,-93.353281533091,1.279014917435248,85.13862209412531,440.23693730911765,-152.22759950759465,-187.49626634237663,-138.97697322258475,-482.37843458248983,26.728425677853426,440.23693730911765,16258.343222687434
44,2,0.01927366966578545,0.07246454769965796,0.034897239503284716,0.04566011053060418,0.7861142659186763,0.0415901666819913,15.022881396778198,18.01212383290144,3.9457600026971433,42.88057780651014,9.8853336615595,1010.0492424408047,484.9385524075295,52.91240713303737,24.165353212260584,-8.625087467551946,-50.72034515085062,0.35017433715033347,2.046182805426053,68.7055788095289,24.165353212260584,40.18333905308998,3.9526738817694493,65.9622362777134,-0.033623891260933604,-21.591922225824117,-117.17618175357046,-8.625087467551946,3.9526738817694493,41.05748188764389,95.2956602015661,-0.9261429795782556,-21.982725961685095,-142.69767282322354,-50.72034515085062,65.9622362777134,95.2956602015661,729.4480832112799,-2.9135852934600814,-140.07139132713309,-1105.8814439935995,0.35017433715033347,-0.033623891260933604,-0.9261429795782556,-2.9135852934600814,0.0314309236106148,0.6874816532261911,5.408282924850231,2.046182805426053,-21.591922225824117,-21.982725961685095,-140.07139132713309,0.6874816532261911,50.74994860925531,233.16450878740514,68.7055788095289,-117.17618175357046,-142.69767282322354,-1105.8814439935995,5.408282924850231,233.16450878740514,2875.449891791961
44,3,0.01927366966578545,0.07246454769965796,0.034897239503284716,0.04566011053060418,0.7861142659186763,0.0415901666819913,11.933952470079246,8.088607794840085,2.7592294569393947,80.60232974648021,6.894960442135696,1016.4710711025612,488.45293141299373,1.7313644686877434,2.096985133669154,2.210317689855353,-1.5404280320156363,1.2012907187466422,-2.661941558318779,1.1758015431049214,2.096985133669154,5.522787701386585,3.648979346608058,-1.5122433146474021,2.903861427100533,-6.365046390628494,-10.12737819478558,2.210317689855353,3.648979346608058,10.242668453359506,-1.4603864567298155,0.979600231763291,-14.704359259341807,-25.62202425590701,-1.5404280320156363,-1.5122433146474021,-1.4603864567298155,76.69729004713366,-8.04697008607656,16.61618341013975,7.377273762846628,1.2012907187466422,2.903861427100533,0.979600231763291,-8.04697008607656,5.25455143199591,-0.11847604973045256,-6.246938989649722,-2.661941558318779,-6.365046390628494,-14.704359259341807,16.61618341013975,-0.11847604973045256,93.41412385678018,64.83891499821837,1.1758015431049214,-10.12737819478558,-25.62202425590701,7.377273762846628,-6.246938989649722,64.83891499821837,309.5362502652244
44,4,0.01927366966578545,0.07246454769965796,0.034897239503284716,0.04566011053060418,0.7861142659186763,0.0415901666819913,18.220679334639094,15.681360196761991,1.0030771781457657,23.90781168036561,9.946841133418019,1018.357721341773,526.576473795242,61.02608419519855,31.257190630932897,-0.8526835921359712,-40.66200977624804,0.2183287661524246,-25.039187265570078,11.251606395595092,31.257190630932897,55.852850397135214,-0.45859479926942587,-37.28466316610875,0.25047449203653216,-17.83822715351986,-11.224661629731226,-0.8526835921359712,-0.45859479926942587,37.93459660113099,32.11393830858583,-0.33953139145042477,-7.327030402139333,-43.048666551805574,-40.66200977624804,-37.28466316610875,32.11393830858583,574.5227311721457,-1.3878997780518776,-20.58968560162798,-703.4789347456582,0.2183287661524246,0.25047449203653216,-0.33953139145042477,-1.3878997780518776,0.02945036367794516,-0.017593994099062264,1.2522747909592076,-25.039187265570078,-17.83822715351986,-7.327030402139333,-20.58968560162798,-0.017593994099062264,38.30233158697881,60.63767938556201,11.251606395595092,-11.224661629731226,-43.048666551805574,-703.4789347456582,1.2522747909592076,60.63767938556201,5038.839919907631
44,5,0.01927366966578545,0.07246454769965796,0.034897239503284716,0.04566011053060418,0.7861142659186763,0.0415901666819913,11.019103136360618,20.080324710320284,12.374746971776032,76.31276753480968,9.233073398657899,1005.7277747508527,449.2280268178474,9.93240895455788,26.19808715446425,5.297863437547124,-21.97098587338092,0.0766886692578433,-0.19191631445305188,-43.59505421471827,26.19808715446425,114.56572077204508,-8.971229982727722,-107.64297606600974,2.5684923717781123,-1.0296342189001402,60.37720656194519,5.297863437547124,-8.971229982727722,258.3736452364751,60.72104648610591,-16.035303177954415,-81.9435358681296,-170.08767769610805,-21.97098587338092,-107.64297606600974,60.72104648610591,219.08543095366173,-7.287721206120436,-35.34292501005359,-148.60865854234288,0.0766886692578433,2.5684923717781123,-16.035303177954415,-7.287721206120436,1.1621948145080987,4.74464747441337,9.811749358147456,-0.19191631445305188,-1.0296342189001402,-81.9435358681296,-35.34292501005359,4.74464747441337,66.76288947171729,48.41636019474952,-43.59505421471827,60.37720656194519,-170.08767769610805,-148.60865854234288,9.811749358147456,48.41636019474952,1119.741360404736
45,0,0.019065496235189494,0.09281828003946137,0.06919413974127868,0.05266606676152993,0.7240908691004128,0.042165148122127155,20.176229926720413,16.855064172378853,3.062909230899024,45.815741056431186,9.500493266105352,1011.4223748071,497.3437316090848,14.299979536929731,-7.346718430374483,-6.502888702194304,-51.79931447259387,1.6895001711211879,9.838058188874637,-52.53626214451396,-7.346718430374483,6.68361640067812,-5.414897952180567,29.62881551081784,-2.0889180560818903,-1.7315089120610136,35.928451565626226,-6.502888702194304,-5.414897952180567,61.23885625433904,53.39649255988333,1.1902103168705995,-2.0839192978019336,53.66677296086624,-51.79931447259387,29.62881551081784,53.39649255988333,256.5820346801116,-9.391958052598364,-10.383992164744013,337.96019195964755,1.6895001711211879,-2.0889180560818903,1.1902103168705995,-9.391958052598364,1.0678832567001033,-1.9450252089021587,-11.194913828828424,9.838058188874637,-1.7315089120610136,-2.0839192978019336,-10.383992164744013,-1.9450252089021587,24.733346765246285,5.351764171174393,-52.53626214451396,35.928451565626226,53.66677296086624,337.96019195964755,-11.194913828828424,5.351764171174393,633.8323069606744
45,1,0.019065496235189494,0.09281828003946137,0.06919413974127868,0.05266606676152993,0.7240908691004128,0.042165148122127155,9.032423095352588,6.843321131713702,2.2280514346447644,62.71408806963845,8.637379718013904,1017.9821212020063,530.8844925359258,11.622808201176625,3.0948323610025064,1.1618844217993984,21.01821016359359,0.6536081749044413,-9.139198003303138,-145.63192226683117,3.0948323610025064,9.310484845755571,6.245315623496504,18.40196825558486,-0.8061239478023201,-18.0735349687099,-147.6457211328119,1.1618844217993984,6.245315623496504,17.75439192382516,32.6585120537055,-2.582757165375483,-23.519305165404237,-94.28165330516137,21.01821016359359,18.40196825558486,32.6585120537055,547.8915071358155,3.4327334872198576,-101.04236416594361,-471.24823900174124,0.6536081749044413,-0.8061239478023201,-2.582757165375483,3.4327334872198576,1.1372911388958442,1.5363862159483819,15.869887376044753,-9.139198003303138,-18.0735349687099,-23.519305165404237,-101.04236416594361,1.5363862159483819,77.5716149497589,343.056850162889,-145.63192226683117,-147.6457211328119,-94.28165330516137,-471.24823900174124,15.869887376044753,343.056850162889,13624.634983724405
45,2,0.019065496235189494,0.09281828003946137,0.06919413974127868,0.05266606676152993,0.7240908691004128,0.042165148122127155,14.89295796969192,17.271903147342393,2.677545908100582,38.05668901193276,9.916357871662676,1010.8897818225447,497.00982951643044,56.08232493041827,25.30957807009536,-8.83165314701504,-58.35543005076622,0.2379810188951516,3.7272642501420905,64.16732251811538,25.30957807009536,41.960115639919124,-0.3595368476055633,62.85557346109443,0.017513306039805943,-17.857769464949023,-106.49284791960582,-8.83165314701504,-0.3595368476055633,36.65067475452229,89.8387251365957,-1.0592536461222837,-18.768395628377505,-108.1393417821632,-58.35543005076622,62.85557346109443,89.8387251365957,733.2899162867732,-2.852348996863261,-131.50618423987407,-1043.685912852494,0.2379810188951516,0.017513306039805943,-1.0592536461222837,-2.852348996863261,0.03451786890369151,0.6192576747294366,4.050982310609039,3.7272642501420905,-17.857769464949023,-18.768395628377505,-131.50618423987407,0.6192576747294366,40.51574878309618,198.4997155411804,64.16732251811538,-106.49284791960582,-108.1393417821632,-1043.685912852494,4.050982310609039,198.4997155411804,2328.93672682891
45,3,0.019065496235189494,0.09281828003946137,0.06919413974127868,0.05266606676152993,0.7240908691004128,0.042165148122127155,12.076401814222281,8.249091015559962,2.4897317016915954,80.136385299375,7.2651185017056115,1017.9844996594958,490.07448414103305,1.8372439250700179,2.181449211370991,2.0005912136912993,-2.2627292890821877,1.3626062023920635,-1.0944332372007872,1.3590088239238352,2.181449211370991,5.666359260388744,3.458836669946015,-3.431632499612966,2.874236670857334,-3.511281469688149,-8.667147882392728,2.0005912136912993,3.458836669946015,9.962124541870777,-1.7063890943086293,0.18819297116586436,-14.505495283994168,-27.917294870148314,-2.2627292890821877,-3.431632499612966,-1.7063890943086293,71.6682762808795,-8.029940203634856,14.016856107087126,12.703216958830822,1.3626062023920635,2.874236670857334,0.18819297116586436,-8.029940203634856,5.443422403293308,3.497869869427475,-1.174949064032929,-1.0944332372007872,-3.511281469688149,-14.505495283994168,14.016856107087126,3.497869869427475,83.75566632846724,53.765996934640086,1.3590088239238352,-8.667147882392728,-27.917294870148314,12.703216958830822,-1.174949064032929,53.765996934640086,272.770308770315
45,4,0.019065496235189494,0.09281828003946137,0.06919413974127868,0.05266606676152993,0.7240908691004128,0.042165148122127155,18.620330252575837,15.971344004322203,0.9566956291015775,22.059918386468947,9.96885355744475,1018.4692059456821,528.3854846463358,60.801427783006886,30.49341533124889,-0.6003776553840836,-30.489642598639385,0.11106755317414604,-27.098557482394636,0.8367085821551683,30.49341533124889,55.31093593446936,-0.48542943809106576,-31.044592754814772,0.09439068997877983,-17.380773028014087,-15.210530403410099,-0.6003776553840836,-0.48542943809106576,38.571370057705856,29.877945969776153,-0.31511444442041187,-6.918700516168834,-42.48533710257037,-30.489642598639385,-31.044592754814772,29.877945969776153,510.9842522953047,-0.7159629020412595,-20.07202869804748,-653.1768610499063,0.11106755317414604,0.09439068997877983,-0.31511444442041187,-0.7159629020412595,0.012666436253039082,0.028479457690065737,0.5446500185338541,-27.098557482394636,-17.380773028014087,-6.918700516168834,-20.07202869804748,0.028479457690065737,37.483595850063296,57.69851255399243,0.8367085821551683,-15.210530403410099,-42.48533710257037,-653.1768610499063,0.5446500185338541,57.69851255399243,5255.701328669539
45,5,0.019065496235189494,0.09281828003946137,0.06919413974127868,0.05266606676152993,0.7240908691004128,0.042165148122127155,11.207231594348597,20.048854150200512,12.273126091213129,76.40481854544223,9.21749125858455,1006.4825680088575,447.91440382208015,9.699193336030644,26.32809608359236,5.016984671716347,-24.636399308381417,0.1894168959242166,-0.08835370502761504,-42.55514265607565,26.32809608359236,116.58976588586123,-6.784693138612622,-112.77978927370751,2.6091057041306613,-2.027810993060969,62.08225351290089,5.016984671716347,-6.784693138612622,257.612576459065,58.920622472828484,-15.685899411181085,-87.32669670333523,-177.373581324405,-24.636399308381417,-112.77978927370751,58.920622472828484,219.46284931166153,-7.177536348603492,-37.21428851130879,-127.88158486959684,0.1894168959242166,2.6091057041306613,-15.685899411181085,-7.177536348603492,1.1307286159489291,4.925264156855188,9.093253420314369,-0.08835370502761504,-2.027810993060969,-87.32669670333523,-37.21428851130879,4.925264156855188,72.59731249370964,55.47938306627958,-42.55514265607565,62.08225351290089,-177.373581324405,-127.88158486959684,9.093253420314369,55.47938306627958,1131.1916834907768
46,0,0.017643272974939995,0.11361966360130069,0.1187288013183643,0.05474104916525094,0.6531236110773072,0.04214360186283711,19.8614980471266,16.89824667739981,4.249872469789541,47.554485960519905,9.456506611591847,1011.3245341637922,499.4754374096239,14.102278821777594,-7.2477653418104655,-7.6472823649329635,-52.72935044791941,1.662353781332711,10.687236438091416,-58.84577038830476,-7.2477653418104655,7.153882714729033,-7.975302942955635,28.75880564092321,-2.2261835041498403,-1.8367468606656847,36.867070310285285,-7.6472823649329635,-7.975302942955635,82.22232572842935,68.3361927531912,1.848217970088292,-1.9550332342932155,67.5416061083574,-52.72935044791941,28.75880564092321,68.3361927531912,273.9027334233792,-9.274994166943944,-10.978574046041436,371.82138974925914,1.662353781332711,-2.2261835041498403,1.848217970088292,-9.274994166943944,1.1285731501875507,-2.1544374427120228,-11.012110653008603,10.687236438091416,-1.8367468606656847,-1.9550332342932155,-10.978574046041436,-2.1544374427120228,26.413969039897115,8.328854190903815,-58.84577038830476,36.867070310285285,67.5416061083574,371.82138974925914,-11.012110653008603,8.328854190903815,657.1579238128671
46,1,0.017643272974939995,0.11361966360130069,0.1187288013183643,0.05474104916525094,0.6531236110773072,0.04214360186283711,9.64120939902213,6.924875457458976,1.9895163664846605,59.44317113527516,8.809902511532295,1018.1882543712088,528.5164534883361,14.989014034474895,3.5201391457065454,0.6297366764368864,2.900980328593661,0.9356358903374816,-7.650570025582199,-110.14785213539466,3.5201391457065454,9.422874707894875,5.7902178195012866,19.35698045443109,-0.6113131213855267,-18.320201786820007,-154.40370551818086,0.6297366764368864,5.7902178195012866,15.350757203086632,33.65360577716026,-2.3478024793972923,-21.44542588024219,-91.58472736620148,2.900980328593661,19.35698045443109,33.65360577716026,616.3496730957803,0.5828530539866704,-114.19187925923073,-719.1934717669129,0.9356358903374816,-0.6113131213855267,-2.3478024793972923,0.5828530539866704,1.0799468043904001,1.4628493161290992,11.209083812649407,-7.650570025582199,-18.320201786820007,-21.44542588024219,-114.19187925923073,1.4628493161290992,76.1883971176696,378.0191872737596,-110.14785213539466,-154.40370551818086,-91.58472736620148,-719.1934717669129,11.209083812649407,378.0191872737596,13836.224699189865
46,2,0.017643272974939995,0.11361966360130069,0.1187288013183643,0.05474104916525094,0.6531236110773072,0.04214360186283711,16.59767291198491,17.15220250464003,1.5618573766687385,29.42547808965364,9.95509390154693,1012.5768379235366,512.8183816231034,66.93870271411838,27.285947119352397,-8.292407591984057,-77.14632589618374,0.21801515061395826,5.6369301708254715,88.18108776202357,27.285947119352397,39.74591195900962,-0.9799121205542649,50.93698796238425,0.015304051434241621,-15.677399997770006,-83.15689287073687,-8.292407591984057,-0.9799121205542649,24.191078667180555,67.15599836378858,-0.7106756347029852,-12.109512751331398,-65.84726291068074,-77.14632589618374,50.93698796238425,67.15599836378858,678.2503932794476,-2.016356933515399,-112.27428168896711,-883.9074965843475,0.21801515061395826,0.015304051434241621,-0.7106756347029852,-2.016356933515399,0.02191047382615451,0.37790604607165434,2.2419768693326865,5.6369301708254715,-15.677399997770006,-12.109512751331398,-112.27428168896711,0.37790604607165434,33.786420060573164,157.8910953167317,88.18108776202357,-83.15689287073687,-65.84726291068074,-883.9074965843475,2.2419768693326865,157.8910953167317,1844.9731143742197
