1,0.238127293
2,0.378067003
3,0.457753140
4,0.507736453
10,0.656338985
30,0.817894712
50,0.873805991
70,0.905550727
90,0.927058060
110,0.942497860
130,0.954132892
150,0.963210477
170,0.970558588
200,0.979051196
300,0.994520997
400,1.0
