day,cluster,cluster0,cluster1,cluster2,cluster3,cluster4,tempmax_mu,tempmin_mu,humidity_mu,precip_mu,precipcover_mu,cloudcover_mu,solarradiation_mu,sigma00,sigma01,sigma02,sigma03,sigma04,sigma05,sigma06,sigma10,sigma11,sigma12,sigma13,sigma14,sigma15,sigma16,sigma20,sigma21,sigma22,sigma23,sigma24,sigma25,sigma26,sigma30,sigma31,sigma32,sigma33,sigma34,sigma35,sigma36,sigma40,sigma41,sigma42,sigma43,sigma44,sigma45,sigma46,sigma50,sigma51,sigma52,sigma53,sigma54,sigma55,sigma56,sigma60,sigma61,sigma62,sigma63,sigma64,sigma65,sigma66
0,0,0.1726027397260274,0.18082191780821918,0.2273972602739726,0.16712328767123288,0.25205479452054796,16.639682539682543,7.319047619047621,77.36507936507935,1.5955714285714284,20.172222222222224,66.13809523809525,117.02539682539685,31.750012597631667,28.638609221466353,7.8883698664651005,3.4393947845804984,29.840022927689592,50.20912320483749,30.42200806248425,28.638609221466353,31.687256235827665,4.854633408919124,5.070379591836736,52.00230687830688,68.90911564625851,34.041103552532135,7.8883698664651005,4.854633408919124,61.47814562862183,4.80821201814059,57.18758553791887,-1.5148601662887293,-53.02482741244648,3.4393947845804984,5.070379591836736,4.80821201814059,7.970839736961449,41.06409476190478,14.308387755102036,6.023982312925168,29.840022927689592,52.00230687830688,57.18758553791887,41.06409476190478,418.9716680776014,169.6620105820106,20.187467372134027,50.20912320483749,68.90911564625851,-1.5148601662887293,14.308387755102036,169.6620105820106,494.0801360544217,66.42141345427058,30.42200806248425,34.041103552532135,-53.02482741244648,6.023982312925168,20.187467372134027,66.42141345427058,409.6555454774502
0,1,0.1726027397260274,0.18082191780821918,0.2273972602739726,0.16712328767123288,0.25205479452054796,26.480303030303027,10.599999999999998,55.25909090909093,0.4997424242424243,3.1565151515151513,31.187878787878788,263.82424242424236,30.943096877869603,23.016515151515154,-20.679896694214882,0.5984161386593206,-1.4088716712580327,-28.870541781450868,63.617295684113856,23.016515151515154,25.331515151515156,-11.516363636363637,0.7685727272727272,6.066757575757576,9.015909090909098,38.738787878787896,-20.679896694214882,-11.516363636363637,67.08211432506886,3.7746561294765835,23.64013016528925,95.85026170798895,-69.7159779614325,0.5984161386593206,0.7685727272727272,3.7746561294765835,3.510426494260788,8.03845667814509,18.298319605142332,-2.848205876951331,-1.4088716712580327,6.066757575757576,23.64013016528925,8.03845667814509,45.798198461891594,89.97542745638201,-15.107779155188236,-28.870541781450868,9.015909090909098,95.85026170798895,18.298319605142332,89.97542745638201,549.3722773186412,-157.34046372819094,63.617295684113856,38.738787878787896,-69.7159779614325,-2.848205876951331,-15.107779155188236,-157.34046372819094,681.9115335169881
0,2,0.1726027397260274,0.18082191780821918,0.2273972602739726,0.16712328767123288,0.25205479452054796,20.857831325301202,8.006024096385541,62.234939759036145,0.35498795180722903,7.229036144578314,41.39518072289156,184.3879518072288,48.335691682392245,45.344470895630714,9.31954565248948,1.7801476847147626,24.725935259108724,75.67136304253154,49.02117869066631,45.344470895630714,54.528517927130224,16.116777471331098,1.9666916388445348,39.96415038467122,131.6640049354043,43.615253302366106,9.31954565248948,16.116777471331098,78.98155029757586,1.6013558426477,42.86453970097256,73.89113223980259,-29.737530846276687,1.7801476847147626,1.9666916388445348,1.6013558426477,1.4910099155174903,6.647586735375235,12.56853849615329,1.060549252431412,24.725935259108724,39.96415038467122,42.86453970097256,6.647586735375235,159.01145449266943,174.07021222238356,-0.5015176368123162,75.67136304253154,131.6640049354043,73.89113223980259,12.56853849615329,174.07021222238356,875.6021454492668,58.477773261721595,49.02117869066631,43.615253302366106,-29.737530846276687,1.060549252431412,-0.5015176368123162,58.477773261721595,365.9372042386413
0,3,0.1726027397260274,0.18082191780821918,0.2273972602739726,0.16712328767123288,0.25205479452054796,8.911475409836068,1.2163934426229506,84.50327868852459,0.15136065573770494,5.806065573770492,58.9950819672131,51.844262295081975,43.265606019887116,29.86948400967482,-1.0575786079011031,-0.16363528621338347,4.702340231120668,76.52923676431065,82.31063961300725,29.86948400967482,26.945632894383234,-0.9848078473528639,-0.044961650094060716,8.982982531577532,72.01319537758667,43.499274388605215,-1.0575786079011031,-0.9848078473528639,58.19408761085727,-0.6528700349368448,-8.496380542864824,-1.2450658425154582,-35.27932545014782,-0.16363528621338347,-0.044961650094060716,-0.6528700349368448,0.11391285353399613,1.6910142058586406,-0.3203113410373555,-0.25077661918839056,4.702340231120668,8.982982531577532,-8.496380542864824,1.6910142058586406,78.13660091373285,35.93247245364149,13.401059392636386,76.52923676431065,72.01319537758667,-1.2450658425154582,-0.3203113410373555,35.93247245364149,633.9260413867238,71.48546358505774,82.31063961300725,43.499274388605215,-35.27932545014782,-0.25077661918839056,13.401059392636386,71.48546358505774,392.1486965869391
0,4,0.1726027397260274,0.18082191780821918,0.2273972602739726,0.16712328767123288,0.25205479452054796,8.116304347826084,3.5945652173913056,86.91413043478263,4.764423913043477,50.407826086956526,90.98804347826082,30.372826086956533,27.98440808128545,23.541610349716446,-2.076534735349715,15.2735833057656,41.76612240075616,3.587042769376177,63.47403000945178,23.541610349716446,22.718122637051046,-0.14709711720226556,12.963739260396975,36.30464035916823,5.61178284499055,48.16333057655955,-2.076534735349715,-0.14709711720226556,36.929039461247655,5.000328792533085,21.273443761814764,3.8278863421550158,-49.05374645557655,15.2735833057656,12.963739260396975,5.000328792533085,25.86873550508035,75.54638179111532,8.032657242438558,26.749427823724012,41.76612240075616,36.30464035916823,21.273443761814764,75.54638179111532,552.9315104914936,11.83986531190925,70.01519092627598,3.587042769376177,5.61178284499055,3.8278863421550158,8.032657242438558,11.83986531190925,97.61583530245743,-26.69217273156898,63.47403000945178,48.16333057655955,-49.05374645557655,26.749427823724012,70.01519092627598,-26.69217273156898,372.77067462192787
1,0,0.14791553762219695,0.18651837978945002,0.22789027352907465,0.20295638899291674,0.23471942006636132,16.484799734074006,7.558814816828767,77.64041387136726,1.8458484640690895,23.442562749987026,65.60113750456316,118.56220564523976,33.16304874305023,30.969247358143072,9.05501013651016,4.383626753118912,42.899345241608245,51.98095820806328,44.320456061896834,30.969247358143072,34.43636538388455,6.707734276783724,5.460294069936382,64.56473143144636,73.15806354531537,44.703611353435086,9.05501013651016,6.707734276783724,58.903268647038765,5.216915161917818,64.027990399722,3.5474171423091567,-43.689033403309615,4.383626753118912,5.460294069936382,5.216915161917818,8.890751310110664,42.00213261639378,16.61515629738353,5.312052316585635,42.899345241608245,64.56473143144636,64.027990399722,42.00213261639378,487.66615429939304,197.39524944937918,47.43640356323789,51.98095820806328,73.15806354531537,3.5474171423091567,16.61515629738353,197.39524944937918,470.51059129927626,50.07419795726601,44.320456061896834,44.703611353435086,-43.689033403309615,5.312052316585635,47.43640356323789,50.07419795726601,473.13905471609326
1,1,0.14791553762219695,0.18651837978945002,0.22789027352907465,0.20295638899291674,0.23471942006636132,26.3745583825419,10.634466505198326,55.413635943071085,0.6242752191719371,3.5214921571844964,31.81671561867983,261.37599311991016,30.86903864662648,22.505442928523372,-21.514308298136537,0.8768085925208369,-0.465840167549822,-29.65850556009886,68.65595665154873,22.505442928523372,24.776533702601963,-11.865958471875137,1.517168802001416,8.48991220986683,10.382734875988124,36.28712198902671,-21.514308298136537,-11.865958471875137,65.70139813187352,4.006700728953858,24.620278572420094,94.84906891233045,-79.11817400671023,0.8768085925208369,1.517168802001416,4.006700728953858,4.493392318350424,11.066031939855119,25.012826084745573,-8.389620728679859,-0.465840167549822,8.48991220986683,24.620278572420094,11.066031939855119,53.720642222948236,110.80655316581283,-33.35793293731218,-29.65850556009886,10.382734875988124,94.84906891233045,25.012826084745573,110.80655316581283,573.7878674351172,-199.72555899378878,68.65595665154873,36.28712198902671,-79.11817400671023,-8.389620728679859,-33.35793293731218,-199.72555899378878,812.9473407779474
1,2,0.14791553762219695,0.18651837978945002,0.22789027352907465,0.20295638899291674,0.23471942006636132,20.711424185395984,7.882442232372622,62.31740535575369,0.2390823678962972,6.538487949579911,42.37013384548608,182.88845282829516,48.631178666914785,44.98243107833556,8.533301736596622,0.7720403542124935,19.4207293168182,72.6133324374419,51.46906829366339,44.98243107833556,53.519065821949,15.044199755116587,0.9332045220694195,30.38336469918619,129.82354071621415,39.255251272116915,8.533301736596622,15.044199755116587,78.50568911147911,1.8666311272228362,33.934246598411086,81.71102283189516,-36.604490348977066,0.7720403542124935,0.9332045220694195,1.8666311272228362,0.4572623742741403,4.186552587938817,7.707699022921889,-2.2688781193379315,19.4207293168182,30.38336469918619,33.934246598411086,4.186552587938817,106.17585033317413,152.45950275859835,-13.43489040738102,72.6133324374419,129.82354071621415,81.71102283189516,7.707699022921889,152.45950275859835,908.5709258269903,4.332443374173549,51.46906829366339,39.255251272116915,-36.604490348977066,-2.2688781193379315,-13.43489040738102,4.332443374173549,459.3856116970196
1,3,0.14791553762219695,0.18651837978945002,0.22789027352907465,0.20295638899291674,0.23471942006636132,9.40668182395528,1.5631062673563758,84.59455868251818,0.14444101071336618,6.147861290074897,62.84197477191743,53.798267109862536,45.15215356055064,29.52730982132474,-3.787066984450179,-0.21036832948299364,1.952396323550341,55.91815176125232,110.67831348954294,29.52730982132474,25.8540278223921,-1.1438249778395508,-0.06429664836349058,7.013654187434107,63.12741195065118,52.45223098146581,-3.787066984450179,-1.1438249778395508,55.046014788270966,-0.3902136081432564,0.993212772220339,12.863647167011308,-57.39834404560054,-0.21036832948299364,-0.06429664836349058,-0.3902136081432564,0.0960262865107412,1.490593834084454,0.05843395107125473,-0.835426477817377,1.952396323550341,7.013654187434107,0.993212772220339,1.490593834084454,68.19639689969725,51.5903322974173,-16.497636490669063,55.91815176125232,63.12741195065118,12.863647167011308,0.05843395107125473,51.5903322974173,694.641615059299,-24.677487937581578,110.67831348954294,52.45223098146581,-57.39834404560054,-0.835426477817377,-16.497636490669063,-24.677487937581578,594.446447966909
1,4,0.14791553762219695,0.18651837978945002,0.22789027352907465,0.20295638899291674,0.23471942006636132,8.314522731933202,3.8117812045789856,86.64260254982779,5.10997858289021,53.29821516387868,90.37979214153687,30.96294267497215,29.59749395955707,24.96511290460961,-2.0228444317788106,15.621672137516311,37.31387978767974,4.690748778131432,68.61870261364959,24.96511290460961,23.6542320343544,0.42713573572956187,12.990789771605888,31.100652605256958,6.4555093312391545,51.93059967008911,-2.0228444317788106,0.42713573572956187,39.720519474238586,6.61594924481191,31.534882093593527,5.732360413068676,-57.29134874975133,15.621672137516311,12.990789771605888,6.61594924481191,26.107157684787786,66.78668821634858,11.421962547068508,26.36022962050306,37.31387978767974,31.100652605256958,31.534882093593527,66.78668821634858,473.85749490029144,33.62033864474863,58.41758883648073,4.690748778131432,6.4555093312391545,5.732360413068676,11.421962547068508,33.62033864474863,107.60849795694755,-33.89220674525344,68.61870261364959,51.93059967008911,-57.29134874975133,26.36022962050306,58.41758883648073,-33.89220674525344,407.61955350313474
