day,cluster0,cluster1,cluster2,cluster3,cluster4,weighted_mean,max
37,0.0,3.734380834477685e-220,3.694532956634888e-33,1.0,7.9344341809696775e-47,3.0,3
38,0.0,5.661111840305361e-125,0.9948950382676549,0.005090984399013533,1.3977333331647723e-05,2.005118939065677,2
39,0.9999833412662519,2.762444746430028e-81,2.274119800718516e-09,1.6656459628355288e-05,1.05482198890526e-90,4.9973927124667305e-05,0
40,0.9999845788315785,1.7373459354736807e-49,1.7397003223951638e-07,1.524719838909055e-05,1.365854111072457e-73,4.608953523175068e-05,0
41,0.0,3.1533926625614066e-231,0.835082051496696,0.16489175916139193,2.618934191210792e-05,2.1649441378452163,2
42,0.999989439807032,8.077645473529519e-63,1.1255220925877524e-13,1.0560192855364068e-05,5.520833292459433e-125,3.1680578791196626e-05,0
43,0.9999969125523791,1.2178549767081085e-67,1.965642438294076e-20,3.087447620831392e-06,1.474749428025688e-215,9.262342862494215e-06,0
44,0.9999983032973992,3.108342107156325e-59,1.1987472481307835e-11,1.696690613369861e-06,2.4636645444085517e-46,5.090095815054546e-06,0
45,0.0,9.980018278306324e-301,1.0643471183232323e-10,0.9999999997684356,1.2512970386298903e-10,3.000000000018695,3
46,0.0,0.0,5.717713290267811e-22,0.010832718014492216,0.9891672819855079,3.989167281985508,4
47,0.0,0.0,2.4984699316607383e-242,0.9999997063438084,2.9365619167955574e-07,3.0000002936561923,3
48,0.0,1.1118615115204183e-103,0.060040586978277376,0.9380717888316263,0.0018876241900962851,2.9418470372118186,3
49,0.9999966532162974,1.3058217594171377e-28,3.8383374918506436e-13,3.3467833187462264e-06,3.5503654010084198e-68,1.0040350723906178e-05,0
50,0.0,3.1230714581136382e-201,0.0023732695246441427,0.011899039330581888,0.985727691144774,3.9833544216201298,4
51,0.0,0.0,1.3867526900058358e-70,0.999999565281157,4.3471884295822804e-07,3.0000004347188427,3
52,0.0,3.158782422464466e-94,0.9514060409041413,0.04859395908415545,1.1703126120666543e-11,2.0485939591075613,2
53,0.0,5.5159249614842035e-114,1.4980456351562378e-17,1.0,2.3966471527030145e-170,3.0,3
54,0.0,4.037335431279067e-11,3.410737948454617e-07,0.9999996588858319,2.0251430701512428e-29,2.9999996588454585,3
55,0.0,2.3078566358201665e-91,0.0011217243736061382,0.9988782756263939,1.9604195217849985e-26,2.9988782756263936,3
56,0.9999842313414519,5.0527973383737225e-43,1.5620038576461823e-07,1.561245816252213e-05,4.852694323625606e-57,4.714977525909563e-05,0
57,0.9999986923998334,2.131618628661781e-74,7.409092415484914e-26,1.307600166577906e-06,2.2870452492845104e-249,3.922800499733718e-06,0
58,0.9999998446502046,2.0444222620084129e-81,5.706899564106931e-32,1.5534979544023595e-07,2.394049e-317,4.660493863207078e-07,0
59,0.9999999009604936,4.326162652453671e-61,2.839991769227392e-29,9.903950633080908e-08,5.994223606664784e-255,2.9711851899242724e-07,0
60,0.999995526063543,5.894769901773603e-33,5.631452367268162e-10,4.4733733116783375e-06,1.2099354075157243e-61,1.3421246225508467e-05,0
61,0.999999896593908,4.409670367071632e-85,2.2063649038762756e-31,1.034060920843501e-07,1.477807812469638e-302,3.102182762530503e-07,0
62,0.9999993438497131,4.1521224679620106e-104,1.9467292235670149e-28,6.561502869046852e-07,3.294233544458399e-267,1.9684508607140555e-06,0
63,0.9999942666630717,1.1904095028046663e-40,9.341387503307892e-12,5.733327586812795e-06,1.1979271098743148e-76,1.7200001443213392e-05,0
64,0.9999986566334766,3.9978974906325322e-28,1.6164248672808942e-14,1.3433665071144501e-06,1.637480491603039e-85,4.030099553671848e-06,0
65,0.9999998739475984,1.0255163910645482e-69,1.2446298059978615e-28,1.26052401581774e-07,3.346937631309187e-227,3.78157204745322e-07,0
66,0.999999885098085,1.0381541164519302e-105,2.8531498519011766e-32,1.1490191495990194e-07,3.4481236398523427e-307,3.447057448797058e-07,0
67,0.9999999285725767,1.103037393408337e-67,7.586668189981035e-31,7.142742332453127e-08,3.535556932355222e-303,2.1428226997359381e-07,0
68,0.9999999519419209,1.7716651765839557e-65,3.81932549220702e-33,4.8058079066848033e-08,0.0,1.441742372005441e-07,0
69,0.9999999993563453,1.140432745395793e-34,6.975400424908348e-40,6.436546916417139e-10,0.0,1.9309640749251416e-09,0
70,0.9999999971781054,2.457945863696541e-32,9.034286528815955e-31,2.821894679719922e-09,1.3241470476912312e-193,8.465684039159766e-09,0
71,0.9999999991805181,5.7010223185230165e-33,1.8401669038351397e-37,8.19481975490746e-10,0.0,2.4584459264722383e-09,0
72,0.0,4.734140802809845e-98,6.960951132489879e-09,0.9999999930390489,2.2019347780676962e-66,2.9999999930390486,3
73,0.0,3.139091223635173e-29,0.0,0.9999999999999997,2.845883081647627e-16,3.0000000000000004,3
74,0.9999817932624377,2.0482448676005433e-35,2.256961477100158e-07,1.79810414143845e-05,1.746843851906729e-61,5.439451653857354e-05,0
75,0.9997952820052208,2.156589232710164e-51,0.00018917399279728503,1.5544001974149572e-05,7.838955980849617e-15,0.00042497999154837463,0
76,0.9999678735789471,2.856151031519411e-25,1.682064415258627e-07,3.195821461132088e-05,8.852716485929507e-46,9.621105671701438e-05,0
77,0.0,5.441119059745666e-82,1.2240002611400599e-09,0.9999999987759997,9.944647360858604e-136,2.9999999987759995,3
78,0.9999999442752904,7.642354566224951e-29,6.2439046911529215e-31,5.5724709623224146e-08,1.2790804717014412e-280,1.6717412886967244e-07,0
79,0.9999999685876764,1.2563916872470365e-43,7.717621040181797e-33,3.141232368786466e-08,0.0,9.423697106359399e-08,0
80,0.9999999835220259,1.0936472220656536e-42,6.821314036960263e-34,1.6477974053349942e-08,0.0,4.9433922160049826e-08,0
81,0.9999999749156898,7.831889730317695e-42,1.0428698513479665e-32,2.5084310239787375e-08,0.0,7.525293071936212e-08,0
82,0.9999999459597685,8.643273311762739e-43,2.6909687877891754e-31,5.404023157881066e-08,0.0,1.6212069473643197e-07,0
83,0.9999999444228695,4.40807625692784e-40,9.364328636613735e-32,5.5577130459873924e-08,0.0,1.6673139137962177e-07,0
84,0.9999998632587678,1.2025034080412294e-43,1.7448427397623496e-30,1.3674123212808826e-07,0.0,4.1022369638426475e-07,0
85,0.9999985555683786,2.3921890586906545e-48,4.824993004280525e-24,1.4444316214285063e-06,2.5802680011071278e-288,4.333294864285519e-06,0
86,0.9999989933903691,1.3302164180474287e-38,2.6879980390777076e-25,1.0066096308408636e-06,1.765078448480906e-297,3.019828892522591e-06,0
87,0.999991409669588,9.80663578090813e-72,1.2536826179117383e-10,8.590205043715074e-06,3.0743166872626966e-36,2.5770865867668803e-05,0
88,0.0,0.0,2.388880001239084e-90,0.01574693587842545,0.9842530641215745,3.9842530641215745,4
89,0.0,8.7131538908877e-20,0.9996151594384681,0.00038483936771266885,1.193819229026197e-09,2.000384841755351,2
90,0.0,0.0,0.0,0.001268605073320097,0.99873139492668,3.99873139492668,4
91,0.0,0.0,0.002427168997026324,0.002020762403642575,0.9955520685993312,3.993124899602305,4
92,0.0,5.16921304839657e-128,5.63087257503553e-11,0.9999999999436913,1.1710821313930523e-28,2.9999999999436913,3
93,0.9999961845201175,7.281979968721133e-126,1.1659758035402474e-15,3.815479881455001e-06,3.934732134968352e-58,1.1446439646696954e-05,0
94,0.0,0.0,0.002922957708872376,0.002649905093836275,0.9944271371972915,3.9915041794884196,4
95,0.0,8.742475539645819e-46,0.9750530251413747,0.0249465164241938,4.584344315239418e-07,2.024947433293057,2
96,0.0,6.27104373182675e-310,1.3463882557059414e-97,0.9999993453142372,6.546857628081244e-07,3.000000654685763,3
97,0.0,5.131847273680366e-119,0.0,1.4126154680168125e-05,0.9999858738453198,3.99998587384532,4
98,0.0,2.911709495502549e-169,0.0,1.0,3.6907163665785856e-28,3.0,3
99,0.0,5.551446898277228e-57,0.00012677704646301167,0.999873222953537,3.010371721277261e-69,2.999873222953537,3
100,0.9999976921022606,1.314752314922398e-118,1.5182927335984363e-21,2.3078977392768632e-06,9.371667536681156e-137,6.923693217830593e-06,0
101,0.9999988954945946,2.0237876167674484e-57,9.822833969668249e-20,1.1045054053431142e-06,2.468419394442381e-127,3.313516216029539e-06,0
102,0.9999975382038182,1.6123071374508079e-71,3.2988072235853734e-14,2.461796148848424e-06,2.5662535404178966e-66,7.385388512521417e-06,0
103,0.0,5.7140531534835e-05,8.062670230774237e-24,0.9999428594684652,1.5648298830690186e-71,2.9998857189369303,3
104,0.0,1.0860952530285234e-12,5.0631175139851586e-05,0.9999493688237742,2.26628973223808e-76,2.9999493688226884,3
105,0.9999918815161866,3.724085388516852e-38,2.633604623813428e-19,8.118483813403778e-06,2.365765108352702e-113,2.435545144021186e-05,0
106,0.9999994741430024,1.3488814019728455e-58,4.974284853881969e-27,5.258569976056108e-07,2.879476234928378e-208,1.5775709928168322e-06,0
107,0.9999994809196763,1.2540889745318298e-87,2.7886889164912177e-28,5.190803237683514e-07,1.335474703661915e-186,1.5572409713050544e-06,0
108,0.9999967144562424,3.5542244345274236e-58,7.24843670538972e-21,3.2855437576440283e-06,1.906287520507693e-138,9.856631272932101e-06,0
109,0.9999990444186471,3.276142320296551e-84,4.981094466152861e-27,9.555813529524794e-07,4.0507987449481973e-193,2.8667440588574383e-06,0
110,0.9999602805435638,5.540961845806956e-29,9.028388841959128e-08,3.96291725479045e-05,1.0481959969558768e-42,0.00011906808542055269,0
111,0.9999852876466035,1.0124699830419589e-23,7.662381348608369e-18,1.4712353396487955e-05,2.6096851502571566e-151,4.4137060189479195e-05,0
112,0.9999326332258733,7.074808349053429e-49,3.183803296612439e-05,3.552874116061274e-05,8.603762228090559e-19,0.00017026228941409045,0
113,0.0,0.0,0.0,0.9999943368412381,5.663158761917625e-06,3.000005663158762,3
114,0.0,2.0821768985662205e-44,0.9924137048326681,0.007586295147608975,1.972282956052617e-11,2.0075862951870542,2
115,0.0,0.0,0.0,0.005473368134485912,0.994526631865514,3.9945266318655137,4
116,0.0,9.042743226623218e-78,2.016168802428881e-89,1.0,3.53505474362346e-30,3.0,3
117,0.9999970771450578,8.99734938108825e-49,5.2174848261956646e-23,2.92285494229574e-06,3.676945724052101e-228,8.76856482688722e-06,0
118,0.999995362873892,6.367758694516314e-106,6.2090279545148e-22,4.6371261079323994e-06,1.467667277623161e-111,1.3911378323797201e-05,0
119,0.0,0.9906715050817139,1.6313251240737088e-06,0.009326863593162062,1.3094798181534398e-24,1.0186553585114482,1
120,0.0,3.652330642059193e-58,0.5104489672612308,0.4895510327387694,8.75130766946203e-41,2.4895510327387695,2
121,0.0,1.8865011493720952e-44,1.2743812460867296e-09,0.9999999987256187,1.6503347329639894e-128,2.999999998725619,3
122,0.0,1.3581444612238903e-14,0.00023840802259809428,0.9997615919773883,1.87546127325857e-80,2.9997615919773746,3
123,0.0,7.983322807718676e-52,0.0,1.0,9.626008828917247e-54,3.0,3
124,0.0,6.477242868572025e-15,2.418621915095645e-05,0.9999758137808425,6.912628078496375e-30,2.9999758137808357,3
125,0.0,9.334770032753273e-50,5.4142753605410346e-05,0.9999458572461438,2.506176220523488e-13,2.9999458572466446,3
126,0.999992513098226,4.446572834918238e-31,1.5906728678421922e-21,7.486901774025591e-06,1.6855619532256104e-194,2.2460705322076774e-05,0
127,0.0,4.798797210865604e-48,8.893734562577171e-15,0.9999999999999911,5.02268704032693e-192,2.999999999999991,3
128,0.0,2.4614605258057e-12,1.1830208182396851e-12,0.9999999999963556,5.142788476044181e-183,2.999999999993894,3
129,0.9999758823887919,7.767601664436707e-35,8.916516170227957e-16,2.4117611207203135e-05,5.261017913702365e-113,7.235283362339272e-05,0
130,0.9999801445790056,4.5788981975029915e-80,1.9868284076226594e-12,1.9855419007623115e-05,8.904510387474651e-151,5.9566260996526154e-05,0
131,0.0,3.6566164758426856e-59,1.3672006270635807e-05,0.9999863279937293,1.0314652991641506e-26,2.9999863279937293,3
132,0.9999370152281879,1.0542351812269891e-50,7.075069678960299e-17,6.298477181206062e-05,8.623936616043683e-70,0.00018895431543632335,0
133,0.9999990662019109,8.392991912235509e-35,9.638987460341909e-30,9.33798089123365e-07,0.0,2.801394267370095e-06,0
134,0.9999921012680283,5.079013041742093e-25,8.529780986829141e-20,7.898731971840803e-06,9.662138610258874e-176,2.369619591552258e-05,0
135,0.0,1.861675312977715e-09,2.902996173229365e-66,0.9999999981383246,3.376334602891403e-40,2.999999996276649,3
136,0.0,2.9211970964372063e-12,1.0023341389078143e-14,0.9999999999970688,1.3892643544284598e-60,2.9999999999941473,3
137,0.9999560617480605,2.929871993154641e-20,4.6819147364667567e-17,4.3938251939531295e-05,1.655005041632951e-131,0.00013181475581868757,0
138,0.0,7.09715140343915e-08,1.3044492767973335e-232,0.999999929028486,2.606873327459744e-120,2.999999858056972,3
139,0.0,0.9999818816812268,0.0,1.8118318773173763e-05,4.031621317667069e-71,1.0000362366375464,1
140,0.0,8.036465816981056e-16,3.8487559619943243e-07,0.999999615124403,4.323653084230223e-29,2.9999996151244024,3
141,0.9999432558904989,3.1698960830875423e-31,3.589788997483984e-10,5.674375052213629e-05,2.0413890924414896e-70,0.00017023196952420836,0
142,0.0,2.264943840382393e-59,3.7952155263684376e-06,0.9999962047844737,5.013259206066763e-21,2.9999962047844737,3
143,0.0,1.0076759633881537e-79,2.3268584857639809e-07,0.9999997672130349,1.0111658173634673e-10,2.999999767415268,3
144,0.0,2.2142490669265496e-29,0.00015534041978935962,0.9998446595802107,9.761389990035763e-37,2.999844659580211,3
145,0.9999306863776076,1.7106923140633064e-66,7.738257341604682e-09,6.930588413502894e-05,1.0985900071290994e-26,0.00020793312891977003,0
146,0.0,6.428449991510609e-45,7.001338122300146e-25,0.9999999999742953,2.5704645909685657e-11,3.0000000000257048,3
147,0.9999811063116686,7.276051463316582e-22,4.511471007286538e-15,1.889368832691081e-05,5.419837580043455e-114,5.668106498975537e-05,0
148,0.0,1.36331347417997e-102,1.8304308463932748e-06,0.9999981695691537,4.509173374117713e-98,2.999998169569154,3
149,0.9999934971565162,7.678383990793109e-37,2.374264572008124e-19,6.5028434837523e-06,1.3126841915247554e-181,1.9508530451257375e-05,0
150,0.0,4.399511537210894e-08,2.32932328035566e-12,0.9999999560025553,1.1984427922454478e-154,2.99999991200744,3
151,0.0,4.670413108899535e-05,7.352408017000668e-12,0.9999532958615586,3.0717711530178446e-89,2.9999065917304697,3
152,0.9999979185995159,7.366142313756629e-20,3.313248101163117e-25,2.0814004840946108e-06,1.0640972427281794e-210,6.244201452283906e-06,0
153,0.0,0.999999337748761,0.0,6.622512389353554e-07,3.8231291556542045e-88,1.000001324502478,1
154,0.0,1.9412483521501463e-91,0.36917796657954716,0.6308220334204528,2.3471278380930994e-32,2.630822033420453,3
155,0.0,1.568224181208179e-82,0.37595108016108764,0.6240489198389124,5.735713739874901e-22,2.6240489198389128,3
156,0.9998967794903156,3.052306644761402e-82,3.545907297800779e-05,6.77614367062209e-05,2.1350175682454107e-46,0.0002742024560746783,0
157,0.0,1.2695575563618456e-56,0.0013704339482309162,0.9986295660517691,5.134390819458028e-21,2.9986295660517692,3
158,0.0,4.362945170232114e-11,8.387489161008121e-05,0.9999161250647606,2.4274987513661194e-55,2.9999161250211315,3
159,0.0,0.9992402949314518,6.547178139535876e-11,0.0007597050030763891,1.2287051425416808e-34,1.0015194100716245,1
160,0.9999947910953952,3.644857481520009e-27,1.1912446902100396e-24,5.208904604864021e-06,6.281542730362609e-234,1.5626713814592063e-05,0
161,0.9999847943801756,1.6389630330611936e-29,2.946524025384292e-14,1.5205619794905148e-05,3.272830781212575e-168,4.561685944364592e-05,0
162,0.9999936923504347,1.4482189338570145e-36,4.896653225506891e-19,6.3076495653888284e-06,4.8347269988484655e-238,1.8922948696167465e-05,0
163,0.0,1.342845639986075e-23,2.7533852116671605e-10,0.9999999997246614,1.0469126313156497e-90,2.999999999724661,3
164,0.9999986496688457,1.3350122763928656e-19,1.0087000253218593e-27,1.3503311542755118e-06,1.370141658779274e-249,4.0509934628266695e-06,0
165,0.9999998353217788,4.1248509850227105e-17,1.4313765067060013e-29,1.646782212238593e-07,0.0,4.940346637128263e-07,0
166,0.9999812387729075,2.099815180248029e-34,1.7092477806711577e-18,1.876122709251942e-05,3.8632389532110854e-138,5.628368127756167e-05,0
167,0.9999952599548916,4.321421419918302e-26,1.3621327852658784e-23,4.740045108370511e-06,1.0557653131330263e-177,1.4220135325111532e-05,0
168,0.9999997163297768,1.6402542132526367e-33,3.590050141374937e-26,2.8367022318616753e-07,1.7981991206330455e-294,8.510106695585026e-07,0
169,0.9999996253059952,3.0680956661498934e-94,1.3296551347431183e-28,3.7469400483023236e-07,0.0,1.1240820144906971e-06,0
170,0.0,1.5289956474748265e-81,0.0004830544434721442,0.9995169455565279,1.577752520021033e-91,2.999516945556528,3
171,0.9999989847791717,1.4655467721538662e-28,2.122440001318044e-26,1.0152208282558137e-06,4.510646941187169e-235,3.045662484767441e-06,0
172,0.0,9.811775034731737e-69,0.0002525643818568096,0.9997474356181432,6.2798131117437205e-43,2.999747435618143,3
173,0.0,2.6305774061532247e-114,4.964307093794359e-12,0.9999999999950356,2.3053304284381894e-221,2.9999999999950355,3
174,0.0,8.26653517271595e-195,0.0,0.9999999999999997,3.202920156814416e-16,3.0000000000000004,3
175,0.0,0.9966775508951576,7.509456369412115e-13,0.003322449104091534,3.6035609801615477e-87,1.0066448982089342,1
176,0.9999936725639275,6.211718071903296e-26,1.4584882358491616e-21,6.32743607254873e-06,1.101540531099791e-250,1.8982308217646195e-05,0
177,0.0,0.9998475908307037,4.5273345500623565e-21,0.0001524091692962223,4.2637516882688693e-66,1.0003048183385923,1
178,0.0,1.2200806442515506e-06,8.91844510532363e-08,0.9999986907349048,1.0873843425588125e-73,2.999997470654261,3
179,0.9999281587755702,3.812990484422945e-172,1.9484657672403187e-07,7.164637785309807e-05,7.586679953419292e-22,0.00021532882671274227,0
180,0.0,5.941650276229722e-88,1.0578464318885657e-05,0.9999894215356812,6.172559053749589e-112,2.9999894215356813,3
181,0.0,3.4915582453458e-311,1.2489966929741212e-184,0.999999999999571,4.2911120780006383e-13,3.0000000000004294,3
182,0.9999978539630574,2.915782193147945e-22,3.322895567568529e-27,2.1460369425179855e-06,2.5895288068956246e-305,6.438110827553957e-06,0
183,0.9999991891867657,4.984608087469631e-17,3.943451949007985e-28,8.108132343257022e-07,0.0,2.432439703026953e-06,0
184,0.999916156420693,2.4089684439246163e-79,1.0540309798497829e-13,8.384357920160522e-05,4.2411067387123684e-70,0.0002515307378156219,0
185,0.9999991772484074,5.948674590768693e-17,5.212153628986635e-31,8.227515926823349e-07,1.7072584477591307e-254,2.4682547781064917e-06,0
186,0.9999913441047305,9.664949408775587e-116,2.856962660028938e-15,8.655895266743885e-06,8.210459083046809e-102,2.596768580594558e-05,0
187,0.0,0.0,2.7687039323715383e-177,0.9987893208089136,0.001210679191086421,3.0012106791910864,3
188,0.0,2.7125867673343194e-05,1.058346942234607e-06,0.9999718157853844,6.72442291073547e-67,2.999944689917711,3
189,0.0,4.0118042689370956e-19,6.857160821295358e-05,0.9999314283917871,3.490900397950389e-27,2.999931428391787,3
190,0.0,6.468246370329758e-54,0.00044446288566217745,0.9995555371143379,3.519389288239407e-24,2.999555537114338,3
191,0.0,2.3226498362193366e-173,2.788591980490406e-11,0.9999993114873517,6.884847623868988e-07,3.0000006884568764,3
192,0.9999972310648182,1.4935435011734606e-69,2.900094709925842e-30,2.7689351816889164e-06,3.7337247866980126e-224,8.306805545066749e-06,0
193,0.9999913490902761,2.4569951800860767e-48,5.391557118770439e-15,8.650909718444715e-06,1.886875695915255e-129,2.595272916611726e-05,0
194,0.0,1.0689128165131797e-61,1.9262174082365732e-08,0.9999999807378258,2.419804609909541e-52,2.9999999807378255,3
195,0.9999781865978982,1.5233949429648628e-42,2.055169962748555e-13,2.1813401896403814e-05,4.434456444890988e-104,6.544020610024543e-05,0
196,0.9999969827305798,1.682961126233761e-23,2.907345688270177e-20,3.0172694202810328e-06,4.1745057195769004e-212,9.051808260843156e-06,0
197,0.9999996438152037,3.435800684372969e-21,2.0430299708508023e-30,3.561847962517605e-07,7.858548782732814e-267,1.0685543887552848e-06,0
198,0.9999998165114743,3.408860992387259e-19,2.539794286444903e-28,1.8348852567287242e-07,8.69812928167273e-263,5.504655770189582e-07,0
199,0.9999999120732145,3.0354252842375832e-27,1.8003839360460312e-31,8.792678552178649e-08,0.0,2.6378035656535946e-07,0
200,0.999998697090004,2.5823190179143515e-63,4.1673648613980815e-22,1.3029099960077983e-06,4.607664904537956e-208,3.908729988023396e-06,0
201,0.0,2.120246127571395e-204,1.5155822510175674e-05,0.9999848441774899,5.7337136132377034e-46,2.9999848441774897,3
202,0.9999963292187112,3.584161516675987e-14,2.59636727681983e-24,3.6707812530152514e-06,2.8592780864653753e-263,1.1012343794887368e-05,0
203,0.0,1.5257861485539107e-177,1.2527047619229206e-06,0.9999987472952381,1.9762548263738323e-25,2.9999987472952383,3
204,0.9999932058260403,1.042790422376896e-61,2.8811321435569528e-18,6.79417395959421e-06,1.722982396749095e-235,2.0382521878788393e-05,0
205,0.0,2.5381481691382093e-40,7.536912094815395e-14,0.9999999999999247,3.4905845487091115e-193,2.999999999999925,3
206,0.9998823488709258,1.2117202528804861e-100,4.713122979393014e-17,0.00011765112907427963,2.723547146227177e-50,0.00035295338722293317,0
207,0.9999663097940128,1.8796687893204563e-41,1.6910972852892463e-14,3.369020597025815e-05,2.9515896011095903e-130,0.00010107061794459639,0
208,0.999962016488195,2.2949424646138672e-110,1.9473524511157057e-20,3.798351180497257e-05,6.027005003326349e-66,0.00011395053541491774,0
209,0.0,7.544380953443159e-38,0.0,1.0,2.5762786004260705e-25,3.0,3
210,0.0,1.2156301915502005e-62,0.0006819385666019678,0.999318061433398,1.8462546398055232e-58,2.9993180614333976,3
211,0.9999374866631748,2.684371325804811e-56,1.4313490264653353e-07,6.237020192250049e-05,1.6246734042423575e-74,0.00018739687557279454,0
212,0.9999254656347863,6.445620058073728e-136,3.179170085728787e-07,7.421644820500663e-05,6.090819427613372e-48,0.00022328517863216566,0
213,0.999956334094177,3.817159882703368e-46,9.575417473276884e-12,4.3665896247606366e-05,2.071914953154057e-126,0.00013099770789365403,0
214,0.9999986282907343,4.441721438307814e-63,8.876027096974495e-22,1.3717092658198686e-06,4.1769978392968507e-283,4.115127797459607e-06,0
215,0.9999996190814852,1.6440491689101738e-76,2.654290618374778e-26,3.8091851482241246e-07,4.465504368053784e-309,1.1427555444672373e-06,0
216,0.0,1.709971002117158e-73,3.399950828382055e-11,0.9999999999660006,2.366025414818349e-125,2.999999999966001,3
217,0.0,0.9995471558027731,8.597284709085372e-162,0.0004528441972268881,1.8882323691867098e-73,1.0009056883944538,1
218,0.9999997192822,2.0006861343568867e-16,2.0000096265093507e-31,2.807177997808741e-07,1.6573463545207283e-286,8.421533995426909e-07,0
219,0.9999998178088387,3.0940436933055413e-23,9.420247264503531e-32,1.821911612026674e-07,0.0,5.465734836080022e-07,0
220,0.9999998549510217,4.76798539445502e-69,1.3587438477180112e-29,1.450489782510366e-07,1.4799733592003178e-290,4.351469347531098e-07,0
221,0.9999997079099987,7.452952736696528e-114,1.4584791337305328e-25,2.9209000127215245e-07,1.2971202073947474e-241,8.762700038164573e-07,0
222,0.9999998831044933,5.9884346343760526e-52,4.45596866892732e-31,1.1689550669653772e-07,1.8755594162624986e-305,3.506865200896131e-07,0
