day,cluster0,cluster1,weighted_mean,max
0,1.0,7.070239917940275e-24,7.070239917940275e-24,0
1,0.0007459237910581099,0.9992540762089419,0.9992540762089419,1
2,0.9999875303327758,1.2469667224226663e-05,1.2469667224226663e-05,0
3,1.0,9.228931149353604e-30,9.228931149353604e-30,0
4,1.0,0.0,0.0,0
5,1.0,0.0,0.0,0
6,1.0,1.7554387759690912e-234,1.7554387759690912e-234,0
7,1.0,0.0,0.0,0
8,1.0,0.0,0.0,0
9,0.003527592669486443,0.9964724073305136,0.9964724073305136,1
10,1.0,5.384451371581859e-56,5.384451371581859e-56,0
11,2.5423804835444267e-06,0.9999974576195164,0.9999974576195164,1
12,1.0,3.860356001491381e-56,3.860356001491381e-56,0
13,1.0,0.0,0.0,0
14,2.0702603324071196e-05,0.9999792973966759,0.9999792973966759,1
15,0.013472749663646113,0.9865272503363539,0.9865272503363539,1
16,0.4495029925188866,0.5504970074811135,0.5504970074811135,1
17,1.0,2.2753498485318036e-28,2.2753498485318036e-28,0
18,2.57565385775023e-05,0.9999742434614225,0.9999742434614225,1
19,1.0,0.0,0.0,0
20,0.9979485595320854,0.0020514404679145416,0.0020514404679145416,0
21,6.39190097387229e-06,0.9999936080990262,0.9999936080990262,1
22,3.1997623566938022e-06,0.9999968002376433,0.9999968002376433,1
23,1.0964519535915621e-05,0.999989035480464,0.999989035480464,1
24,6.168967739548167e-06,0.9999938310322604,0.9999938310322604,1
25,0.008050918172681604,0.9919490818273184,0.9919490818273184,1
26,0.002880229617741615,0.9971197703822584,0.9971197703822584,1
27,0.00020643294792197753,0.999793567052078,0.999793567052078,1
28,7.316920897365165e-06,0.9999926830791025,0.9999926830791025,1
29,0.004061033704608731,0.9959389662953912,0.9959389662953912,1
30,0.008373792353736663,0.9916262076462633,0.9916262076462633,1
31,2.2173331198636963e-05,0.9999778266688014,0.9999778266688014,1
32,1.963530834983447e-05,0.9999803646916502,0.9999803646916502,1
33,0.02279800024228019,0.9772019997577198,0.9772019997577198,1
34,0.9999726743182745,2.732568172548198e-05,2.732568172548198e-05,0
35,1.0,0.0,0.0,0
36,5.252265797416344e-05,0.9999474773420258,0.9999474773420258,1
37,1.0,4.7076472345078e-107,4.7076472345078e-107,0
38,2.0829876794258847e-05,0.9999791701232057,0.9999791701232057,1
39,5.1401990536706556e-05,0.9999485980094633,0.9999485980094633,1
40,0.00010758742259635904,0.9998924125774037,0.9998924125774037,1
41,0.00014243614568900049,0.999857563854311,0.999857563854311,1
42,8.736785941279771e-05,0.9999126321405872,0.9999126321405872,1
43,8.470439484572662e-05,0.9999152956051542,0.9999152956051542,1
44,1.0,0.0,0.0,0
45,1.0,0.0,0.0,0
46,1.0,9.737734557409969e-28,9.737734557409969e-28,0
47,0.9999400336854306,5.9966314569479326e-05,5.9966314569479326e-05,0
48,0.0004141639145185736,0.9995858360854813,0.9995858360854813,1
49,0.0004929992156473658,0.9995070007843526,0.9995070007843526,1
50,0.00012933243085118387,0.9998706675691489,0.9998706675691489,1
51,1.0,0.0,0.0,0
52,0.0001151066970314712,0.9998848933029685,0.9998848933029685,1
53,0.21549740617609683,0.7845025938239031,0.7845025938239031,1
54,3.9391047035963465e-05,0.999960608952964,0.999960608952964,1
55,1.0,0.0,0.0,0
56,1.0,0.0,0.0,0
57,1.0,5.649290143826863e-55,5.649290143826863e-55,0
58,1.9069655928235355e-05,0.9999809303440717,0.9999809303440717,1
59,2.8685456889358812e-05,0.9999713145431106,0.9999713145431106,1
60,1.684475603779828e-05,0.9999831552439622,0.9999831552439622,1
61,0.00012789277684388124,0.999872107223156,0.999872107223156,1
62,0.000775980839772559,0.9992240191602275,0.9992240191602275,1
63,0.000142771961231654,0.9998572280387684,0.9998572280387684,1
64,0.0004397510609854437,0.9995602489390146,0.9995602489390146,1
65,0.0002484978693755545,0.9997515021306245,0.9997515021306245,1
66,0.9991097111793104,0.0008902888206896002,0.0008902888206896002,0
67,2.246087894322744e-05,0.9999775391210568,0.9999775391210568,1
68,0.0005528088407709752,0.9994471911592291,0.9994471911592291,1
69,3.269374020980999e-05,0.9999673062597901,0.9999673062597901,1
70,2.226150237044486e-05,0.9999777384976296,0.9999777384976296,1
71,3.284367567671548e-05,0.9999671563243232,0.9999671563243232,1
72,0.0001396971584536752,0.9998603028415463,0.9998603028415463,1
73,7.879590845013338e-05,0.9999212040915498,0.9999212040915498,1
74,0.00043908897245450437,0.9995609110275454,0.9995609110275454,1
75,2.514074701293568e-06,0.9999974859252986,0.9999974859252986,1
76,6.000792736009959e-06,0.999993999207264,0.999993999207264,1
77,4.789964424572166e-06,0.9999952100355755,0.9999952100355755,1
78,1.1887138607281434e-05,0.9999881128613928,0.9999881128613928,1
