day,cluster,cluster0,cluster1,cluster2,cluster3,cluster4,temp_mu,windspeed_mu,precip_mu,cloudcover_mu,visibility_mu,sealevelpressure_mu,solarradiation_mu,sigma00,sigma01,sigma02,sigma03,sigma04,sigma05,sigma06,sigma10,sigma11,sigma12,sigma13,sigma14,sigma15,sigma16,sigma20,sigma21,sigma22,sigma23,sigma24,sigma25,sigma26,sigma30,sigma31,sigma32,sigma33,sigma34,sigma35,sigma36,sigma40,sigma41,sigma42,sigma43,sigma44,sigma45,sigma46,sigma50,sigma51,sigma52,sigma53,sigma54,sigma55,sigma56,sigma60,sigma61,sigma62,sigma63,sigma64,sigma65,sigma66
66,4,0.08115546387231201,0.1122542142249015,0.08704987194745373,0.6637151468958025,0.05582530305953007,7.522938739072334,5.5968847721187815,1.080143045780885,48.827491358011926,9.340697680974506,1021.7833681893374,585.1134989838332,11.190254161325825,6.646929927005826,1.76637764416866,83.72323122222775,-0.567932469041423,-15.342720097226147,-320.34230702371315,6.646929927005826,6.1649514496407605,1.9924009933506108,40.63553700728216,-0.5223352983451994,-15.973263548024327,-244.73536388085228,1.76637764416866,1.9924009933506108,2.0706350057743474,16.716655414460217,-0.613246287990947,-5.901593582538289,-183.50648890405174,83.72323122222775,40.63553700728216,16.716655414460217,1303.6702904062859,-11.727777522584672,-133.50902974774604,-1454.0306549015359,-0.567932469041423,-0.5223352983451994,-0.613246287990947,-11.727777522584672,0.42290135562158715,1.789721018761542,44.54785622726368,-15.342720097226147,-15.973263548024327,-5.901593582538289,-133.50902974774604,1.789721018761542,65.87695883595227,683.7961322133672,-320.34230702371315,-244.73536388085228,-183.50648890405174,-1454.0306549015359,44.54785622726368,683.7961322133672,24995.53916258971
67,0,0.08537275561112766,0.12997972234005564,0.08473678600223263,0.641069640170879,0.05884109587570515,11.139407889391494,17.25729951979371,4.401270971887232,66.8871542889124,9.738853227327517,1008.7043441729555,460.5211778640764,13.797587436573437,18.933296343945074,4.665057584805485,-12.84049891388121,-0.0035770489426859894,-4.773265928301216,-36.60898405555555,18.933296343945074,86.65639179157688,16.146895127726673,-40.75004318973427,0.31441095621835924,-14.032929202828894,-38.885918420594656,4.665057584805485,16.146895127726673,27.632104458929955,10.533637831786939,-0.6199868424915549,-11.991334041321524,-117.40245110709715,-12.84049891388121,-40.75004318973427,10.533637831786939,237.14068078577648,-1.5889236415629524,-23.906009057759526,-360.7744149226744,-0.0035770489426859894,0.31441095621835924,-0.6199868424915549,-1.5889236415629524,0.05438554004953258,0.21456190362486838,4.338782617925997,-4.773265928301216,-14.032929202828894,-11.991334041321524,-23.906009057759526,0.21456190362486838,46.46749937321056,70.03146281975985,-36.60898405555555,-38.885918420594656,-117.40245110709715,-360.7744149226744,4.338782617925997,70.03146281975985,1521.9555068651541
67,1,0.08537275561112766,0.12997972234005564,0.08473678600223263,0.641069640170879,0.05884109587570515,18.08790080997414,15.207780034534183,3.4719539434372773,36.36225590490777,9.775616075973954,1017.1889375462974,516.9118861017689,43.42297852499454,26.742869805250233,6.401358368842582,-58.7345116918801,0.6799898046363342,-20.095160710992378,49.360643266414755,26.742869805250233,48.84987013041307,6.670498544628952,-32.24273402630586,0.8632301942599929,-24.41641326763814,0.12880560900380256,6.401358368842582,6.670498544628952,60.96890319264172,24.343171258922027,0.25132210681034256,-17.403027031337135,-25.663546831641373,-58.7345116918801,-32.24273402630586,24.343171258922027,658.7727458683407,-3.34370088136946,-11.093410409355775,-516.5833232209579,0.6799898046363342,0.8632301942599929,0.25132210681034256,-3.34370088136946,0.10600700733271277,-0.43404507185598495,3.0172733964205998,-20.095160710992378,-24.41641326763814,-17.403027031337135,-11.093410409355775,-0.43404507185598495,41.202147680701074,58.535569461400485,49.360643266414755,0.12880560900380256,-25.663546831641373,-516.5833232209579,3.0172733964205998,58.535569461400485,4501.71322107907
67,2,0.08537275561112766,0.12997972234005564,0.08473678600223263,0.641069640170879,0.05884109587570515,10.590506872884404,9.341971884719827,10.643915849048629,71.17016355659632,7.064825306472679,1014.5872379066425,499.3991884135274,8.803122598034882,7.151903639526829,19.024693981214956,32.30386608296491,0.11344327257031143,-11.300688317576974,-35.77102885026659,7.151903639526829,20.725118550177115,42.55824124612658,32.998375506708925,1.9983602993914014,-25.420349525212682,-57.16641941975521,19.024693981214956,42.55824124612658,352.3759211411376,100.60249366761519,7.778355404148746,-117.6877500601627,-374.7464772789647,32.30386608296491,32.998375506708925,100.60249366761519,386.3241109792462,-11.869993791734265,-89.95395291470318,-351.6248775729343,0.11344327257031143,1.9983602993914014,7.778355404148746,-11.869993791734265,3.068642300606456,0.5143998461977178,5.546077833667705,-11.300688317576974,-25.420349525212682,-117.6877500601627,-89.95395291470318,0.5143998461977178,118.31377684572048,139.01690909300763,-35.77102885026659,-57.16641941975521,-374.7464772789647,-351.6248775729343,5.546077833667705,139.01690909300763,1550.9227277878765
67,3,0.08537275561112766,0.12997972234005564,0.08473678600223263,0.641069640170879,0.05884109587570515,19.01439339573077,16.252829964660688,0.0036446965760499324,20.70784961764343,9.995597251777411,1018.3750475616689,526.7257983045495,59.775208922834175,27.986488080347485,0.003788661393622277,-31.2299518605029,0.01489185554445375,-25.51364390558329,27.53296261353124,27.986488080347485,54.294100698826576,0.004098667045221274,-36.45626576869379,0.024001604587912725,-15.909388360185282,13.58272669879038,0.003788661393622277,0.004098667045221274,0.00015792411852105358,0.020277128262951985,6.18489630438195e-06,-0.010388609636367408,-0.0454001561061653,-31.2299518605029,-36.45626576869379,0.020277128262951985,478.8754532208969,0.0035864087479431663,-9.390730340828126,-622.4643047438548,0.01489185554445375,0.024001604587912725,6.18489630438195e-06,0.0035864087479431663,0.0006005897005858416,-0.01640365986188793,-0.16107432592191379,-25.51364390558329,-15.909388360185282,-0.010388609636367408,-9.390730340828126,-0.01640365986188793,35.40431762554758,23.137302855319582,27.53296261353124,13.58272669879038,-0.0454001561061653,-622.4643047438548,-0.16107432592191379,23.137302855319582,4527.371926146293
67,4,0.08537275561112766,0.12997972234005564,0.08473678600223263,0.641069640170879,0.05884109587570515,7.748213741843458,5.699309440520518,1.028659169303498,50.99644052564659,9.34790566703816,1021.0933972950128,577.0526460067969,11.130277954329337,6.458644597223449,1.426789935363786,84.78968976902927,-0.45369580481261323,-15.700010779540333,-307.7469705153985,6.458644597223449,6.0573545697556535,1.7985785026471313,40.628186647313946,-0.458416564795166,-16.343106387317615,-234.11040913510686,1.426789935363786,1.7985785026471313,2.0023151865334374,14.443829311201833,-0.5819535959011315,-5.198898190261324,-164.45683357061628,84.78968976902927,40.628186647313946,14.443829311201833,1274.5526569908238,-10.352479198480633,-134.75075318630803,-1427.1793511169083,-0.45369580481261323,-0.458416564795166,-0.5819535959011315,-10.352479198480633,0.40109650945072095,1.4219420892367047,38.51943504907489,-15.700010779540333,-16.343106387317615,-5.198898190261324,-134.75075318630803,1.4219420892367047,68.27116147145053,662.069544254923,-307.7469705153985,-234.11040913510686,-164.45683357061628,-1427.1793511169083,38.51943504907489,662.069544254923,23307.77177608732
68,0,0.08817377034776412,0.13950659156573883,0.08306649445229264,0.6291970659598622,0.06005607767434226,11.213879367228435,17.35645559831582,4.289854927509853,66.45757370136869,9.743434508157401,1009.0591029407454,460.99736475934094,13.889212436513615,19.633442909364074,4.2199114102238084,-14.94580758399248,0.017515962692168045,-4.688015166365556,-33.90114780243338,19.633442909364074,86.863699186566,15.22086355962706,-45.254110534108264,0.355367492268729,-16.703616627844916,-35.17196601021845,4.2199114102238084,15.22086355962706,27.144332125766606,10.726737500942619,-0.6175687628399537,-12.009074131497954,-112.63767699556288,-14.94580758399248,-45.254110534108264,10.726737500942619,245.12102480174906,-1.7272415985545362,-23.04603998015125,-353.3808439871283,0.017515962692168045,0.355367492268729,-0.6175687628399537,-1.7272415985545362,0.055071049820405595,0.20672848363419935,4.290001708609384,-4.688015166365556,-16.703616627844916,-12.009074131497954,-23.04603998015125,0.20672848363419935,52.17131452723607,79.22020373293263,-33.90114780243338,-35.17196601021845,-112.63767699556288,-353.3808439871283,4.290001708609384,79.22020373293263,1475.08208331506
68,1,0.08817377034776412,0.13950659156573883,0.08306649445229264,0.6291970659598622,0.06005607767434226,18.47230915375619,15.317246905282603,3.2216997106273997,34.256469793579406,9.78837707040722,1017.2597857071597,518.5348429586492,41.795438058009914,24.86887574915047,4.986114936376718,-56.0402709028685,0.6174705732613354,-19.863952282369677,51.222876191496155,24.86887574915047,45.57033303093189,5.842102527869703,-28.165952525243625,0.7801103781863452,-23.917272475485248,1.0321626512636968,4.986114936376718,5.842102527869703,57.50074578860813,28.741138819408036,0.2040647025863696,-16.87896511519329,-31.638817564971237,-56.0402709028685,-28.165952525243625,28.741138819408036,644.067097624136,-2.9058033852371685,-12.282033229715248,-532.9324900695658,0.6174705732613354,0.7801103781863452,0.2040647025863696,-2.9058033852371685,0.09870040537001162,-0.44103293400641325,3.1265067795970776,-19.863952282369677,-23.917272475485248,-16.87896511519329,-12.282033229715248,-0.44103293400641325,39.638980501590225,61.140739226896876,51.222876191496155,1.0321626512636968,-31.638817564971237,-532.9324900695658,3.1265067795970776,61.140739226896876,4395.895669819321
68,2,0.08817377034776412,0.13950659156573883,0.08306649445229264,0.6291970659598622,0.06005607767434226,10.5904427024265,9.363070383070282,10.854787692422049,71.46970536116726,7.017017795237855,1014.5050742356639,499.2196635518419,8.74942702658546,7.174072477674722,19.186306222737574,32.814296330260575,0.11433927643490163,-11.506722533476113,-35.942020082837765,7.174072477674722,21.0216582858933,43.15027424020576,33.79733612480905,2.0702915414648513,-25.94251668782958,-57.70466678648784,19.186306222737574,43.15027424020576,357.44276033382295,100.50612646728916,8.424829091590652,-119.18371587890853,-379.62292130235306,32.814296330260575,33.79733612480905,100.50612646728916,382.1104330620327,-11.362857094891408,-88.4566777064076,-353.45352724894315,0.11433927643490163,2.0702915414648513,8.424829091590652,-11.362857094891408,3.0121880085096113,0.3311818186943025,5.2580712197415505,-11.506722533476113,-25.94251668782958,-119.18371587890853,-88.4566777064076,0.3311818186943025,119.27523287966663,141.9030753310326,-35.942020082837765,-57.70466678648784,-379.62292130235306,-353.45352724894315,5.2580712197415505,141.9030753310326,1573.7220839521644
68,3,0.08817377034776412,0.13950659156573883,0.08306649445229264,0.6291970659598622,0.06005607767434226,18.95894305286066,16.22226779790879,0.002971511719879945,20.62842803682627,9.997583838264015,1018.4363514252811,527.3888145059673,60.68330492988555,28.628214554344975,0.004219745072043969,-30.27343759144679,0.018282213146199197,-26.18513784404515,17.3072898441975,28.628214554344975,54.88636397846934,0.0038607272471506285,-36.62263457687843,0.02162860435451746,-15.94324510261582,7.422390663755586,0.004219745072043969,0.0038607272471506285,0.00011942781296800493,0.011261816082028406,7.1796529153277726e-06,-0.008767673917422598,-0.03977212518459205,-30.27343759144679,-36.62263457687843,0.011261816082028406,474.1022147494295,-0.0098853100318054,-8.875878003755833,-623.400393161311,0.018282213146199197,0.02162860435451746,7.1796529153277726e-06,-0.0098853100318054,0.00023577833614329144,-0.015248259499572694,-0.12957704863415506,-26.18513784404515,-15.94324510261582,-0.008767673917422598,-8.875878003755833,-0.015248259499572694,35.49115066663936,28.75666954191654,17.3072898441975,7.422390663755586,-0.03977212518459205,-623.400393161311,-0.12957704863415506,28.75666954191654,4732.779298542945
68,4,0.08817377034776412,0.13950659156573883,0.08306649445229264,0.6291970659598622,0.06005607767434226,7.834849029429742,5.730687439044626,1.0088494393252847,53.090133976204626,9.335311136529864,1020.3581984197931,568.7519148535846,10.95501582884165,6.523964331241926,1.2517383005653442,85.79451418591407,-0.4040178554940702,-15.999631122800956,-287.38176531541467,6.523964331241926,6.25822418116584,1.7182861531423617,43.364578797717904,-0.4495082840830439,-17.11883948983788,-226.01210249472666,1.2517383005653442,1.7182861531423617,1.963066267096107,12.929460755721166,-0.5548486127671102,-4.631606968937647,-150.24932025522352,85.79451418591407,43.364578797717904,12.929460755721166,1258.437417325307,-9.470379984144829,-135.13702267496637,-1280.056120300386,-0.4040178554940702,-0.4495082840830439,-0.5548486127671102,-9.470379984144829,0.3854362656212745,1.1435080273206066,33.10578640716306,-15.999631122800956,-17.11883948983788,-4.631606968937647,-135.13702267496637,1.1435080273206066,69.97309332263053,626.344986643002,-287.38176531541467,-226.01210249472666,-150.24932025522352,-1280.056120300386,33.10578640716306,626.344986643002,21778.68353804364
69,0,0.09162898552192436,0.15724836773730705,0.08297684245709361,0.6049037029884462,0.063242101295229,11.307374220499488,17.307980945382642,4.224446275984163,65.96594418664746,9.745897027038218,1009.6768324702361,462.5378703930358,13.95007173851223,19.102604033100295,3.9059877172184514,-16.612330369320407,0.03030970651873738,-3.2486245937133433,-29.77099961401097,19.102604033100295,84.82896322615072,14.850546983443117,-46.132454984889,0.36979632718123806,-18.038900736490756,-38.45447913473242,3.9059877172184514,14.850546983443117,26.493084396463676,10.214661716581269,-0.6019167994861654,-12.330852926089902,-110.85179470049754,-16.612330369320407,-46.132454984889,10.214661716581269,257.1719862887983,-1.8602997496618952,-28.756713087691285,-357.46935229582044,0.03030970651873738,0.36979632718123806,-0.6019167994861654,-1.8602997496618952,0.0556252557582158,0.23321963359369088,4.339754139869387,-3.2486245937133433,-18.038900736490756,-12.330852926089902,-28.756713087691285,0.23321963359369088,60.64158005599742,101.64281013097967,-29.77099961401097,-38.45447913473242,-110.85179470049754,-357.46935229582044,4.339754139869387,101.64281013097967,1482.1464213845613
69,1,0.09162898552192436,0.15724836773730705,0.08297684245709361,0.6049037029884462,0.063242101295229,18.461923343032286,14.92616478665934,2.7943450259317855,33.171626690459604,9.811060237179044,1017.4861596341576,524.3228867578658,40.74303572621079,25.016218958282415,4.853908220893416,-45.93270654112712,0.5296514791356357,-20.785127481860364,28.073663742910796,25.016218958282415,44.87781961567012,6.1894893463791405,-20.067376046849237,0.6403099254612041,-26.663460254174584,-50.681704930251335,4.853908220893416,6.1894893463791405,51.78301078171111,26.85328575914478,0.13149681538886557,-16.114070248811423,-44.570271599981936,-45.93270654112712,-20.067376046849237,26.85328575914478,613.1555727534908,-2.4070039983615934,-13.1073980055806,-593.6937152881153,0.5296514791356357,0.6403099254612041,0.13149681538886557,-2.4070039983615934,0.08849696219069562,-0.3988233232140245,3.4284533712753866,-20.785127481860364,-26.663460254174584,-16.114070248811423,-13.1073980055806,-0.3988233232140245,40.06782379757903,106.39886869399629,28.073663742910796,-50.681704930251335,-44.570271599981936,-593.6937152881153,3.4284533712753866,106.39886869399629,5126.296444691211
69,2,0.09162898552192436,0.15724836773730705,0.08297684245709361,0.6049037029884462,0.063242101295229,10.609858970869968,9.371491204540748,10.894461408505718,71.61776455879408,7.015729429664711,1014.5367745138858,499.2709860358537,8.776843194914193,7.147191664576357,18.981638788943663,32.98616618262558,0.16466415015933353,-11.303377481268953,-35.82179108368325,7.147191664576357,21.035885126352667,43.195900021320455,34.28919763408552,2.0756575226510594,-26.021957751807932,-58.06968436996321,18.981638788943663,43.195900021320455,357.7458831231593,99.80955163964092,8.499156490494029,-119.6580413034881,-379.9516570693989,32.98616618262558,34.28919763408552,99.80955163964092,380.08665169384966,-11.020707627443016,-86.73017170295539,-355.10823346360365,0.16466415015933353,2.0756575226510594,8.499156490494029,-11.020707627443016,3.0163451456722736,0.4479709057979639,5.4720927192637365,-11.303377481268953,-26.021957751807932,-119.6580413034881,-86.73017170295539,0.4479709057979639,119.55193836532236,143.93407167601023,-35.82179108368325,-58.06968436996321,-379.9516570693989,-355.10823346360365,5.4720927192637365,143.93407167601023,1579.1349619969446
69,3,0.09162898552192436,0.15724836773730705,0.08297684245709361,0.6049037029884462,0.063242101295229,19.080918992268202,16.418852150527957,0.002101727405075147,20.277907444339892,9.999996933126834,1018.369406870133,526.7189465409482,60.792408705202405,27.856355449097457,0.0024823880283546306,-31.529270781216024,3.246591429682434e-05,-25.968390049745384,15.867369269378509,27.856355449097457,54.545881310946434,0.003750536891633997,-37.570927293496396,3.5645322509067746e-05,-14.869706234136444,16.677417132928422,0.0024823880283546306,0.003750536891633997,7.372746536048105e-05,-4.0958173532665244e-05,6.445731378089688e-09,-0.005651713986322121,-0.03579886083051643,-31.529270781216024,-37.570927293496396,-4.0958173532665244e-05,464.4892546921766,4.150056136109175e-05,-9.45610813484665,-632.2479083446851,3.246591429682434e-05,3.5645322509067746e-05,6.445731378089688e-09,4.150056136109175e-05,3.066779107566186e-07,-2.703637293916713e-05,-0.00040753925628004986,-25.968390049745384,-14.869706234136444,-0.005651713986322121,-9.45610813484665,-2.703637293916713e-05,35.162964173413165,24.442914768197877,15.867369269378509,16.677417132928422,-0.03579886083051643,-632.2479083446851,-0.00040753925628004986,24.442914768197877,4761.160364606788
69,4,0.09162898552192436,0.15724836773730705,0.08297684245709361,0.6049037029884462,0.063242101295229,7.641267542735254,5.592720318236414,0.9500020478194076,51.76794632427787,9.355666698017744,1020.2390537352728,562.4555446430377,11.211938928444942,6.779577077303981,1.2822681730710483,93.74717166976613,-0.4686684759433367,-16.66278117602763,-247.61769175635868,6.779577077303981,6.539082307021035,1.7237847523290715,49.97873821682922,-0.49636253355414456,-17.451947091048382,-197.15820102886556,1.2822681730710483,1.7237847523290715,1.9011726930284012,14.089454963482535,-0.5455629191822112,-4.432895861819417,-133.39967087980006,93.74717166976613,49.97873821682922,14.089454963482535,1320.018371123796,-9.841294480974181,-141.8181088596825,-1014.8480171110341,-0.4686684759433367,-0.49636253355414456,-0.5455629191822112,-9.841294480974181,0.3762738817455388,1.0656441692567262,27.26987324340986,-16.66278117602763,-17.451947091048382,-4.432895861819417,-141.8181088596825,1.0656441692567262,68.51673675332543,552.2644339790871,-247.61769175635868,-197.15820102886556,-133.39967087980006,-1014.8480171110341,27.26987324340986,552.2644339790871,19680.376935851717
70,0,0.09427216990856398,0.13095154318824836,0.0659053322972258,0.6526259325880519,0.05624502201791007,11.437800921353688,17.434849985494978,4.229270661191423,65.36708592311447,9.747535868089388,1010.0655418730545,463.9357620889399,14.254630909213882,18.746313639284303,3.5692302990124976,-17.081570631468416,0.03827560993574136,-1.6862391516238922,-26.11748765921597,18.746313639284303,82.5421863999785,13.701903428858147,-43.99850262678327,0.4000251116161499,-17.16665121540211,-39.16430613274329,3.5692302990124976,13.701903428858147,25.83717125348133,10.688057672773807,-0.6037675733880974,-11.485924810852005,-109.19969488512109,-17.081570631468416,-43.99850262678327,10.688057672773807,259.23979492621794,-1.9598645762726687,-37.713108779774146,-363.73353279024855,0.03827560993574136,0.4000251116161499,-0.6037675733880974,-1.9598645762726687,0.058054684439913386,0.2234674892020821,4.416684786882814,-1.6862391516238922,-17.16665121540211,-11.485924810852005,-37.713108779774146,0.2234674892020821,66.27191420260398,118.21380800358646,-26.11748765921597,-39.16430613274329,-109.19969488512109,-363.73353279024855,4.416684786882814,118.21380800358646,1496.4942470612484
70,1,0.09427216990856398,0.13095154318824836,0.0659053322972258,0.6526259325880519,0.05624502201791007,18.864932716025884,16.100556695468306,3.2148450341914185,31.766096165676597,9.89632495667276,1016.1784086161874,513.8382942672059,47.27815168236033,24.325975916979477,5.23100953821406,-35.06516620439572,0.5687132617905658,-20.223215124221532,41.09673745599687,24.325975916979477,31.993541499268566,3.676000748314568,-12.881008091877014,0.37426112852997745,-18.777252586175745,39.51532570529978,5.23100953821406,3.676000748314568,59.480222291103125,32.23713134784783,-0.07549450272219341,-15.753190351171659,-18.59197861362002,-35.06516620439572,-12.881008091877014,32.23713134784783,594.1819878538827,-2.5892615173872873,-22.32313712363469,-431.0450222095543,0.5687132617905658,0.37426112852997745,-0.07549450272219341,-2.5892615173872873,0.04801487095705349,-0.2296474764246835,5.318431224299795,-20.223215124221532,-18.777252586175745,-15.753190351171659,-22.32313712363469,-0.2296474764246835,36.02593841823185,33.394308221797374,41.09673745599687,39.51532570529978,-18.59197861362002,-431.0450222095543,5.318431224299795,33.394308221797374,3894.239739291872
70,2,0.09427216990856398,0.13095154318824836,0.0659053322972258,0.6526259325880519,0.05624502201791007,11.286706757783406,9.731861681107,13.84591521867916,78.26784672696871,6.897579166115895,1011.8135051477565,491.98474842239955,4.20043984009849,1.724134216071361,14.90438910263196,7.724643757541143,0.5901440613471767,-1.881462797317491,-26.01327869018895,1.724134216071361,16.00803189392914,49.87074697980315,18.8652526506294,3.2516677026895167,-22.859128218746267,-45.45964486439047,14.90438910263196,49.87074697980315,410.73944132479625,34.35152475105316,12.641530513718944,-113.0079093467474,-375.37155636678705,7.724643757541143,18.8652526506294,34.35152475105316,197.31425668568448,-11.370956762027824,-21.92501665493545,-125.82379181840943,0.5901440613471767,3.2516677026895167,12.641530513718944,-11.370956762027824,3.5728933816059194,-1.5254168116744538,1.4067693529159084,-1.881462797317491,-22.859128218746267,-113.0079093467474,-21.92501665493545,-1.5254168116744538,108.7903012873581,114.23600590563998,-26.01327869018895,-45.45964486439047,-375.37155636678705,-125.82379181840943,1.4067693529159084,114.23600590563998,973.3800884794651
70,3,0.09427216990856398,0.13095154318824836,0.0659053322972258,0.6526259325880519,0.05624502201791007,18.564500926856454,15.760660393885747,0.000887540452206016,21.780735008530097,9.900955781971636,1018.7973888758257,528.9037154143737,62.08671369830945,31.69003342044748,0.0037456041394863314,-39.711193116606154,0.8344451218625032,-27.726989329089577,9.62523526865243,31.69003342044748,59.288483707989776,0.004600036537961468,-45.69596531885586,0.6934859471624056,-18.58532488708496,-6.5451810769729875,0.0037456041394863314,0.004600036537961468,1.3533758383026831e-05,0.0023786987362071684,6.559171393390283e-05,-0.0037263994895974876,-0.027941935295921344,-39.711193116606154,-45.69596531885586,0.0023786987362071684,503.0348618741887,-1.8072452294333525,-1.6148105122731662,-640.8873397588403,0.8344451218625032,0.6934859471624056,6.559171393390283e-05,-1.8072452294333525,0.20024744489467136,-0.47451925684294644,-1.3395411622764675,-27.726989329089577,-18.58532488708496,-0.0037263994895974876,-1.6148105122731662,-0.47451925684294644,35.88653233435595,34.37220500094394,9.62523526865243,-6.5451810769729875,-0.027941935295921344,-640.8873397588403,-1.3395411622764675,34.37220500094394,4981.882774204938
70,4,0.09427216990856398,0.13095154318824836,0.0659053322972258,0.6526259325880519,0.05624502201791007,7.7650294764127485,5.6352228310817205,1.0496410007678978,54.195558526133105,9.379710200694637,1019.922155938055,565.7209660430799,8.877363863981705,5.493873231321685,1.165568308994152,79.77349380498663,-0.6209756080630228,-16.01989061110296,-237.0211957818597,5.493873231321685,6.042377572254995,1.8096319191705863,41.92687638260906,-0.6123210872380452,-17.594892381895896,-199.61471469114412,1.165568308994152,1.8096319191705863,2.006872255801623,13.445377603586719,-0.6393813582794474,-4.657460510823562,-148.99622358143088,79.77349380498663,41.92687638260906,13.445377603586719,1324.6948382501753,-12.616543634665593,-144.40593473009676,-1098.2771712082356,-0.6209756080630228,-0.6123210872380452,-0.6393813582794474,-12.616543634665593,0.39370709523564185,1.7410678831114401,43.040261076277595,-16.01989061110296,-17.594892381895896,-4.657460510823562,-144.40593473009676,1.7410678831114401,72.79302435300323,618.0202291613875,-237.0211957818597,-199.61471469114412,-148.99622358143088,-1098.2771712082356,43.040261076277595,618.0202291613875,21179.429440882217
71,0,0.09766655436988216,0.13344557139996358,0.07095742564325462,0.6402847203308437,0.05764572825605615,11.725310662338586,17.530789473685864,4.152247226217375,65.61433698961758,9.740753442714693,1010.4393074274644,464.59467229243853,15.866940333896416,20.054443038381393,2.5644346057792555,-20.15652115156673,0.07922523797264797,-0.8671328308775219,-18.081583385919004,20.054443038381393,84.11119086942254,12.444128582742325,-50.34180935731942,0.49811918357936547,-19.16121098452229,-32.37311087780646,2.5644346057792555,12.444128582742325,25.112162993261713,9.749590959125786,-0.5934128850995436,-10.98867551129982,-106.76871169584764,-20.15652115156673,-50.34180935731942,9.749590959125786,251.8494877025921,-1.9545612256141145,-34.39514425085652,-346.7753879211603,0.07922523797264797,0.49811918357936547,-0.5934128850995436,-1.9545612256141145,0.06069675646035546,0.11030133573502199,4.258630484834329,-0.8671328308775219,-19.16121098452229,-10.98867551129982,-34.39514425085652,0.11030133573502199,69.56227505674978,120.99875928349077,-18.081583385919004,-32.37311087780646,-106.76871169584764,-346.7753879211603,4.258630484834329,120.99875928349077,1453.8918265719267
71,1,0.09766655436988216,0.13344557139996358,0.07095742564325462,0.6402847203308437,0.05764572825605615,19.398266920579402,16.818729443531268,3.123246626115758,29.39957173972118,9.920577166532711,1015.7774488692439,513.0741921777102,49.523224416522815,27.566952918184818,3.973251695274813,-26.9278505596307,0.44133257369368595,-20.72158914221414,21.314484184527135,27.566952918184818,36.70460913275309,1.7331820265213738,-6.7531969591644785,0.29728296846198865,-20.436996592624645,17.646692994712275,3.973251695274813,1.7331820265213738,59.724305625165634,36.99127086934996,-0.07623353180004525,-15.219767567566416,-14.137412113212598,-26.9278505596307,-6.7531969591644785,36.99127086934996,522.85042288806,-1.6958310361405071,-31.12067836223459,-372.0089570499313,0.44133257369368595,0.29728296846198865,-0.07623353180004525,-1.6958310361405071,0.033900507578002746,-0.19224221551573625,4.641025849408587,-20.72158914221414,-20.436996592624645,-15.219767567566416,-31.12067836223459,-0.19224221551573625,36.58005407577353,46.35948942215847,21.314484184527135,17.646692994712275,-14.137412113212598,-372.0089570499313,4.641025849408587,46.35948942215847,3873.750267436771
71,2,0.09766655436988216,0.13344557139996358,0.07095742564325462,0.6402847203308437,0.05764572825605615,10.961608892266858,9.684070731315899,12.831947267399743,76.1717618933827,6.92581958377181,1012.4061291671053,492.47151772682224,5.165437442703045,1.8045716716784008,17.14171835667485,19.205334814987175,0.5550059365899859,-4.731576189786984,-25.966148797227692,1.8045716716784008,15.364749582192506,46.470274835166144,21.286395879530833,3.073382547729951,-22.157635785711538,-42.976645533619724,17.14171835667485,46.470274835166144,392.8756234706823,60.371284918395624,11.227107522284681,-112.56161910327074,-356.8824236686086,19.205334814987175,21.286395879530833,60.371284918395624,267.32833302644025,-8.948215739351296,-40.10053883059398,-122.06977630712335,0.5550059365899859,3.073382547729951,11.227107522284681,-8.948215739351296,3.4144833889675756,-1.623965578652372,1.4811693974037459,-4.731576189786984,-22.157635785711538,-112.56161910327074,-40.10053883059398,-1.623965578652372,106.02048202416104,109.02027803168711,-25.966148797227692,-42.976645533619724,-356.8824236686086,-122.06977630712335,1.4811693974037459,109.02027803168711,904.9872093367023
71,3,0.09766655436988216,0.13344557139996358,0.07095742564325462,0.6402847203308437,0.05764572825605615,18.557774890960598,15.660064472148141,0.0005027502025408429,21.79412752716873,9.917712877003419,1018.8613965614602,529.9222675702888,61.361268041443246,30.422953428103153,0.0027350521724784807,-40.26433403154295,0.6100095025166953,-27.25899421137258,6.909456269735935,30.422953428103153,57.78343063173027,0.0019177134158098411,-47.44199306520346,0.5665279661212533,-17.420924805843494,-5.808994849857293,0.0027350521724784807,0.0019177134158098411,3.938305229388878e-06,0.004907190190755946,1.8230165719325723e-05,-0.0022743981723894772,-0.020226458745270386,-40.26433403154295,-47.44199306520346,0.004907190190755946,508.5560695871163,-1.633411290918637,-0.9737647628759619,-655.6826406147378,0.6100095025166953,0.5665279661212533,1.8230165719325723e-05,-1.633411290918637,0.1428618764127849,-0.40070367669397383,-2.0367144846285976,-27.25899421137258,-17.420924805843494,-0.0022743981723894772,-0.9737647628759619,-0.40070367669397383,35.72887308353436,36.62154428301167,6.909456269735935,-5.808994849857293,-0.020226458745270386,-655.6826406147378,-2.0367144846285976,36.62154428301167,5158.074640437544
