day,cluster,cluster0,cluster1,cluster2,cluster3,tempmax_mu,tempmin_mu,humidity_mu,precip_mu,precipcover_mu,cloudcover_mu,solarradiation_mu,sigma00,sigma01,sigma02,sigma03,sigma04,sigma05,sigma06,sigma10,sigma11,sigma12,sigma13,sigma14,sigma15,sigma16,sigma20,sigma21,sigma22,sigma23,sigma24,sigma25,sigma26,sigma30,sigma31,sigma32,sigma33,sigma34,sigma35,sigma36,sigma40,sigma41,sigma42,sigma43,sigma44,sigma45,sigma46,sigma50,sigma51,sigma52,sigma53,sigma54,sigma55,sigma56,sigma60,sigma61,sigma62,sigma63,sigma64,sigma65,sigma66
0,0,0.0547945205479452,0.4684931506849315,0.0821917808219178,0.39452054794520547,18.51,7.44,77.03,0.015349999999999999,0.833,27.03,746.8599999999999,104.85090000000002,79.1876,-63.1043,0.18720649999999997,10.52912,-79.77730000000001,-58.15110000000002,79.1876,69.6124,-45.13669999999998,0.22049599999999997,12.253429999999998,-13.84669999999998,-23.586399999999998,-63.1043,-45.13669999999998,238.0721,-0.052720500000000094,-3.14874,245.00009999999992,5.846699999999997,0.18720649999999997,0.22049599999999997,-0.052720500000000094,0.004415827500000001,0.11507894999999999,0.4232545000000001,0.2170490000000001,10.52912,12.253429999999998,-3.14874,0.11507894999999999,6.245000999999999,16.88491,11.77862,-79.77730000000001,-13.84669999999998,245.00009999999992,0.4232545000000001,16.88491,964.9640999999999,69.28770000000002,-58.15110000000002,-23.586399999999998,5.846699999999997,0.2170490000000001,11.77862,69.28770000000002,979.1574000000003
0,1,0.0547945205479452,0.4684931506849315,0.0821917808219178,0.39452054794520547,25.857894736842105,12.82690058479532,64.46491228070174,0.42620467836257303,1.340584795321637,11.105847953216378,544.3362573099415,75.17109264389045,60.40142505386274,-26.102705447830086,0.8654542320714073,-3.068764850723298,-12.392034472145273,15.802462296091097,60.40142505386274,57.400095071988,-16.823383605211855,0.8876751957867387,-0.6615537430320445,6.263117540439795,3.0966269963407447,-26.102705447830086,-16.823383605211855,166.7935056940597,5.969477941930852,7.869634554221816,84.08307068841695,-46.36685646865707,0.8654542320714073,0.8876751957867387,5.969477941930852,11.902620408399164,3.191503564515575,5.964216346910161,2.080442871310824,-3.068764850723298,-0.6615537430320445,7.869634554221816,3.191503564515575,6.428468663862369,8.408949796518588,-0.25898611538593874,-12.392034472145273,6.263117540439795,84.08307068841695,5.964216346910161,8.408949796518588,159.26885469033203,-51.82436407783598,15.802462296091097,3.0966269963407447,-46.36685646865707,2.080442871310824,-0.25898611538593874,-51.82436407783598,515.0712000273589
0,2,0.0547945205479452,0.4684931506849315,0.0821917808219178,0.39452054794520547,17.61,10.903333333333336,84.88333333333337,8.059800000000001,7.222666666666668,61.150000000000006,387.89333333333343,38.2649,28.526300000000006,-9.750499999999999,-12.094171333333328,-10.933593333333333,-79.74883333333331,47.97639999999999,28.526300000000006,25.61832222222222,2.37272222222222,5.095953999999998,-1.8559422222222233,-33.264166666666675,91.60168888888887,-9.750499999999999,2.37272222222222,122.72472222222221,71.19691999999999,42.64641111111111,185.69316666666666,192.46422222222225,-12.094171333333328,5.095953999999998,71.19691999999999,277.1287484933334,57.22861586666667,109.20370666666665,215.51891199999991,-10.933593333333333,-1.8559422222222233,42.64641111111111,57.22861586666667,35.809019555555565,85.62173333333334,89.38961777777776,-79.74883333333331,-33.264166666666675,185.69316666666666,109.20370666666665,85.62173333333334,562.2298333333332,478.59499999999997,47.97639999999999,91.60168888888887,192.46422222222225,215.51891199999991,89.38961777777776,478.59499999999997,2877.2572888888885
0,3,0.0547945205479452,0.4684931506849315,0.0821917808219178,0.39452054794520547,19.265972222222224,11.380555555555551,83.98124999999999,2.354409722222222,4.745694444444444,53.31319444444446,488.23958333333354,58.17391155478398,41.630380015432124,-48.03501302083332,-8.386549252507718,-10.372521508487658,-107.85427324459876,-47.35337528935184,41.630380015432124,37.01851080246913,-26.320781250000017,-1.3733246720678993,-1.4011045524691366,-46.459118441358015,-43.12443865740741,-48.03501302083332,-26.320781250000017,147.8031901041666,21.385959765625007,21.323009548611115,201.36830295138896,47.598728298611135,-8.386549252507718,-1.3733246720678993,21.385959765625007,43.54231839462771,16.91433558352624,46.27486612172067,-1.0372849681712821,-10.372521508487658,-1.4011045524691366,21.323009548611115,16.91433558352624,24.740156462191365,53.941223476080246,-0.8866351273148102,-107.85427324459876,-46.459118441358015,201.36830295138896,46.27486612172067,53.941223476080246,586.3657286844134,55.157324942129684,-47.35337528935184,-43.12443865740741,47.598728298611135,-1.0372849681712821,-0.8866351273148102,55.157324942129684,554.4185026041664
1,0,0.05483892916663838,0.48492779037305617,0.08635832174204047,0.3738749587182651,18.52366231025761,7.448718078492627,77.01648999770318,0.015337605674496812,0.8323282240214243,27.01224830838007,746.7493103734448,105.06026489375786,79.31848665881677,-63.323950590337475,0.18684558452071345,10.509239870823341,-79.99958193296867,-59.94391664170382,79.31848665881677,69.6860464231025,-45.277361242824476,0.22018388925558663,12.23626334364675,-14.016994042631039,-24.738150576912634,-63.323950590337475,-45.277361242824476,238.13506050215682,-0.052470317621673326,-3.1349238913050312,245.0899076758255,7.670051878368144,0.18684558452071345,0.22018388925558663,-0.052470317621673326,0.00441244305633549,0.11499618295925747,0.4231845803374608,0.2185648430352859,10.509239870823341,12.23626334364675,-3.1349238913050312,0.11499618295925747,6.240512237598202,16.88605538435403,11.860740532991683,-79.99958193296867,-14.016994042631039,245.0899076758255,0.4231845803374608,16.88605538435403,964.5747107361631,71.66010379761333,-59.94391664170382,-24.738150576912634,7.670051878368144,0.2185648430352859,11.860740532991683,71.66010379761333,993.4938084883427
1,1,0.05483892916663838,0.48492779037305617,0.08635832174204047,0.3738749587182651,25.555839955838632,12.635517969559286,64.55622368142507,0.07842971181177136,1.1179196370057267,11.191829976072281,541.1787956066032,78.34726908749022,62.19312169536991,-27.755884518247253,-0.28247428071005287,-2.0739550947054424,-14.63799891131341,30.454270359876784,62.19312169536991,58.41742917848436,-18.5013516767972,-0.15624640851079183,-0.2572260754485258,4.0424359771249945,10.638552810802274,-27.755884518247253,-18.5013516767972,168.5670951717721,0.23355742700135476,3.829694643422167,78.00107601740541,-67.73991952198782,-0.28247428071005287,-0.15624640851079183,0.23355742700135476,0.12706596663056818,0.2958589400113875,0.7092886199027426,0.18046102347955062,-2.0739550947054424,-0.2572260754485258,3.829694643422167,0.2958589400113875,4.717567375816801,2.6793217178126882,-0.36082175090609053,-14.63799891131341,4.0424359771249945,78.00107601740541,0.7092886199027426,2.6793217178126882,148.02240540001728,-86.83986066930512,30.454270359876784,10.638552810802274,-67.73991952198782,0.18046102347955062,-0.36082175090609053,-86.83986066930512,647.1292071162818
1,2,0.05483892916663838,0.48492779037305617,0.08635832174204047,0.3738749587182651,17.90281888319712,11.219671098780102,85.53253088422899,12.895377717634442,8.359071684280952,61.30437664381012,403.1588428190434,41.09600476500897,27.62323521760229,-9.597497791039551,-3.192316766049398,-10.469813869756335,-93.01571309876445,110.9113699512464,27.62323521760229,23.171301990728587,4.846959227508578,10.990601493455026,-0.4755737592795502,-34.69923408402883,141.39575619846994,-9.597497791039551,4.846959227508578,122.45552339007241,89.68850431431994,46.947920272834274,189.75435242450425,255.33690686912746,-3.192316766049398,10.990601493455026,89.68850431431994,366.7557278432316,70.0004698820106,119.4749463907273,608.0488000215277,-10.469813869756335,-0.4755737592795502,46.947920272834274,70.0004698820106,36.29421997676263,93.08603001700702,168.08699344589627,-93.01571309876445,-34.69923408402883,189.75435242450425,119.4749463907273,93.08603001700702,604.4931020683044,424.43292741029984,110.9113699512464,141.39575619846994,255.33690686912746,608.0488000215277,168.08699344589627,424.43292741029984,4813.196405794937
1,3,0.05483892916663838,0.48492779037305617,0.08635832174204047,0.3738749587182651,19.31688646404775,11.496646404164956,84.56350866417931,1.710011220884631,4.894649148863972,54.93973842780781,487.44677924628337,56.149471898117916,40.64685570568731,-49.876418683444676,-5.400416494446054,-10.37930787575542,-111.73528015777494,-43.71190437003244,40.64685570568731,36.098081305310465,-29.289383039103946,-1.4726171708430573,-2.677327532164194,-54.327404544278295,-45.092540596565236,-49.876418683444676,-29.289383039103946,132.10950673554927,12.214574269920368,16.89411649483996,182.23823224129072,36.641293101960486,-5.400416494446054,-1.4726171708430573,12.214574269920368,15.921666470279602,9.797762751335487,20.839379081619704,9.762107121659591,-10.37930787575542,-2.677327532164194,16.89411649483996,9.797762751335487,23.299014277297132,40.529081283724565,6.330153374988157,-111.73528015777494,-54.327404544278295,182.23823224129072,20.839379081619704,40.529081283724565,537.2282904891687,24.547155678296306,-43.71190437003244,-45.092540596565236,36.641293101960486,9.762107121659591,6.330153374988157,24.547155678296306,759.3024494636097
2,0,0.0547968299900915,0.5370649486366977,0.08666012487059588,0.3214780965026147,18.51084673034485,7.440553812596953,77.02907276087012,0.015349381830633224,0.8329671406441544,27.02888850696239,746.8538983034482,104.8641004546572,79.19588563775271,-63.117400671896064,0.18718579233654856,10.527985085045966,-79.7907253750598,-58.26195422280642,79.19588563775271,69.61715900040389,-45.14484388599256,0.22047832642057635,12.252461908861859,-13.85657046714257,-23.658712979204488,-63.117400671896064,-45.14484388599256,238.07575012280532,-0.05270381295761758,-3.1478170542972563,245.00671051173282,5.96794740737934,0.18718579233654856,0.22047832642057635,-0.05270381295761758,0.004415651783265228,0.11507469680912454,0.423254165207881,0.2171284952248808,10.527985085045966,12.252461908861859,-3.1478170542972563,0.11507469680912454,6.244772515172947,16.88515937287474,11.782819274332663,-79.7907253750598,-13.85657046714257,245.00671051173282,0.423254165207881,16.88515937287474,964.9476116370787,69.4364107124808,-58.26195422280642,-23.658712979204488,5.96794740737934,0.2171284952248808,11.782819274332663,69.4364107124808,979.9857273402093
2,1,0.0547968299900915,0.5370649486366977,0.08666012487059588,0.3214780965026147,25.311938429813218,12.568935985933253,65.64576138266894,0.04577423643102587,1.061283565140124,12.663501520252709,536.2560396046905,78.9629097210333,62.23239657548473,-29.7913791946739,-0.2569655404857643,-1.354240374254689,-23.221710759879684,31.92214698943411,62.23239657548473,58.06203191687628,-19.535147914673463,-0.2057188686863627,0.06217085606696757,-1.448933448784318,7.013727810621545,-29.7913791946739,-19.535147914673463,176.08155527730457,0.004125676957526472,1.9254394164265907,93.14399969758645,-97.6609317518649,-0.2569655404857643,-0.2057188686863627,0.004125676957526472,0.03198088073405672,0.17752901384680683,-0.014106477522167158,0.2718056439447131,-1.354240374254689,0.06217085606696757,1.9254394164265907,0.17752901384680683,4.4081181070724345,0.3143140189908783,-2.093872026496774,-23.221710759879684,-1.448933448784318,93.14399969758645,-0.014106477522167158,0.3143140189908783,175.82401365837364,-133.15604442503434,31.92214698943411,7.013727810621545,-97.6609317518649,0.2718056439447131,-2.093872026496774,-133.15604442503434,832.0757734306012
2,2,0.0547968299900915,0.5370649486366977,0.08666012487059588,0.3214780965026147,17.85003069524886,11.207012787780268,86.31281307986067,14.993659337918466,9.301752934068658,61.5079103440288,412.91821130144103,38.45331065743626,25.2495395583287,-6.031511374838834,1.9611507570565108,-8.984199858443633,-86.40687331301935,120.32096035624399,25.2495395583287,21.040196178075718,8.009897625683955,15.952760609695217,0.9840041569067192,-28.177911636513883,151.3824720258705,-6.031511374838834,8.009897625683955,121.26550174377005,88.1053709734383,46.593352785215735,185.71231016791208,300.7672074016138,1.9611507570565108,15.952760609695217,88.1053709734383,347.31940335024643,63.195135657710665,119.45975268568648,682.6978773091521,-8.984199858443633,0.9840041569067192,46.593352785215735,63.195135657710665,32.905604338554184,94.70013273594205,224.30957181838187,-86.40687331301935,-28.177911636513883,185.71231016791208,119.45975268568648,94.70013273594205,589.3416859666594,425.9009652703,120.32096035624399,151.3824720258705,300.7672074016138,682.6978773091521,224.30957181838187,425.9009652703,6061.810656858457
2,3,0.0547968299900915,0.5370649486366977,0.08666012487059588,0.3214780965026147,18.730158823637552,11.427711215717814,85.77370448466358,1.4528211297933515,5.34376439349798,59.50882653139603,484.42100752348586,50.56893598589994,37.68418628393535,-48.90019813528673,-5.501247296933438,-9.797924737006003,-100.46812605471112,-43.00702961750416,37.68418628393535,33.69453718085133,-30.55302128848754,-2.5885343960898624,-3.5065826344306315,-55.49881020204012,-45.71335901456126,-48.90019813528673,-30.55302128848754,117.9315613257039,8.50126330140188,13.38457585304268,152.27798095570893,28.543591463224164,-5.501247296933438,-2.5885343960898624,8.50126330140188,8.91489802650568,6.695350732545931,12.1408296281523,6.7483724820182545,-9.797924737006003,-3.5065826344306315,13.38457585304268,6.695350732545931,22.484283550653245,24.71810235370071,12.850486286741239,-100.46812605471112,-55.49881020204012,152.27798095570893,12.1408296281523,24.71810235370071,437.65993464724033,21.533667446347568,-43.00702961750416,-45.71335901456126,28.543591463224164,6.7483724820182545,12.850486286741239,21.533667446347568,907.0786895215053
