day,cluster0,cluster1,cluster2,cluster3,cluster4,weighted_mean,max
35,1.0,1.5512709582480552e-141,4.271688232890711e-28,0.0,1.3343383125276114e-80,8.543376465781421e-28,0
36,6.778312051479403e-07,4.018795674073546e-62,1.8308684685406208e-31,0.9999984003605733,9.218082215891006e-07,2.9999988883146065,3
37,0.7060387346878111,1.3915658832087812e-67,3.1323509422292434e-12,1.7188472920102173e-07,0.29396109342432725,1.1758448893577613,0
38,9.219026664267954e-07,3.8527335827632816e-58,1.0350662895069064e-51,0.9999986222553515,4.558419820342236e-07,2.999997690133983,3
39,1.893894752685833e-06,5.4284059271475315e-58,4.2299034688655805e-51,0.9999976922904278,4.138148196302725e-07,2.999994732130562,3
40,5.330504089355447e-06,3.2426307980556683e-60,2.1515471275456345e-37,0.999994134465279,5.350306317879058e-07,2.999984543518364,3
41,7.174237748666372e-06,9.926285903624644e-67,3.9539494354896815e-32,0.9999923166805711,5.090816802970651e-07,2.999978986368434,3
42,1.7113037146539797e-06,1.137835129988554e-51,2.008836494620531e-37,0.9999974697788873,8.189173980337344e-07,2.9999956850062537,3
43,3.8290574135516445e-06,3.7192728986942597e-65,2.1068117610734143e-32,0.9999955611796146,6.097629717383526e-07,2.999989122590731,3
44,0.9999999999985777,0.0,1.4219596269889842e-12,0.0,3.422030395402558e-16,2.8452880661361292e-12,0
45,0.8438046470620874,0.0,0.0002349387894792386,0.0,0.1559604141484333,0.6243115341726917,0
46,1.0,2.050803850664628e-66,1.4798783632595485e-34,0.0,4.2112981426238956e-39,2.959925178444802e-34,0
47,0.9143423459590033,3.3686216621742207e-88,1.2301792729906182e-09,0.0,0.08565765281081728,0.34263061370362763,0
48,8.599793802695778e-06,7.173742151357677e-88,5.774989125782808e-16,0.9999906661447805,7.340614162408806e-07,2.9999749346800075,3
49,1.1483970174183879e-05,1.3588677680758592e-91,3.653048488670507e-12,0.9999883127156164,2.03310556378421e-07,2.999965751396381,3
50,2.2079284095863743e-06,1.4221176131009986e-43,3.8891909760622468e-25,0.999996066454257,1.7256173335023445e-06,2.9999951018321047,3
51,0.6926354702839279,0.0,0.0007612563620757054,0.0,0.30660327335399645,1.2279356061401372,0
52,3.744577876264548e-07,2.6230736546114237e-53,8.829752014761836e-28,0.9999971824172527,2.443124959840594e-06,3.000001319751598,3
53,9.229906321075952e-07,7.719867395293698e-54,1.7527333820148806e-39,0.9999977175671918,1.3594421760376758e-06,2.9999985904702795,3
54,4.878482455398489e-07,2.8146636275643197e-64,1.512153710225509e-32,0.9999986744359376,8.377158169052271e-07,2.9999993741710806,3
55,0.9744641134339641,1.8442350168480005e-127,8.996523506093778e-11,0.0,0.02553588647607071,0.10214354608421332,0
56,0.30904456090874177,0.0,3.2840748997319104e-24,0.0,0.6909554390912581,2.7638217563650325,4
57,0.08447087403653712,4.882811611385028e-93,2.127083281574346e-16,0.6649940917702064,0.2505350341932562,2.9971224120836446,3
58,3.8297066689747575e-08,3.590993460644506e-51,1.2039236291382516e-40,0.999999438776643,5.229262903435782e-07,3.0000004080350906,3
59,4.431207286465941e-07,4.689309007990858e-56,2.9133829534954635e-45,0.9999990851224441,4.717568272157248e-07,2.9999991423946413,3
60,1.0660920309013203e-06,1.159162000816068e-49,6.727699453573115e-48,0.9999982326411612,7.01266807957094e-07,2.9999975029907153,3
61,3.915282543328498e-06,1.2663103528363967e-57,1.851292545626795e-27,0.9999936880382859,2.396679170683456e-06,2.9999906508315406,3
62,9.252637461688765e-06,2.260981087764008e-62,1.506897472562725e-17,0.9999857928433437,4.95451919464444e-06,2.99997719660681,3
63,6.945041802344068e-07,9.139309204384384e-53,6.055991641296352e-29,0.9999962281974898,3.0772983299726542e-06,3.000000993785789,3
64,1.5497650567275903e-08,7.574053039651428e-168,9.947266579934976e-06,0.9999865158297842,3.521405985489644e-06,2.9999935276464544,3
65,1.0924152355810613e-12,6.834815699584902e-230,0.9850419751292391,0.014957923635497352,1.0123417104971254e-07,2.0149581261016545,2
66,6.923627072646708e-08,5.839634834808037e-43,1.45702642369977e-45,0.9999979882088049,1.942554924313402e-06,3.000001734846112,3
67,1.0408909573984612e-06,4.179161338375598e-57,8.01383268972975e-43,0.999998239022652,7.200863907185121e-07,2.9999975974135187,3
68,7.749748314430561e-07,6.253793283191884e-41,2.759156807634757e-48,0.9999983409431532,8.840820154110843e-07,2.999998559157521,3
69,3.383508367325936e-07,5.089401494822216e-62,1.1245910844454244e-34,0.999998986525699,6.751234642229577e-07,2.9999996600709538,3
70,8.363690747643788e-08,3.0292183696126624e-61,1.2031336313068363e-37,0.9999994578485351,4.585145575135384e-07,3.0000002076038355,3
71,9.329716113971833e-07,6.2957218001801626e-52,1.9864743262538086e-40,0.9999980155449244,1.0514834642514622e-06,2.9999982525686306,3
72,1.766005350837224e-06,4.912937409960584e-57,8.06718889913257e-35,0.9999974819087218,7.520859272620908e-07,2.999995454069875,3
