day,cluster,cluster0,cluster1,cluster2,cluster3,cluster4,temp_mu,windspeed_mu,precip_mu,cloudcover_mu,visibility_mu,sealevelpressure_mu,solarradiation_mu,sigma00,sigma01,sigma02,sigma03,sigma04,sigma05,sigma06,sigma10,sigma11,sigma12,sigma13,sigma14,sigma15,sigma16,sigma20,sigma21,sigma22,sigma23,sigma24,sigma25,sigma26,sigma30,sigma31,sigma32,sigma33,sigma34,sigma35,sigma36,sigma40,sigma41,sigma42,sigma43,sigma44,sigma45,sigma46,sigma50,sigma51,sigma52,sigma53,sigma54,sigma55,sigma56,sigma60,sigma61,sigma62,sigma63,sigma64,sigma65,sigma66
0,0,0.2876712328767123,0.052054794520547946,0.0547945205479452,0.3424657534246575,0.26301369863013696,14.482857142857137,13.640952380952381,4.104628571428571,64.13714285714288,9.208571428571432,1014.5171428571432,475.38857142857154,35.057991836734686,24.61813061224491,-2.148301605442176,-70.82260136054417,2.6997659863945582,-4.291229931972831,-44.902481632653085,24.61813061224491,64.40146575963716,10.587826639455782,-68.71523537414967,3.686506122448979,-27.681082993197325,-61.24086530612244,-2.148301605442176,10.587826639455782,117.70924834775509,36.5138747482993,-2.135575863945578,-30.73866125170078,-31.076897578231268,-70.82260136054417,-68.71523537414967,36.5138747482993,394.92500136054423,-13.13936598639456,7.303458503401316,154.95966258503404,2.6997659863945582,3.686506122448979,-2.135575863945578,-13.13936598639456,2.3063074829931964,-0.010242176870741,-10.545330612244904,-4.291229931972831,-27.681082993197325,-30.73866125170078,7.303458503401316,-0.010242176870741,65.74484897959196,39.55410068027216,-44.902481632653085,-61.24086530612244,-31.076897578231268,154.95966258503404,-10.545330612244904,39.55410068027216,622.5520598639456
0,1,0.2876712328767123,0.052054794520547946,0.0547945205479452,0.3424657534246575,0.26301369863013696,12.863157894736842,9.852631578947369,0.016157894736842104,26.826315789473682,9.757894736842106,1021.9105263157894,752.1,89.94443213296398,65.70193905817175,0.2107531855955679,-46.84166204986149,1.4347645429362874,-47.403822714681354,-70.16578947368424,65.70193905817175,63.85091412742381,0.23068116343490305,-28.693490304709126,1.3743213296398888,-44.51002770083096,-43.42052631578949,0.2107531855955679,0.23068116343490305,0.004635185595567866,0.44882216066482006,0.003911911357340718,-0.15202271468144013,0.14380526315789474,-46.84166204986149,-28.693490304709126,0.44882216066482006,1014.9219390581719,-4.457839335180052,2.6686703601107458,94.2805263157895,1.4347645429362874,1.3743213296398888,0.003911911357340718,-4.457839335180052,0.1719113573407202,-1.1674515235457101,-2.154736842105263,-47.403822714681354,-44.51002770083096,-0.15202271468144013,2.6686703601107458,-1.1674515235457101,60.50831024930735,37.737368421052864,-70.16578947368424,-43.42052631578949,0.14380526315789474,94.2805263157895,-2.154736842105263,37.737368421052864,481.5399999999999
0,2,0.2876712328767123,0.052054794520547946,0.0547945205479452,0.3424657534246575,0.26301369863013696,14.044999999999998,15.254999999999999,5.826650000000001,57.15,9.425,1012.2199999999999,365.44500000000005,31.781475,11.578525000000003,-12.63255925,-49.41925,1.2723750000000003,6.225600000000034,97.225475,11.578525000000003,31.361474999999995,1.2126442500000012,24.118250000000003,1.4671249999999998,-8.466100000000017,131.35202499999997,-12.63255925,1.2126442500000012,111.51963582750003,140.47584750000001,-7.474646250000001,-65.75795800000012,195.56777074999994,-49.41925,24.118250000000003,140.47584750000001,622.2254999999998,-14.09475,-152.1420000000001,444.37025000000006,1.2723750000000003,1.4671249999999998,-7.474646250000001,-14.09475,0.8158749999999998,4.4790000000000045,-6.238625000000001,6.225600000000034,-8.466100000000017,-65.75795800000012,-152.1420000000001,4.4790000000000045,72.36560000000006,-288.2593999999998,97.225475,131.35202499999997,195.56777074999994,444.37025000000006,-6.238625000000001,-288.2593999999998,2796.3694749999995
0,3,0.2876712328767123,0.052054794520547946,0.0547945205479452,0.3424657534246575,0.26301369863013696,17.0488,14.622399999999995,0.31599199999999994,22.972799999999992,9.820799999999998,1018.7543999999998,517.0344000000002,64.39897855999999,32.243786880000016,-2.1451676096,-27.532352639999992,1.2584249600000008,-29.677854720000003,-13.730958719999997,32.243786880000016,61.579498240000035,-1.1272846207999994,-18.89283072,0.9608140799999999,-21.943058560000065,-30.300610560000017,-2.1451676096,-1.1272846207999994,2.2878263919360005,8.378250982399999,-0.3331934335999999,-1.2677627647999996,2.6032778752000008,-27.532352639999992,-18.89283072,8.378250982399999,314.7351001599999,-3.7792742400000017,-22.54396032000005,68.01189567999995,1.2584249600000008,0.9608140799999999,-0.3331934335999999,-3.7792742400000017,0.36676736000000043,-0.00617151999999971,-0.5636755199999985,-29.677854720000003,-21.943058560000065,-1.2677627647999996,-22.54396032000005,-0.00617151999999971,45.63432063999989,4.048368640000091,-13.730958719999997,-30.300610560000017,2.6032778752000008,68.01189567999995,-0.5636755199999985,4.048368640000091,301.59617663999984
0,4,0.2876712328767123,0.052054794520547946,0.0547945205479452,0.3424657534246575,0.26301369863013696,20.534375,17.929166666666653,0.6947083333333333,7.214583333333334,9.96875,1018.3458333333336,560.6052083333335,59.71788085937501,21.774622395833333,0.6971110677083342,1.170852864583331,0.32180338541666653,-20.881158854166717,-42.430699869791674,21.774622395833333,41.970607638888886,-1.7713467013888886,-7.963237847222221,0.357994791666667,-5.316961805555546,-9.145881076388887,0.6971110677083342,-1.7713467013888886,20.986622873263887,13.003498003472222,-0.0014174479166665828,-6.166980381944456,-6.164829730902792,1.170852864583331,-7.963237847222221,13.003498003472222,110.29374565972218,-0.6183984375000007,-15.83212673611112,12.836278211805547,0.32180338541666653,0.357994791666667,-0.0014174479166665828,-0.6183984375000007,0.055273437499999994,-0.06700520833333402,-2.0575455729166645,-20.881158854166717,-5.316961805555546,-6.166980381944456,-15.83212673611112,-0.06700520833333402,27.245190972222222,7.181323784722235,-42.430699869791674,-9.145881076388887,-6.164829730902792,12.836278211805547,-2.0575455729166645,7.181323784722235,369.18736870659717
1,0,0.26275514240175596,0.05465206345597775,0.059986043742630286,0.3617880497200304,0.26081870067960533,13.962339155231064,13.065179698888139,5.003485915947565,65.89176620264736,9.053938428390987,1014.5977633502695,477.07942004869824,31.642007872717482,22.98050489252778,3.867742135534941,-61.11078372795923,2.8247877501390564,-2.5345737222697444,-41.87879208829493,22.98050489252778,61.20669307596084,12.229938348691961,-61.32774203689746,3.6253221407200464,-25.658312082320656,-66.42214642767826,3.867742135534941,12.229938348691961,136.88476574719212,7.070194997650762,-1.2253035569384905,-34.71096246955939,4.896544319591524,-61.11078372795923,-61.32774203689746,7.070194997650762,371.900798245194,-11.55972137407263,4.541029877297722,84.31041048200153,2.8247877501390564,3.6253221407200464,-1.2253035569384905,-11.55972137407263,2.590945655863907,-0.08777726341828931,-13.993343268460787,-2.5345737222697444,-25.658312082320656,-34.71096246955939,4.541029877297722,-0.08777726341828931,68.81079644341305,38.049581833425655,-41.87879208829493,-66.42214642767826,4.896544319591524,84.31041048200153,-13.993343268460787,38.049581833425655,798.9923852001664
1,1,0.26275514240175596,0.05465206345597775,0.059986043742630286,0.3617880497200304,0.26081870067960533,12.603530582504096,9.545979889465633,0.015390011597429988,27.019909852680293,9.660096170780685,1021.895768419822,747.1195113619882,87.02095482981713,64.17522529146603,0.20473307920200476,-45.62299215116463,1.875477575347209,-45.07423644215655,-40.91543946797981,64.17522529146603,62.7011655291009,0.2244377112687742,-28.519722164927167,1.9100768172918259,-42.30405160930005,-10.74722383576368,0.20473307920200476,0.2244377112687742,0.004426722099699664,0.4245130505894409,0.005231123873696081,-0.14457090674926645,0.2136208811169315,-45.62299215116463,-28.519722164927167,0.4245130505894409,967.4402968366361,-4.625454127345041,2.4845974817781555,70.47557694260055,1.875477575347209,1.9100768172918259,0.005231123873696081,-4.625454127345041,0.3554361422816777,-1.083044294945238,7.709868456461985,-45.07423644215655,-42.30405160930005,-0.14457090674926645,2.4845974817781555,-1.083044294945238,57.63709863493996,37.41709473697412,-40.91543946797981,-10.74722383576368,0.2136208811169315,70.47557694260055,7.709868456461985,37.41709473697412,955.8058797296543
1,2,0.26275514240175596,0.05465206345597775,0.059986043742630286,0.3617880497200304,0.26081870067960533,14.880115757064898,15.533041505966033,5.968828421504361,55.22375782924375,9.452815754335402,1011.907161497056,373.70413961509576,37.79961639145085,11.353814409988836,-17.57790045945931,-69.55095211225824,1.7286858104168914,7.207882633632699,148.01798382451545,11.353814409988836,32.58269684883881,3.701253143923404,26.508615787892012,1.2625016339114004,-9.250052852491718,142.78900958769077,-17.57790045945931,3.701253143923404,126.48435610235583,154.40645406065875,-8.180129985729943,-69.21278698476738,195.49665167164514,-69.55095211225824,26.508615787892012,154.40645406065875,646.2931362304417,-14.695511845279086,-149.47891644054448,286.7525756890833,1.7286858104168914,1.2625016339114004,-8.180129985729943,-14.695511845279086,0.8259806391465464,4.542563422290985,-3.8618039583736357,7.207882633632699,-9.250052852491718,-69.21278698476738,-149.47891644054448,4.542563422290985,71.58840613771731,-292.0505887977465,148.01798382451545,142.78900958769077,195.49665167164514,286.7525756890833,-3.8618039583736357,-292.0505887977465,3238.7447014485815
1,3,0.26275514240175596,0.05465206345597775,0.059986043742630286,0.3617880497200304,0.26081870067960533,16.552734551816247,14.455053554066087,0.17999917141640662,25.11249816606541,9.890282976367448,1018.7061887002136,515.3564506296445,59.15210250036555,30.740377338622164,-0.8111526858691653,-16.66810222592215,0.700799163618587,-28.527359548762107,-23.685530325308115,30.740377338622164,63.83717262839863,-0.07295902633427741,-10.949747023215679,0.7847416745362168,-25.66404476257925,-49.68913291808541,-0.8111526858691653,-0.07295902633427741,0.412912700293389,3.033343197265846,-0.04952465007873549,0.08890283537810528,-0.09386755586937567,-16.66810222592215,-10.949747023215679,3.033343197265846,345.15675413473394,-1.5682957974932026,-26.1130969115286,28.93948611122808,0.700799163618587,0.7847416745362168,-0.04952465007873549,-1.5682957974932026,0.1548857193858584,-0.2690381351542538,-0.4322757517525011,-28.527359548762107,-25.66404476257925,0.08890283537810528,-26.1130969115286,-0.2690381351542538,45.726129000702564,21.53918240953607,-23.685530325308115,-49.68913291808541,-0.09386755586937567,28.93948611122808,-0.4322757517525011,21.53918240953607,463.7583198790237
1,4,0.26275514240175596,0.05465206345597775,0.059986043742630286,0.3617880497200304,0.26081870067960533,21.494874793674317,18.71063071295969,0.20369204707665142,5.9625208613543865,9.993508332416031,1018.0969432488581,557.4381871081861,57.19565501518637,15.720931951305216,-0.9642843301940675,11.158293893634262,0.01710771610748743,-21.480620031523188,-46.24488191641472,15.720931951305216,34.62873572412517,0.05145735379312467,6.249986002787891,0.016297718989877592,-2.6441323043220994,0.5932270335107976,-0.9642843301940675,0.05145735379312467,2.6915813031562705,6.531968508230443,-0.01467991624726157,-1.8082297739025253,1.0173972134613514,11.158293893634262,6.249986002787891,6.531968508230443,62.218879109714486,-0.04222202629812982,-17.00824818341546,-23.47000887768616,0.01710771610748743,0.016297718989877592,-0.01467991624726157,-0.04222202629812982,0.0009780778683023202,0.00208023538257818,-0.007456745174480558,-21.480620031523188,-2.6441323043220994,-1.8082297739025253,-17.00824818341546,0.00208023538257818,26.133079614876415,9.096350509152444,-46.24488191641472,0.5932270335107976,1.0173972134613514,-23.47000887768616,-0.007456745174480558,9.096350509152444,365.8665524414228
