day,cluster0,cluster1,weighted_mean,max
0,0.034203115711692954,0.965796884288307,0.965796884288307,1
1,3.7808246416981337e-06,0.9999962191753584,0.9999962191753584,1
2,0.9755456864670883,0.024454313532911758,0.024454313532911758,0
3,0.9999998578012201,1.4219877981647576e-07,1.4219877981647576e-07,0
4,1.0,0.0,0.0,0
5,1.0,0.0,0.0,0
6,1.0,5.431389648082269e-100,5.431389648082269e-100,0
7,1.0,0.0,0.0,0
8,1.0,0.0,0.0,0
9,0.022866927697941925,0.977133072302058,0.977133072302058,1
10,1.0,7.553141246823999e-18,7.553141246823999e-18,0
11,8.851471422710247e-08,0.9999999114852858,0.9999999114852858,1
12,1.0,2.3224410885101095e-22,2.3224410885101095e-22,0
13,1.0,0.0,0.0,0
14,8.036825608661705e-07,0.9999991963174392,0.9999991963174392,1
15,3.1747444943890014e-05,0.9999682525550561,0.9999682525550561,1
16,1.163791278812512e-06,0.9999988362087212,0.9999988362087212,1
17,0.9999999597689295,4.023107052515015e-08,4.023107052515015e-08,0
18,4.714572815117769e-06,0.9999952854271849,0.9999952854271849,1
19,1.0,0.0,0.0,0
20,1.758865255701173e-05,0.999982411347443,0.999982411347443,1
21,8.677996460423273e-07,0.999999132200354,0.999999132200354,1
22,1.1280043551113475e-09,0.9999999988719956,0.9999999988719956,1
23,1.2207082587501118e-09,0.9999999987792918,0.9999999987792918,1
24,8.134159768360479e-09,0.9999999918658403,0.9999999918658403,1
25,5.4486465540592284e-08,0.9999999455135343,0.9999999455135343,1
26,4.6763742549106556e-08,0.9999999532362575,0.9999999532362575,1
27,1.1669920835876894e-06,0.9999988330079164,0.9999988330079164,1
28,7.904987402766006e-08,0.999999920950126,0.999999920950126,1
29,7.067020343306343e-08,0.9999999293297965,0.9999999293297965,1
30,7.357985024936021e-09,0.999999992642015,0.999999992642015,1
31,3.420804107817036e-07,0.9999996579195891,0.9999996579195891,1
32,1.8106148881273924e-08,0.9999999818938511,0.9999999818938511,1
33,5.197621635028997e-07,0.9999994802378366,0.9999994802378366,1
34,0.057558723082553234,0.9424412769174468,0.9424412769174468,1
35,1.0,0.0,0.0,0
36,3.3298594338189743e-06,0.9999966701405663,0.9999966701405663,1
37,1.0,4.5931398652383135e-48,4.5931398652383135e-48,0
38,1.960196786094908e-05,0.9999803980321391,0.9999803980321391,1
39,7.486178120295648e-06,0.9999925138218797,0.9999925138218797,1
40,1.983212771181699e-05,0.9999801678722883,0.9999801678722883,1
41,2.5326570923746726e-05,0.9999746734290763,0.9999746734290763,1
42,1.2432341554196253e-05,0.9999875676584458,0.9999875676584458,1
43,2.8489197090782315e-05,0.9999715108029092,0.9999715108029092,1
44,1.0,0.0,0.0,0
45,1.0,0.0,0.0,0
46,0.9999992451200648,7.548799352883186e-07,7.548799352883186e-07,0
47,0.046906304379421185,0.9530936956205789,0.9530936956205789,1
48,3.2927409877143536e-05,0.9999670725901229,0.9999670725901229,1
49,1.8123343453221737e-05,0.9999818766565468,0.9999818766565468,1
50,6.671197936369685e-06,0.9999933288020636,0.9999933288020636,1
51,1.0,0.0,0.0,0
52,1.2636424342016216e-05,0.999987363575658,0.999987363575658,1
53,0.0005851225832722465,0.9994148774167279,0.9994148774167279,1
54,1.1198868711503139e-05,0.9999888011312885,0.9999888011312885,1
55,1.0,0.0,0.0,0
56,1.0,0.0,0.0,0
57,1.0,1.737742094533002e-22,1.737742094533002e-22,0
58,2.8676013953715016e-05,0.9999713239860464,0.9999713239860464,1
59,1.6018352185073962e-05,0.9999839816478149,0.9999839816478149,1
60,1.1324696870727482e-05,0.9999886753031293,0.9999886753031293,1
61,1.959208114506028e-05,0.9999804079188549,0.9999804079188549,1
62,2.4565204505117928e-05,0.9999754347954949,0.9999754347954949,1
63,1.2967434616178268e-05,0.9999870325653838,0.9999870325653838,1
64,1.3776722694933685e-05,0.9999862232773051,0.9999862232773051,1
65,7.162175130579279e-06,0.9999928378248694,0.9999928378248694,1
66,0.01950123005248221,0.9804987699475177,0.9804987699475177,1
67,6.096623078014452e-06,0.999993903376922,0.999993903376922,1
68,0.00026210155026505687,0.9997378984497349,0.9997378984497349,1
69,1.7414944450961936e-05,0.999982585055549,0.999982585055549,1
70,3.736991171121698e-05,0.9999626300882888,0.9999626300882888,1
71,1.902307258612407e-05,0.9999809769274138,0.9999809769274138,1
72,2.3029813691728345e-05,0.9999769701863083,0.9999769701863083,1
73,4.0158477244097645e-05,0.9999598415227559,0.9999598415227559,1
74,2.6043755060505627e-05,0.9999739562449395,0.9999739562449395,1
75,3.506365873450025e-05,0.9999649363412655,0.9999649363412655,1
76,1.1905421268746771e-05,0.9999880945787313,0.9999880945787313,1
77,3.0373339581274574e-05,0.9999696266604188,0.9999696266604188,1
78,2.539112234360768e-05,0.9999746088776564,0.9999746088776564,1
79,2.076082677878464e-05,0.9999792391732212,0.9999792391732212,1
80,2.8360252876244305e-06,0.9999971639747123,0.9999971639747123,1
81,5.592844036943473e-07,0.9999994407155963,0.9999994407155963,1
82,1.870806452907334e-06,0.9999981291935471,0.9999981291935471,1
83,5.769929696489938e-06,0.9999942300703035,0.9999942300703035,1
84,1.4847939372944787e-06,0.9999985152060626,0.9999985152060626,1
85,5.6313411045259226e-06,0.9999943686588955,0.9999943686588955,1
86,1.6665275123441435e-06,0.9999983334724877,0.9999983334724877,1
87,3.795892834494103e-05,0.999962041071655,0.999962041071655,1
88,1.0,0.0,0.0,0
89,1.0,0.0,0.0,0
90,0.030488765828247104,0.9695112341717529,0.9695112341717529,1
91,1.0,0.0,0.0,0
92,0.9999999940335107,5.9664892941238875e-09,5.9664892941238875e-09,0
93,1.0,6.434892555707329e-43,6.434892555707329e-43,0
94,1.0365714527690755e-05,0.9999896342854723,0.9999896342854723,1
95,1.0,0.0,0.0,0
96,1.0,0.0,0.0,0
97,1.622319276991745e-05,0.99998377680723,0.99998377680723,1
98,1.0,0.0,0.0,0
99,1.0,0.0,0.0,0
100,7.3228046497272505e-06,0.9999926771953502,0.9999926771953502,1
101,0.9999998903589461,1.0964105392393344e-07,1.0964105392393344e-07,0
102,8.30832877141828e-06,0.9999916916712286,0.9999916916712286,1
103,6.541677848097927e-06,0.9999934583221519,0.9999934583221519,1
104,1.4788361979441995e-06,0.9999985211638022,0.9999985211638022,1
105,1.3838984014820119e-05,0.9999861610159853,0.9999861610159853,1
106,1.0370697585516752e-05,0.9999896293024145,0.9999896293024145,1
107,2.1330929713961112e-05,0.999978669070286,0.999978669070286,1
108,7.622645751771664e-06,0.9999923773542483,0.9999923773542483,1
109,8.02335132844828e-06,0.9999919766486716,0.9999919766486716,1
110,1.0,0.0,0.0,0
111,1.0,0.0,0.0,0
112,1.8139026632164688e-05,0.9999818609733678,0.9999818609733678,1
113,1.0,0.0,0.0,0
114,1.0,0.0,0.0,0
115,2.1375528473108903e-05,0.999978624471527,0.999978624471527,1
116,2.033582019873802e-05,0.9999796641798013,0.9999796641798013,1
117,3.3338499081181444e-05,0.9999666615009188,0.9999666615009188,1
118,2.4389241766530345e-05,0.9999756107582335,0.9999756107582335,1
119,7.989778452359723e-06,0.9999920102215477,0.9999920102215477,1
120,2.9062645306605095e-05,0.9999709373546934,0.9999709373546934,1
121,0.02312970751447096,0.976870292485529,0.976870292485529,1
122,0.008167327849518517,0.9918326721504814,0.9918326721504814,1
123,2.2951268775707238e-05,0.9999770487312243,0.9999770487312243,1
124,1.0,0.0,0.0,0
125,1.0,0.0,0.0,0
126,0.9999920694149301,7.930585069863834e-06,7.930585069863834e-06,0
127,0.011996406743582145,0.9880035932564178,0.9880035932564178,1
128,2.9497899312009863e-05,0.999970502100688,0.999970502100688,1
129,0.18217174099754596,0.8178282590024539,0.8178282590024539,1
130,1.2142718652978313e-05,0.999987857281347,0.999987857281347,1
131,2.257835482945247e-05,0.9999774216451705,0.9999774216451705,1
132,1.8082927166501947e-05,0.9999819170728335,0.9999819170728335,1
133,1.6018538069039575e-05,0.999983981461931,0.999983981461931,1
134,1.8315256993667964e-05,0.9999816847430063,0.9999816847430063,1
135,1.3942323781672873e-05,0.9999860576762184,0.9999860576762184,1
136,1.6727903155257457e-05,0.9999832720968448,0.9999832720968448,1
137,1.623760373049399e-05,0.9999837623962695,0.9999837623962695,1
138,1.0,5.866387507616238e-99,5.866387507616238e-99,0
139,2.598863581032083e-05,0.9999740113641897,0.9999740113641897,1
140,2.2129880574969344e-05,0.9999778701194251,0.9999778701194251,1
141,2.5799842785803407e-05,0.9999742001572143,0.9999742001572143,1
142,1.2198209102115081e-05,0.9999878017908979,0.9999878017908979,1
143,2.029253544602665e-05,0.9999797074645539,0.9999797074645539,1
144,0.010453096713723903,0.9895469032862761,0.9895469032862761,1
145,1.747816481644935e-05,0.9999825218351834,0.9999825218351834,1
146,1.4199507007743849e-05,0.9999858004929922,0.9999858004929922,1
147,1.0,2.545537836013565e-122,2.545537836013565e-122,0
148,0.9748216035247135,0.02517839647528638,0.02517839647528638,0
149,1.1181953974435214e-05,0.9999888180460256,0.9999888180460256,1
150,2.2112987065081933e-05,0.9999778870129349,0.9999778870129349,1
151,1.8234248053561817e-05,0.9999817657519464,0.9999817657519464,1
152,1.0323154601847567e-05,0.9999896768453981,0.9999896768453981,1
153,1.4042731330604832e-05,0.9999859572686695,0.9999859572686695,1
154,9.276654854350553e-06,0.9999907233451457,0.9999907233451457,1
155,2.1662652872809177e-05,0.9999783373471273,0.9999783373471273,1
156,1.5911536518830937e-05,0.9999840884634812,0.9999840884634812,1
157,0.0023586774980849,0.9976413225019151,0.9976413225019151,1
158,2.010639129002093e-05,0.9999798936087099,0.9999798936087099,1
159,0.9999999999999429,5.711903228419056e-14,5.711903228419056e-14,0
160,4.975108811308064e-06,0.9999950248911887,0.9999950248911887,1
161,1.2580819699444756e-05,0.9999874191803005,0.9999874191803005,1
162,9.413744018073126e-06,0.9999905862559819,0.9999905862559819,1
163,9.185325082045287e-06,0.999990814674918,0.999990814674918,1
164,0.0046819751470764635,0.9953180248529235,0.9953180248529235,1
165,0.9999965054971605,3.494502839538848e-06,3.494502839538848e-06,0
166,0.016976216069630755,0.9830237839303692,0.9830237839303692,1
167,1.0,0.0,0.0,0
168,2.3269931330643726e-05,0.9999767300686693,0.9999767300686693,1
169,8.163875876235707e-06,0.9999918361241237,0.9999918361241237,1
170,2.5889825694790765e-05,0.9999741101743052,0.9999741101743052,1
171,2.2138191737174657e-05,0.9999778618082628,0.9999778618082628,1
172,2.1456527202989017e-05,0.999978543472797,0.999978543472797,1
173,1.0,9.423410430559843e-62,9.423410430559843e-62,0
174,0.010732181601394618,0.9892678183986053,0.9892678183986053,1
175,0.003575887929868498,0.9964241120701315,0.9964241120701315,1
176,1.5278583626675028e-06,0.9999984721416374,0.9999984721416374,1
177,4.5245531474331753e-07,0.9999995475446853,0.9999995475446853,1
178,0.99999866101037,1.338989629909188e-06,1.338989629909188e-06,0
179,1.0,1.656364203943479e-109,1.656364203943479e-109,0
180,4.371684438031211e-06,0.999995628315562,0.999995628315562,1
181,5.24183587664718e-06,0.9999947581641233,0.9999947581641233,1
182,3.5923982516973744e-07,0.9999996407601748,0.9999996407601748,1
183,3.03969100562395e-06,0.9999969603089943,0.9999969603089943,1
184,7.825585324372794e-06,0.9999921744146757,0.9999921744146757,1
185,2.2519207647263447e-05,0.9999774807923527,0.9999774807923527,1
186,1.0,2.414626666747977e-174,2.414626666747977e-174,0
187,0.0002305999011402259,0.9997694000988597,0.9997694000988597,1
188,1.0,9.559139746092908e-120,9.559139746092908e-120,0
189,1.2820401034849146e-05,0.9999871795989651,0.9999871795989651,1
190,1.7137392406662732e-06,0.9999982862607593,0.9999982862607593,1
191,1.1334996601773681e-05,0.9999886650033982,0.9999886650033982,1
192,2.958240793938892e-06,0.999997041759206,0.999997041759206,1
193,8.823890931462928e-06,0.9999911761090686,0.9999911761090686,1
194,8.410444641557508e-07,0.9999991589555359,0.9999991589555359,1
195,1.4519949239102555e-05,0.9999854800507609,0.9999854800507609,1
196,6.854796445739346e-06,0.9999931452035543,0.9999931452035543,1
197,2.833687906691822e-06,0.9999971663120933,0.9999971663120933,1
198,1.4487756458471037e-05,0.9999855122435416,0.9999855122435416,1
199,1.6098147034807548e-06,0.9999983901852965,0.9999983901852965,1
200,4.902199494836335e-07,0.9999995097800505,0.9999995097800505,1
201,4.705434838676146e-06,0.9999952945651613,0.9999952945651613,1
202,9.69889051130097e-06,0.9999903011094887,0.9999903011094887,1
203,1.52782072517398e-05,0.9999847217927483,0.9999847217927483,1
204,1.835692642378075e-05,0.9999816430735762,0.9999816430735762,1
205,0.0011233012219643795,0.9988766987780355,0.9988766987780355,1
206,1.052872635750355e-05,0.9999894712736426,0.9999894712736426,1
207,1.4793460117916323e-05,0.9999852065398821,0.9999852065398821,1
208,0.00017022924653299328,0.9998297707534669,0.9998297707534669,1
209,1.2638975488741712e-05,0.9999873610245112,0.9999873610245112,1
210,0.007220753438393596,0.9927792465616063,0.9927792465616063,1
211,2.34725181957572e-06,0.9999976527481804,0.9999976527481804,1
212,5.490145267943362e-07,0.9999994509854732,0.9999994509854732,1
213,0.007096572543077185,0.9929034274569228,0.9929034274569228,1
214,6.05328168386127e-06,0.9999939467183161,0.9999939467183161,1
215,3.449240757171143e-07,0.9999996550759243,0.9999996550759243,1
216,9.829567622592694e-06,0.9999901704323774,0.9999901704323774,1
217,8.894340430516033e-05,0.9999110565956949,0.9999110565956949,1
218,0.9998936963597327,0.00010630364026729616,0.00010630364026729616,0
219,1.0,1.437634774385822e-102,1.437634774385822e-102,0
220,1.8094556818460616e-05,0.9999819054431814,0.9999819054431814,1
221,1.9397054407883046e-05,0.9999806029455921,0.9999806029455921,1
222,1.8507587826415284e-05,0.9999814924121735,0.9999814924121735,1
223,0.00017341335517288289,0.9998265866448272,0.9998265866448272,1
224,1.0,0.0,0.0,0
225,1.0,1.9546174120884267e-285,1.9546174120884267e-285,0
226,3.977482658575334e-06,0.9999960225173414,0.9999960225173414,1
227,1.0,0.0,0.0,0
228,1.217594222022067e-05,0.9999878240577798,0.9999878240577798,1
229,1.0,0.0,0.0,0
230,1.0,0.0,0.0,0
231,0.9999989970614956,1.002938504277818e-06,1.002938504277818e-06,0
232,1.1671309910449961e-05,0.9999883286900897,0.9999883286900897,1
233,1.644088125850621e-05,0.9999835591187415,0.9999835591187415,1
234,2.0980998404742574e-05,0.9999790190015952,0.9999790190015952,1
235,3.551716803959136e-05,0.9999644828319604,0.9999644828319604,1
236,2.9185489376710545e-05,0.9999708145106233,0.9999708145106233,1
237,1.79494601508805e-05,0.9999820505398491,0.9999820505398491,1
238,1.573840991549293e-05,0.9999842615900846,0.9999842615900846,1
239,0.0038058742972299905,0.99619412570277,0.99619412570277,1
240,1.545761437049933e-05,0.9999845423856295,0.9999845423856295,1
241,8.598229199533965e-06,0.9999914017708005,0.9999914017708005,1
242,0.0019742488707536463,0.9980257511292463,0.9980257511292463,1
243,0.007139360117771244,0.9928606398822287,0.9928606398822287,1
244,3.070085581195124e-05,0.9999692991441881,0.9999692991441881,1
245,1.0,0.0,0.0,0
246,0.0017629568375718062,0.9982370431624282,0.9982370431624282,1
247,0.005621626856032395,0.9943783731439676,0.9943783731439676,1
248,0.00455243387332482,0.9954475661266753,0.9954475661266753,1
249,1.258470992067445e-05,0.9999874152900794,0.9999874152900794,1
250,0.9995100289975871,0.00048997100241288,0.00048997100241288,0
251,0.000288064868034241,0.9997119351319659,0.9997119351319659,1
252,1.0,5.055801352211499e-50,5.055801352211499e-50,0
253,1.805571722904806e-05,0.999981944282771,0.999981944282771,1
254,2.2792833686236414e-05,0.9999772071663138,0.9999772071663138,1
255,1.942499351283426e-05,0.9999805750064872,0.9999805750064872,1
256,1.0436183030793158e-05,0.9999895638169692,0.9999895638169692,1
257,1.0,0.0,0.0,0
258,1.1715630121709069e-05,0.9999882843698784,0.9999882843698784,1
259,1.0,0.0,0.0,0
260,0.9999943307247585,5.669275241480523e-06,5.669275241480523e-06,0
261,0.8967579563381394,0.10324204366186059,0.10324204366186059,0
262,2.975238609599512e-05,0.9999702476139041,0.9999702476139041,1
263,3.797471523274178e-05,0.9999620252847673,0.9999620252847673,1
264,2.807282182990909e-05,0.9999719271781701,0.9999719271781701,1
265,3.159110098878285e-05,0.9999684088990113,0.9999684088990113,1
266,1.0,1.002271821813411e-263,1.002271821813411e-263,0
267,1.0,0.0,0.0,0
268,1.0,0.0,0.0,0
269,0.9534899298260663,0.04651007017393367,0.04651007017393367,0
270,1.0,0.0,0.0,0
271,1.0,0.0,0.0,0
272,1.0,0.0,0.0,0
273,8.923578838373313e-06,0.9999910764211616,0.9999910764211616,1
274,9.921097081899413e-06,0.999990078902918,0.999990078902918,1
275,8.171019345840864e-06,0.9999918289806541,0.9999918289806541,1
276,1.7695471865009888e-05,0.999982304528135,0.999982304528135,1
277,5.939826558347027e-06,0.9999940601734417,0.9999940601734417,1
278,1.4932758049880858e-05,0.9999850672419501,0.9999850672419501,1
279,0.010435224137580723,0.9895647758624192,0.9895647758624192,1
280,1.0663954009149302e-05,0.9999893360459908,0.9999893360459908,1
281,2.043114680812156e-05,0.9999795688531918,0.9999795688531918,1
282,1.0,0.0,0.0,0
283,1.0,0.0,0.0,0
284,1.4155587512072244e-05,0.999985844412488,0.999985844412488,1
285,1.3430852512899748e-05,0.9999865691474872,0.9999865691474872,1
286,1.6002639219498636e-05,0.9999839973607805,0.9999839973607805,1
287,1.9143976440164343e-05,0.9999808560235599,0.9999808560235599,1
288,1.649672927956733e-05,0.9999835032707204,0.9999835032707204,1
